,Participants,Masks,Target Location Straight,Trial Stage,Target Location Rotate,Correlation
1389,05,inf_parietal,99,2,207,-0.0034741093294189344
1390,05,inf_parietal,99,2,45,-0.04869312811417672
1391,05,inf_parietal,99,2,99,-0.010213723305284415
1392,05,v5,153,0,153,0.0382745396190387
1393,05,v5,153,0,207,0.039221135879187005
1394,05,v5,153,0,45,-0.10840087683386672
1395,05,v5,153,0,99,0.03030276233870966
1396,05,v5,153,1,153,-0.020367846294587308
1397,05,v5,153,1,207,0.010630227688923896
1398,05,v5,153,1,45,-0.09031234347544288
1399,05,v5,153,1,99,-0.018896769358149636
1400,05,v5,153,2,153,-0.007984387393031311
1401,05,v5,153,2,207,0.04905711731987459
1402,05,v5,153,2,45,-0.03837682699722275
1403,05,v5,153,2,99,-0.033306578368465345
1404,05,v5,207,0,153,0.07206694001697987
1405,05,v5,207,0,207,-0.012521769248234546
1406,05,v5,207,0,45,0.026375311565769836
1407,05,v5,207,0,99,-0.009140985211129752
1408,05,v5,207,1,153,0.06275088756621107
1409,05,v5,207,1,207,0.004572178080164052
1410,05,v5,207,1,45,-0.0029065019293516847
1411,05,v5,207,1,99,0.015971618164635736
1412,05,v5,207,2,153,-0.03735310637818377
1413,05,v5,207,2,207,-0.03567634820928059
1414,05,v5,207,2,45,-0.04549567885376085
1415,05,v5,207,2,99,-0.0542086177837394
1416,05,v5,45,0,153,-0.22002020173584708
1417,05,v5,45,0,207,-0.1963369805700677
1418,05,v5,45,0,45,0.006998906769771628
1419,05,v5,45,0,99,-0.15209510011508584
1420,05,v5,45,1,153,-0.14960095155440484
1421,05,v5,45,1,207,-0.10412360896286532
1422,05,v5,45,1,45,-0.02873318338147172
1423,05,v5,45,1,99,-0.07745129459631128
1424,05,v5,45,2,153,-0.023801402446649918
1425,05,v5,45,2,207,-0.11750390522019305
1426,05,v5,45,2,45,-0.005730137268978789
1427,05,v5,45,2,99,-0.03970687958049038
1428,05,v5,99,0,153,-0.1264424390494342
1429,05,v5,99,0,207,-0.0022480584472589077
1430,05,v5,99,0,45,0.010327465179678409
1431,05,v5,99,0,99,0.011072401773976493
1432,05,v5,99,1,153,-0.09627464296372602
1433,05,v5,99,1,207,-0.08003967820804422
1434,05,v5,99,1,45,-0.020915632696977174
1435,05,v5,99,1,99,-0.08349334035143054
1436,05,v5,99,2,153,-0.029688856388330808
1437,05,v5,99,2,207,-0.07637167021930465
1438,05,v5,99,2,45,-0.05574685889615062
1439,05,v5,99,2,99,-0.052025076011971
1440,06,premotor,153,0,153,-0.06648850767421223
1441,06,premotor,153,0,207,-0.026822484035952703
1442,06,premotor,153,0,45,-0.0640748073021766
1443,06,premotor,153,0,99,-0.07853520301724573
1444,06,premotor,153,1,153,-0.07804587697806911
1445,06,premotor,153,1,207,-0.07575351089763702
1446,06,premotor,153,1,45,-0.0963139027950258
1447,06,premotor,153,1,99,-0.1007496003471618
1448,06,premotor,153,2,153,-0.003973582329430578
1449,06,premotor,153,2,207,-0.032563892624033655
1450,06,premotor,153,2,45,-0.06036762122306142
1451,06,premotor,153,2,99,-0.04291888076436902
1452,06,premotor,207,0,153,-0.037708010127419964
1453,06,premotor,207,0,207,-0.05237320382674151
1454,06,premotor,207,0,45,-0.06191558210086598
1455,06,premotor,207,0,99,-0.04704118442498906
1456,06,premotor,207,1,153,-0.012816860757399372
1457,06,premotor,207,1,207,-0.03465856999662242
1458,06,premotor,207,1,45,0.0022416083741724317
1459,06,premotor,207,1,99,-0.0010078571717404275
1460,06,premotor,207,2,153,-0.020551600223824795
1461,06,premotor,207,2,207,-0.03598633552495457
1462,06,premotor,207,2,45,0.014813527598173596
1463,06,premotor,207,2,99,-0.03558276348272698
1464,06,premotor,45,0,153,-0.06583517506138517
1465,06,premotor,45,0,207,-0.060425454723531224
1466,06,premotor,45,0,45,-0.0388538267713911
1467,06,premotor,45,0,99,-0.054677031651097927
1468,06,premotor,45,1,153,-0.04387487909985348
1469,06,premotor,45,1,207,-0.055714878343836885
1470,06,premotor,45,1,45,-0.03449890990391721
1471,06,premotor,45,1,99,-0.02375575849953498
1472,06,premotor,45,2,153,-0.08409217055924242
1473,06,premotor,45,2,207,-0.07203089250927837
1474,06,premotor,45,2,45,-0.06843911011986419
1475,06,premotor,45,2,99,-0.09041400300705965
1476,06,premotor,99,0,153,-0.059616822802444375
1477,06,premotor,99,0,207,-0.05573804438134415
1478,06,premotor,99,0,45,-0.047055025882930285
1479,06,premotor,99,0,99,-0.03126124817810763
1480,06,premotor,99,1,153,-0.06284639250902535
1481,06,premotor,99,1,207,-0.03376027195004873
1482,06,premotor,99,1,45,-0.05760683939539851
1483,06,premotor,99,1,99,-0.07155883448210865
1484,06,premotor,99,2,153,-0.060035934026692495
1485,06,premotor,99,2,207,-0.047197952045590706
1486,06,premotor,99,2,45,-0.04893141276644325
1487,06,premotor,99,2,99,-0.006280243939841213
1488,06,motor,153,0,153,-0.12553097404857066
1489,06,motor,153,0,207,-0.011501157076052235
1490,06,motor,153,0,45,-0.09282230042045482
1491,06,motor,153,0,99,-0.13295874259796572
1492,06,motor,153,1,153,-0.11555445290970379
1493,06,motor,153,1,207,-0.10693368885071156
1494,06,motor,153,1,45,-0.08524477608074645
1495,06,motor,153,1,99,-0.12381451402741943
1496,06,motor,153,2,153,-0.07606039260593306
1497,06,motor,153,2,207,-0.06766961486623897
1498,06,motor,153,2,45,-0.040674600660827315
1499,06,motor,153,2,99,-0.04217873820197282
1500,06,motor,207,0,153,-0.0327047823581916
1501,06,motor,207,0,207,-5.6853446916704103e-05
1502,06,motor,207,0,45,-0.015869625147564487
1503,06,motor,207,0,99,0.009970038582519889
1504,06,motor,207,1,153,-0.017180478488589924
1505,06,motor,207,1,207,-0.015477621770856667
1506,06,motor,207,1,45,0.010200715693252267
1507,06,motor,207,1,99,0.01697750704215055
1508,06,motor,207,2,153,-0.0499511653038081
1509,06,motor,207,2,207,-0.02044470190595964
1510,06,motor,207,2,45,-0.02813515319820438
1511,06,motor,207,2,99,-0.06597083647591029
1512,06,motor,45,0,153,-0.050407511123370594
1513,06,motor,45,0,207,-0.09260810381803285
1514,06,motor,45,0,45,-0.03454229005147057
1515,06,motor,45,0,99,-0.06839712791756267
1516,06,motor,45,1,153,-0.05339174941396245
1517,06,motor,45,1,207,-0.10240517033962819
1518,06,motor,45,1,45,-0.038679651536221354
1519,06,motor,45,1,99,0.0010820648904257737
1520,06,motor,45,2,153,-0.057303722116977124
1521,06,motor,45,2,207,-0.11990311318805422
1522,06,motor,45,2,45,-0.06818588474665464
1523,06,motor,45,2,99,-0.09315913935997802
1524,06,motor,99,0,153,-0.0575781594264011
1525,06,motor,99,0,207,-0.030654034831699522
1526,06,motor,99,0,45,-0.06813414057220094
1527,06,motor,99,0,99,-0.05713281969062059
1528,06,motor,99,1,153,-0.01865317131333896
1529,06,motor,99,1,207,0.0046154665537646924
1530,06,motor,99,1,45,-0.06763284211708612
1531,06,motor,99,1,99,-0.07340247873194114
1532,06,motor,99,2,153,0.019635394010739292
1533,06,motor,99,2,207,-0.0033866910347212214
1534,06,motor,99,2,45,-0.032275054738885686
1535,06,motor,99,2,99,0.026596070683813818
1536,06,v1,153,0,153,0.16829492185601366
1537,06,v1,153,0,207,-0.12699531419116258
1538,06,v1,153,0,45,-0.13747671309179615
1539,06,v1,153,0,99,-0.17883472784917875
1540,06,v1,153,1,153,0.008277388997797034
1541,06,v1,153,1,207,-0.0780653491612758
1542,06,v1,153,1,45,-0.1613021386803089
1543,06,v1,153,1,99,-0.14966464968195636
1544,06,v1,153,2,153,0.024032998818883978
1545,06,v1,153,2,207,-0.07726734820317341
1546,06,v1,153,2,45,-0.13710486689214105
1547,06,v1,153,2,99,-0.01969398960049258
1548,06,v1,207,0,153,-0.14736562411360296
1549,06,v1,207,0,207,0.06544172652383279
1550,06,v1,207,0,45,-0.19467745219593685
1551,06,v1,207,0,99,-0.22991469643252946
1552,06,v1,207,1,153,-0.14887145186571005
1553,06,v1,207,1,207,0.07934066031612771
1554,06,v1,207,1,45,-0.10114084671104898
1555,06,v1,207,1,99,-0.10324678867838802
1556,06,v1,207,2,153,-0.10295727844293198
1557,06,v1,207,2,207,0.02888224287865516
1558,06,v1,207,2,45,-0.05623160918140443
1559,06,v1,207,2,99,-0.16027995345443025
1560,06,v1,45,0,153,-0.18637675601216608
1561,06,v1,45,0,207,-0.14290647376857993
1562,06,v1,45,0,45,0.19091325829838446
1563,06,v1,45,0,99,-0.023063701189037427
1564,06,v1,45,1,153,-0.12909835485543364
1565,06,v1,45,1,207,-0.22740201140821947
1566,06,v1,45,1,45,0.12151699707801084
1567,06,v1,45,1,99,-0.029088665511509376
1568,06,v1,45,2,153,-0.05841305528042191
1569,06,v1,45,2,207,-0.18668853084113401
1570,06,v1,45,2,45,0.09569131268005857
1571,06,v1,45,2,99,-0.02433920116471651
1572,06,v1,99,0,153,-0.14333661664498798
1573,06,v1,99,0,207,-0.11073032179041796
1574,06,v1,99,0,45,-0.1018972329840944
1575,06,v1,99,0,99,0.11685108586616655
1576,06,v1,99,1,153,-0.0940262196724067
1577,06,v1,99,1,207,-0.11580502165881498
1578,06,v1,99,1,45,-0.07937947851915961
1579,06,v1,99,1,99,0.022936501023536934
1580,06,v1,99,2,153,-0.07263008994499864
1581,06,v1,99,2,207,-0.04078329208155223
1582,06,v1,99,2,45,-0.11016705685986414
1583,06,v1,99,2,99,0.01521479800007168
1584,06,sup_parietal,153,0,153,-0.03281740113926737
1585,06,sup_parietal,153,0,207,-0.02597252244378713
1586,06,sup_parietal,153,0,45,-0.04362315611510811
1587,06,sup_parietal,153,0,99,-0.020733649699353027
1588,06,sup_parietal,153,1,153,0.0010538833557697837
1589,06,sup_parietal,153,1,207,0.06083271957537566
1590,06,sup_parietal,153,1,45,0.018120880810999402
1591,06,sup_parietal,153,1,99,-0.002426452689159298
1592,06,sup_parietal,153,2,153,0.01037540098748821
1593,06,sup_parietal,153,2,207,-0.007916346938603217
1594,06,sup_parietal,153,2,45,0.007823571871562268
1595,06,sup_parietal,153,2,99,0.016036601733704633
1596,06,sup_parietal,207,0,153,-0.020834235798777242
1597,06,sup_parietal,207,0,207,0.003221925227395568
1598,06,sup_parietal,207,0,45,-0.03225643626241855
1599,06,sup_parietal,207,0,99,-0.021462039626182337
1600,06,sup_parietal,207,1,153,-0.01842390412837596
1601,06,sup_parietal,207,1,207,-0.023644588121772052
1602,06,sup_parietal,207,1,45,0.005962922740817435
1603,06,sup_parietal,207,1,99,-0.08532617161725636
1604,06,sup_parietal,207,2,153,-0.008277146846756001
1605,06,sup_parietal,207,2,207,0.01227851404562744
1606,06,sup_parietal,207,2,45,-0.016782001093796208
1607,06,sup_parietal,207,2,99,-0.03314788768353938
1608,06,sup_parietal,45,0,153,-0.04915523661319884
1609,06,sup_parietal,45,0,207,-0.01851142045325578
1610,06,sup_parietal,45,0,45,-0.057072636592779176
1611,06,sup_parietal,45,0,99,-0.06917073230991908
1612,06,sup_parietal,45,1,153,-0.04437041460441356
1613,06,sup_parietal,45,1,207,-0.14982407910210824
1614,06,sup_parietal,45,1,45,-0.04097247010995277
1615,06,sup_parietal,45,1,99,0.00937562240549785
1616,06,sup_parietal,45,2,153,-0.13574065144571068
1617,06,sup_parietal,45,2,207,-0.09918348575760151
1618,06,sup_parietal,45,2,45,-0.07444867909666555
1619,06,sup_parietal,45,2,99,-0.06389877671280716
1620,06,sup_parietal,99,0,153,-0.04312518571130212
1621,06,sup_parietal,99,0,207,-0.08701208455097538
1622,06,sup_parietal,99,0,45,-0.09996938250728779
1623,06,sup_parietal,99,0,99,-0.06852446161910597
1624,06,sup_parietal,99,1,153,-0.06857370459368858
1625,06,sup_parietal,99,1,207,-0.03259575887164141
1626,06,sup_parietal,99,1,45,-0.04800340659778361
1627,06,sup_parietal,99,1,99,-0.04414525400076209
1628,06,sup_parietal,99,2,153,-0.04956048869270309
1629,06,sup_parietal,99,2,207,-0.046393062727152615
1630,06,sup_parietal,99,2,45,-0.02051925115645445
1631,06,sup_parietal,99,2,99,-0.03010426962537793
1632,06,inf_parietal,153,0,153,-0.06612655671120887
1633,06,inf_parietal,153,0,207,-0.03471360203054015
1634,06,inf_parietal,153,0,45,-0.0409663213268032
1635,06,inf_parietal,153,0,99,-0.06372681429006252
1636,06,inf_parietal,153,1,153,-0.057823149774333074
1637,06,inf_parietal,153,1,207,-0.059543345513338806
1638,06,inf_parietal,153,1,45,-0.05003163719264618
1639,06,inf_parietal,153,1,99,-0.06401003736219076
1640,06,inf_parietal,153,2,153,-0.029695000508748168
1641,06,inf_parietal,153,2,207,-0.03324589688606512
1642,06,inf_parietal,153,2,45,-0.04430158773592462
1643,06,inf_parietal,153,2,99,-0.04665984326462828
1644,06,inf_parietal,207,0,153,-0.03991000378326805
1645,06,inf_parietal,207,0,207,-0.060780826783016786
1646,06,inf_parietal,207,0,45,-0.05519529529177706
1647,06,inf_parietal,207,0,99,-0.021552873982461418
1648,06,inf_parietal,207,1,153,-0.06003308625272693
1649,06,inf_parietal,207,1,207,-0.09295367637484708
1650,06,inf_parietal,207,1,45,-0.03135373313980876
1651,06,inf_parietal,207,1,99,-0.02718075581736327
1652,06,inf_parietal,207,2,153,-0.019883556412327127
1653,06,inf_parietal,207,2,207,0.008516395666668402
1654,06,inf_parietal,207,2,45,0.028097323786494224
1655,06,inf_parietal,207,2,99,-0.02414084315488809
1656,06,inf_parietal,45,0,153,-0.014687102662565702
1657,06,inf_parietal,45,0,207,-0.09564586551645518
1658,06,inf_parietal,45,0,45,-0.017279616926312746
1659,06,inf_parietal,45,0,99,-0.01797832734994074
1660,06,inf_parietal,45,1,153,-0.04743137479285763
1661,06,inf_parietal,45,1,207,-0.03022571979430432
1662,06,inf_parietal,45,1,45,-0.009557738411147647
1663,06,inf_parietal,45,1,99,0.027494104246547788
1664,06,inf_parietal,45,2,153,-0.07066289611429147
1665,06,inf_parietal,45,2,207,-0.0752502225164269
1666,06,inf_parietal,45,2,45,-0.0340669868005263
1667,06,inf_parietal,45,2,99,-0.07280300057546832
1668,06,inf_parietal,99,0,153,-0.06719186693908263
1669,06,inf_parietal,99,0,207,-0.0035205180152173155
1670,06,inf_parietal,99,0,45,-0.08626678269153853
1671,06,inf_parietal,99,0,99,-0.06785879678026678
1672,06,inf_parietal,99,1,153,-0.06375857003047078
1673,06,inf_parietal,99,1,207,-0.002914860093040303
1674,06,inf_parietal,99,1,45,-0.048052711333534254
1675,06,inf_parietal,99,1,99,-0.07120037685965387
1676,06,inf_parietal,99,2,153,-0.04215011502259657
1677,06,inf_parietal,99,2,207,-0.03720265910812062
1678,06,inf_parietal,99,2,45,-0.08919922704194246
1679,06,inf_parietal,99,2,99,0.010819814407195483
1680,06,v5,153,0,153,-0.016717127949540493
1681,06,v5,153,0,207,-0.0709830454139376
1682,06,v5,153,0,45,-0.04264964763989004
1683,06,v5,153,0,99,0.01944800335998364
1684,06,v5,153,1,153,-0.0010420719974094626
1685,06,v5,153,1,207,-0.023207576993723618
1686,06,v5,153,1,45,-0.08371744460313815
1687,06,v5,153,1,99,0.007093375710614264
1688,06,v5,153,2,153,0.031095437799137832
1689,06,v5,153,2,207,0.012295235958700242
1690,06,v5,153,2,45,-0.10550982679979966
1691,06,v5,153,2,99,-0.05520501042044794
1692,06,v5,207,0,153,-0.04761796373763118
1693,06,v5,207,0,207,-0.07165815638956806
1694,06,v5,207,0,45,-0.0928944714170677
1695,06,v5,207,0,99,-0.060110037766060866
1696,06,v5,207,1,153,-0.07048277274855622
1697,06,v5,207,1,207,-0.031055527287829704
1698,06,v5,207,1,45,-0.02010400065951278
1699,06,v5,207,1,99,-0.06701755218775543
1700,06,v5,207,2,153,-0.061376536422513034
1701,06,v5,207,2,207,-0.05092382936087291
1702,06,v5,207,2,45,-0.00871666878609479
1703,06,v5,207,2,99,-0.05997985555222815
1704,06,v5,45,0,153,-0.05982523227858552
1705,06,v5,45,0,207,-0.05245393879729533
1706,06,v5,45,0,45,0.039336732450492476
1707,06,v5,45,0,99,-0.056717419141626
1708,06,v5,45,1,153,-0.1066014042750302
1709,06,v5,45,1,207,-0.034085780425491
1710,06,v5,45,1,45,0.01953608359646119
1711,06,v5,45,1,99,-0.03581684211876674
1712,06,v5,45,2,153,-0.10796367502857697
1713,06,v5,45,2,207,-0.09865186567626093
1714,06,v5,45,2,45,-0.039382355377932554
1715,06,v5,45,2,99,-0.05301941340999608
1716,06,v5,99,0,153,-0.015547750710181621
1717,06,v5,99,0,207,-0.030001226301664186
1718,06,v5,99,0,45,-0.061464725715612116
1719,06,v5,99,0,99,-0.001747932593292846
1720,06,v5,99,1,153,-0.044953178213401834
1721,06,v5,99,1,207,-0.08620153882863081
1722,06,v5,99,1,45,-0.0521746294054659
1723,06,v5,99,1,99,-0.038701164781321636
1724,06,v5,99,2,153,-0.04898161561139696
1725,06,v5,99,2,207,0.006278530207780152
1726,06,v5,99,2,45,-0.011267875811589933
1727,06,v5,99,2,99,0.020926090830126802
1728,07,premotor,153,0,153,-0.0656066832373481
1729,07,premotor,153,0,207,-0.06523776120415645
1730,07,premotor,153,0,45,-0.0822136519643924
1731,07,premotor,153,0,99,-0.0633402505821648
1732,07,premotor,153,1,153,-0.01601621714963574
1733,07,premotor,153,1,207,-0.03333681252417309
1734,07,premotor,153,1,45,-0.0582693453054193
1735,07,premotor,153,1,99,-0.0732984792056424
1736,07,premotor,153,2,153,-0.03548859834263299
1737,07,premotor,153,2,207,-0.047103416041131635
1738,07,premotor,153,2,45,-0.03378090330883556
1739,07,premotor,153,2,99,-0.05696853411728947
1740,07,premotor,207,0,153,-0.056162700057258645
1741,07,premotor,207,0,207,-0.047971042060508715
1742,07,premotor,207,0,45,-0.033791088077561385
1743,07,premotor,207,0,99,-0.04331131932416514
1744,07,premotor,207,1,153,-0.07488559487645827
1745,07,premotor,207,1,207,-0.02687927247306393
1746,07,premotor,207,1,45,-0.04615617879131766
1747,07,premotor,207,1,99,-0.091249094470317
1748,07,premotor,207,2,153,-0.0470229637682535
1749,07,premotor,207,2,207,-0.04612356399010138
1750,07,premotor,207,2,45,-0.0151686244214514
1751,07,premotor,207,2,99,-0.06302248732857368
1752,07,premotor,45,0,153,-0.010700532475635415
1753,07,premotor,45,0,207,-0.06469048073784989
1754,07,premotor,45,0,45,-0.07534043612671618
1755,07,premotor,45,0,99,-0.026669545038642953
1756,07,premotor,45,1,153,-0.07410425437733761
1757,07,premotor,45,1,207,-0.07199929305837943
1758,07,premotor,45,1,45,-0.05114021969088921
1759,07,premotor,45,1,99,-0.03639096566944091
1760,07,premotor,45,2,153,-0.0731704413837835
1761,07,premotor,45,2,207,-0.08918581445254747
1762,07,premotor,45,2,45,-0.0829686880592155
1763,07,premotor,45,2,99,-0.06019972551983739
1764,07,premotor,99,0,153,-0.022614215242243208
1765,07,premotor,99,0,207,-0.015199607611232058
1766,07,premotor,99,0,45,0.012653116007598861
1767,07,premotor,99,0,99,-0.022273172729644977
1768,07,premotor,99,1,153,-0.01896158615042387
1769,07,premotor,99,1,207,-0.03808858335446767
1770,07,premotor,99,1,45,0.004854532783932351
1771,07,premotor,99,1,99,-0.027131803062570473
1772,07,premotor,99,2,153,-0.0029607921414248808
1773,07,premotor,99,2,207,-0.008741787509592326
1774,07,premotor,99,2,45,0.0027258509743601014
1775,07,premotor,99,2,99,-0.020746333060705387
1776,07,motor,153,0,153,-0.11181480544914604
1777,07,motor,153,0,207,-0.06301448955718675
1778,07,motor,153,0,45,-0.1169533679423555
1779,07,motor,153,0,99,-0.11635524871864616
1780,07,motor,153,1,153,-0.03363934033499347
1781,07,motor,153,1,207,-0.042611965746558754
1782,07,motor,153,1,45,-0.09228516499357375
1783,07,motor,153,1,99,-0.042519632161645074
1784,07,motor,153,2,153,-0.030908080325390098
1785,07,motor,153,2,207,-0.0078036046799346715
1786,07,motor,153,2,45,-0.03782531380063726
1787,07,motor,153,2,99,-0.0925476603527081
1788,07,motor,207,0,153,-0.03545421331236294
1789,07,motor,207,0,207,-0.06883224344886632
1790,07,motor,207,0,45,-0.02935323762613687
1791,07,motor,207,0,99,-0.06752418419895767
1792,07,motor,207,1,153,-0.03438744158872091
1793,07,motor,207,1,207,-0.029106195778081725
1794,07,motor,207,1,45,-0.017495016450025894
1795,07,motor,207,1,99,-0.0876754697470905
1796,07,motor,207,2,153,-0.09479630931228446
1797,07,motor,207,2,207,-0.11292129773570175
1798,07,motor,207,2,45,0.015431605276936197
1799,07,motor,207,2,99,-0.030961624574020092
1800,07,motor,45,0,153,0.03076800276035695
1801,07,motor,45,0,207,-0.0644047931300506
1802,07,motor,45,0,45,-0.04215033971769681
1803,07,motor,45,0,99,0.03683189594572206
1804,07,motor,45,1,153,-0.06407361055672274
1805,07,motor,45,1,207,-0.1097268760698617
1806,07,motor,45,1,45,-0.050083046614670744
1807,07,motor,45,1,99,-0.01216489772271747
1808,07,motor,45,2,153,-0.07174170044993258
1809,07,motor,45,2,207,-0.0710354710327951
1810,07,motor,45,2,45,-0.04228675434881866
1811,07,motor,45,2,99,-0.03263410486469961
1812,07,motor,99,0,153,-0.07353844553267627
1813,07,motor,99,0,207,-0.016575351011764973
1814,07,motor,99,0,45,-0.028269706160722465
1815,07,motor,99,0,99,-0.006509162646215292
1816,07,motor,99,1,153,0.04680700666813137
1817,07,motor,99,1,207,-0.009217409307564529
1818,07,motor,99,1,45,0.01446556176039326
1819,07,motor,99,1,99,0.010723517713203052
1820,07,motor,99,2,153,0.013067525454252101
1821,07,motor,99,2,207,0.0013010904915859572
1822,07,motor,99,2,45,-0.023917608332439742
1823,07,motor,99,2,99,0.01748340820179766
1824,07,v1,153,0,153,0.11135682857628199
1825,07,v1,153,0,207,-0.05426286639835895
1826,07,v1,153,0,45,-0.16018367897337657
1827,07,v1,153,0,99,-0.12471722407867916
1828,07,v1,153,1,153,0.06165248364089904
1829,07,v1,153,1,207,-0.037283416401358904
1830,07,v1,153,1,45,-0.17299537031205042
1831,07,v1,153,1,99,-0.1170196577677947
1832,07,v1,153,2,153,0.046124947866616826
1833,07,v1,153,2,207,-0.029253016614349377
1834,07,v1,153,2,45,-0.13625928109812419
1835,07,v1,153,2,99,-0.14432908472858647
1836,07,v1,207,0,153,-0.2212134796529618
1837,07,v1,207,0,207,0.016383801382599917
1838,07,v1,207,0,45,-0.17190798849332842
1839,07,v1,207,0,99,-0.2638246119748886
1840,07,v1,207,1,153,-0.10932069887477669
1841,07,v1,207,1,207,0.06126030718601319
1842,07,v1,207,1,45,-0.11116143223335614
1843,07,v1,207,1,99,-0.17567755114323894
1844,07,v1,207,2,153,-0.10715426536452516
1845,07,v1,207,2,207,0.048402383126051475
1846,07,v1,207,2,45,-0.07661868226216281
1847,07,v1,207,2,99,-0.1298944843453221
1848,07,v1,45,0,153,-0.09872544898934124
1849,07,v1,45,0,207,-0.15758707199782807
1850,07,v1,45,0,45,0.18872529512634956
1851,07,v1,45,0,99,-0.06501614767836257
1852,07,v1,45,1,153,-0.08973065454795182
1853,07,v1,45,1,207,-0.17951574615985344
1854,07,v1,45,1,45,0.11031813477481843
1855,07,v1,45,1,99,-0.05432697272830529
1856,07,v1,45,2,153,-0.03835089673662159
1857,07,v1,45,2,207,-0.06575828019955154
1858,07,v1,45,2,45,0.08527728295272534
1859,07,v1,45,2,99,-0.1510858094017729
1860,07,v1,99,0,153,-0.10341824241126629
1861,07,v1,99,0,207,-0.1370512596249864
1862,07,v1,99,0,45,-0.19268876928909734
1863,07,v1,99,0,99,0.1990694091374801
1864,07,v1,99,1,153,-0.10004010701997303
1865,07,v1,99,1,207,-0.14946799406953715
1866,07,v1,99,1,45,-0.2059254349471728
1867,07,v1,99,1,99,0.11844200740653295
1868,07,v1,99,2,153,-0.03357908179601594
1869,07,v1,99,2,207,0.010396205206760128
1870,07,v1,99,2,45,-0.14354743441680684
1871,07,v1,99,2,99,0.07648441050780146
1872,07,sup_parietal,153,0,153,-0.02121029382327643
1873,07,sup_parietal,153,0,207,-0.026648598443726176
1874,07,sup_parietal,153,0,45,-0.08145184132869286
1875,07,sup_parietal,153,0,99,-0.03776881718239579
1876,07,sup_parietal,153,1,153,-0.0795240636159498
1877,07,sup_parietal,153,1,207,-0.011025942806039591
1878,07,sup_parietal,153,1,45,-0.045851786427655035
1879,07,sup_parietal,153,1,99,-0.04467693907869215
1880,07,sup_parietal,153,2,153,-0.0024055245418787945
1881,07,sup_parietal,153,2,207,-0.02643068075299891
1882,07,sup_parietal,153,2,45,-0.004877020891375532
1883,07,sup_parietal,153,2,99,-0.0014081483842201398
1884,07,sup_parietal,207,0,153,-0.07164239796892544
1885,07,sup_parietal,207,0,207,-0.02519597692013551
1886,07,sup_parietal,207,0,45,0.019732883153311384
1887,07,sup_parietal,207,0,99,-0.09335062420151616
1888,07,sup_parietal,207,1,153,-0.06454915048319165
1889,07,sup_parietal,207,1,207,-0.004302262821653351
1890,07,sup_parietal,207,1,45,0.023612974088960126
1891,07,sup_parietal,207,1,99,-0.0664187636687853
1892,07,sup_parietal,207,2,153,-0.10666765424967281
1893,07,sup_parietal,207,2,207,-0.10031507012271461
1894,07,sup_parietal,207,2,45,-0.07584933173015396
1895,07,sup_parietal,207,2,99,-0.07984086047386267
1896,07,sup_parietal,45,0,153,-0.10117231430440764
1897,07,sup_parietal,45,0,207,-0.13661850243034984
1898,07,sup_parietal,45,0,45,-0.031449669028965364
1899,07,sup_parietal,45,0,99,-0.0909594158862535
1900,07,sup_parietal,45,1,153,-0.0697226849091177
1901,07,sup_parietal,45,1,207,-0.1806281522021809
1902,07,sup_parietal,45,1,45,-0.127785603145631
1903,07,sup_parietal,45,1,99,-0.08336836137200107
1904,07,sup_parietal,45,2,153,-0.08577089375570646
1905,07,sup_parietal,45,2,207,-0.11620145714408087
1906,07,sup_parietal,45,2,45,-0.06996510614677887
1907,07,sup_parietal,45,2,99,-0.14898666750556
1908,07,sup_parietal,99,0,153,-0.0191975149388151
1909,07,sup_parietal,99,0,207,0.008159515894377408
1910,07,sup_parietal,99,0,45,0.0022215815015036097
1911,07,sup_parietal,99,0,99,0.02945754258684761
1912,07,sup_parietal,99,1,153,0.03679680297904035
1913,07,sup_parietal,99,1,207,-0.02776830135489579
1914,07,sup_parietal,99,1,45,-0.01929306484043949
1915,07,sup_parietal,99,1,99,0.018389706236378082
1916,07,sup_parietal,99,2,153,0.02273852976640324
1917,07,sup_parietal,99,2,207,0.0687617048567735
1918,07,sup_parietal,99,2,45,-0.006872377160802943
1919,07,sup_parietal,99,2,99,0.0466825202618626
1920,07,inf_parietal,153,0,153,-0.06266368329987426
1921,07,inf_parietal,153,0,207,-0.06455220146625877
1922,07,inf_parietal,153,0,45,-0.09544762059328162
1923,07,inf_parietal,153,0,99,-0.06718860044773192
1924,07,inf_parietal,153,1,153,-0.03601343623799643
1925,07,inf_parietal,153,1,207,-0.050337957026627106
1926,07,inf_parietal,153,1,45,-0.030976423291622923
1927,07,inf_parietal,153,1,99,-0.03311556263254377
1928,07,inf_parietal,153,2,153,-0.042410925975317
1929,07,inf_parietal,153,2,207,-0.04542302171272068
1930,07,inf_parietal,153,2,45,-0.06817185832351966
1931,07,inf_parietal,153,2,99,-0.06356730341289318
1932,07,inf_parietal,207,0,153,-0.07289511223003606
1933,07,inf_parietal,207,0,207,-0.04531903400851839
1934,07,inf_parietal,207,0,45,-0.0477026505905853
1935,07,inf_parietal,207,0,99,-0.045457311613687615
1936,07,inf_parietal,207,1,153,-0.0525388065966624
1937,07,inf_parietal,207,1,207,-0.04255026654626049
1938,07,inf_parietal,207,1,45,-0.022782637959282336
1939,07,inf_parietal,207,1,99,-0.06146231980156294
1940,07,inf_parietal,207,2,153,-0.05531928329755492
