,runs,block_type,ROIs,45_45,45_99,45_153,45_207,99_45,99_99,99_153,99_207,153_45,153_99,153_153,153_207,207_45,207_99,207_153,207_207,participant_id
32,6,Rotate,v1,0.1988591253870788,-0.44763117546851205,-0.3024815793556949,-0.1537772160123616,-0.12454405101376327,0.12243365379811776,-0.27353119723340164,-0.1848715146285297,-0.3152277643014535,-0.21415427183309493,0.21339826072432708,-0.11488474443488945,-0.3992185527309493,-0.4775613148764053,-0.3696262352595954,0.4085142547799224,01
33,6,Rotate,sup_parietal,-0.0839756117042208,-0.2382632477783699,-0.2345272843447861,-0.2817029198895564,-0.0236562290199848,0.24446896069474824,-0.3235151007138209,-0.4532084607323597,-0.22061871357616766,-0.2574188097729272,0.29408558376785565,0.07628731826937662,-0.44332204542425546,-0.6765471359410042,-0.5613661256193465,0.4972511219402035,01
34,6,Rotate,inf_parietal,0.2741910733157041,-0.4103998366120348,-0.29985040469939445,-0.199053288387646,-0.2678870276231502,0.3002192337336106,-0.2896537043449158,-0.2532155213087892,-0.2216832307180301,-0.2921656554627001,0.27430537924607423,-0.21410234620109264,-0.3516694760718925,-0.4209631600340256,-0.4120853685880755,0.38447961724614105,01
35,6,Rotate,somatosensory,0.09133830761613126,-0.4467053589965226,-0.3430241231278841,-0.08798128583428219,-0.07404007577633373,0.20559135251940536,-0.3734919666623747,-0.22482122256781015,-0.3712762835360105,-0.31608614893532017,0.14174686917665685,-0.01926391747560239,-0.31172369681903145,-0.4034500812483385,-0.3699771046819583,0.22700008255822324,01
36,7,Straight,premotor,-0.03126895077807912,-0.2981918209386771,-0.20445038580585864,0.20187186255487116,-0.0955901079632913,0.09746161700898122,-0.2375803423547632,-0.32354049682192604,-0.06342073072421632,-0.25914388422873763,0.28781737649385897,-0.38000490549408905,-0.07970911580753151,-0.3083867080730911,-0.33335036244314,0.12084123044759862,01
37,7,Straight,motor,-0.1146799529009704,-0.2898624360796397,-0.15169062745480622,0.2188583150559224,-0.07365674166326243,0.2360319541896781,-0.3401470407011369,-0.3657264202852672,0.04400070877545688,-0.29315854889503873,0.2539165987614197,-0.25690334628075595,-0.0706658937630475,-0.33624358165892715,-0.3409086254832948,0.09758879696081216,01
38,7,Straight,v1,-0.2314512525400915,-0.38152186946324,-0.13503890963249815,0.4297092601382423,0.027336436067615728,0.21395694212937785,-0.2693923629093743,-0.3888986375083541,-0.05497358743451762,-0.012079443094023291,0.4322722045019145,-0.478953737018301,-0.03497606394991413,-0.3913187273021519,-0.2017837826062146,0.17976296434483252,01
39,7,Straight,sup_parietal,-0.29739214374263445,-0.3518547984970296,-0.1692868092444611,0.4646510030909862,0.005669415124045729,0.09608220385609084,-0.30144108110005685,-0.39728141356426333,0.1560052943605359,-0.13203487228572006,0.2676413100845234,-0.4067682404907822,-0.1294396733071596,-0.4425615466591821,-0.13659702628271558,-0.03386281445551721,01
40,7,Straight,inf_parietal,-0.0510924284608503,-0.1808491927081969,-0.08107980987137445,0.26709571032481405,-0.2454378620804964,-0.15324820373923098,-0.20601620016835515,-0.24741727355761226,-0.20555657693055854,-0.3443205767526201,0.16501928929232562,-0.27953350457987725,-0.07973610992658586,-0.3439073408223611,-0.3049672320740318,-0.009548732031209277,01
41,7,Straight,somatosensory,-0.14805064489271688,-0.41274717304458464,-0.15254441477985098,0.3034299441207418,-0.07472438952941964,0.1266463792690642,-0.3402436688228644,-0.3421058176964811,0.011631712826615482,-0.1725213861292183,0.2583655775219397,-0.3144747756966396,-0.08581642766691319,-0.4051781712451347,-0.3622645098229017,0.10608686426142484,01
42,8,Rotate,premotor,0.4124968247846701,-0.4185484924165091,-0.02052395462620618,-0.318209184444347,-0.22510728965623347,0.03095758672871437,-0.24403317597446056,0.12527566615872293,-0.044735047596888164,-0.017401766259081183,0.26882103111707045,-0.3908583155449504,-0.4574704404240436,0.1697339671608789,-0.2899219546839861,0.2265691972009196,01
43,8,Rotate,motor,0.4075275611325147,-0.5146084377661877,0.07547925223435979,-0.3624963271255063,-0.2308567471855476,0.09150744342952474,-0.36878073156449065,0.2719608586647678,-0.08692182095028123,-0.06532828698355342,0.3487661245372386,-0.4376871489139925,-0.42482890873240975,0.2894316316491148,-0.3886538682347239,0.18973712686685149,01
44,8,Rotate,v1,0.26829094682764554,-0.4390140988825837,0.16518985704829314,-0.3022868461341732,-0.29731613457515554,0.15337990404182347,-0.1839256354334128,0.18172903121166706,-0.11754198073890285,0.12120693512700915,0.10856624537233643,-0.3726250345877175,-0.3180626436935865,0.1074772953506642,-0.3809392445820544,0.2178159092729952,01
45,8,Rotate,sup_parietal,0.3806515369220461,-0.4126638223130853,0.3838137724118608,-0.5275970429249673,-0.19014817150445715,-0.013379783750311298,-0.10657931490602697,0.27712728973934564,0.025359217028964445,-0.028898707105926968,0.31636270829422536,-0.5294409135556201,-0.3418876012737854,0.29508798129594305,-0.6210777092859968,0.4112419168658191,01
46,8,Rotate,inf_parietal,0.4404265159209665,-0.420521215707044,0.05241856984235894,-0.41270163380888136,-0.1617289054048933,-0.0649610823054972,-0.34262659271703544,0.16349459406142786,0.004902067314055722,0.07591190665760139,0.3710987594219482,-0.537861134586918,-0.44998315615220463,0.14274180111512064,-0.44206055909646536,0.2374459300832409,01
47,8,Rotate,somatosensory,0.4031638080589045,-0.4786459720783029,0.07220287034464186,-0.3948402886892541,-0.2720086913724469,0.031188003385062488,-0.3069057909898135,0.23742347907444114,-0.019650856301193797,0.03235447126466405,0.23942627796167645,-0.4953397661804141,-0.40920796537343945,0.12143541259295546,-0.3782159286923166,0.25158941010616176,01
48,9,Straight,premotor,0.5186061376693644,-0.3470590790893945,-0.606617258483472,0.09272364297599996,-0.2481157316415742,0.5116364323920416,0.09721780572086916,-0.1893382853451605,-0.2781182739894438,-0.050956995765721866,-0.06297698858152947,-0.1592458221160062,-0.2324694613321486,-0.20440045038817267,0.0729061348341444,-0.018973463170884008,01
49,9,Straight,motor,0.5422977382340979,-0.30165993711465344,-0.6631365898537835,0.0322950835171646,-0.3223652207083018,0.5737483628179081,0.14758829036120996,-0.16730737402697565,-0.2150638335817699,-0.23116448809483514,-0.15168533758185893,-0.029200494441152126,-0.2604577444098806,-0.31091854634390004,0.10528829652672496,0.11431495656459775,01
50,9,Straight,v1,0.4906309679807294,-0.34710260648055835,-0.5810965064468149,0.02932438458322088,-0.4110548214444781,0.6465652845216033,-0.002401904517888704,0.054440045348380116,-0.19227318429910684,-0.19434044545966128,-0.01885699991675124,-0.07880865285483164,0.08512638294590236,-0.28224711997607266,0.02494558294032868,-0.1561441104737779,01
51,9,Straight,sup_parietal,0.5325466897839666,-0.4137464436721083,-0.6686591193677118,0.1471123328385659,-0.3857411952903997,0.5549695982143203,0.16047880846140145,-0.018616233591705462,-0.17603503594704645,-0.08294099669803337,0.06619853100385306,-0.1844594279149327,-0.03775077805224007,-0.2402220470014471,-0.08197349433837292,-0.06293679079352353,01
52,9,Straight,inf_parietal,0.4257755229012732,-0.4201759602604978,-0.5421837017478923,0.19310391301496066,-0.3494502615960892,0.5073724015831861,0.19152389915864246,-0.27455542282714795,-0.27562252032041495,0.06549059416735646,-0.15335818537375812,-0.1892009882673973,-0.13428653936282073,-0.2086713573780978,-0.07026864708220497,0.009563868413619487,01
53,9,Straight,somatosensory,0.4629078994561321,-0.3879103994504384,-0.6429284292663704,0.1378464181377801,-0.3758990545427947,0.5848241380287171,0.2479428793215841,-0.19578993972270373,-0.23611535598176295,-0.12196441215501293,-0.16850075475005294,0.025061513578175508,-0.19465070939865486,-0.1962329953650601,0.023061225452737248,-0.08275448121334547,01
54,10,Rotate,premotor,0.6108828437249129,-0.1883873685980372,-0.458606376089886,-0.408449180593104,-0.2692946954931912,0.2798558235920614,-0.1929790607553056,0.006816220314655362,-0.2667803681536268,-0.2456460376619619,0.4576031430431327,0.001455237212458365,-0.2887173500132779,-0.2855153255948157,-0.09168729436777863,0.13701218885248082,01
55,10,Rotate,motor,0.5634654782835578,-0.15231526097353953,-0.4578487307522138,-0.4832944817571271,-0.2694282833594671,0.2898260169336696,-0.1877824677785711,-0.018874706171012126,-0.2763052638388388,-0.30531856790368994,0.4878847191202956,0.06265093578042423,-0.2692461498003857,-0.2922597278090354,-0.08925513952736598,0.12351615953031556,01
56,10,Rotate,v1,0.5901492234884806,-0.24741054941267754,-0.2973318904672344,-0.4615855670147545,-0.1400538235915657,0.39920412529275584,-0.3011616443453121,-0.1596546800982622,-0.3240197684175876,-0.3398860891808672,0.4109051087861435,0.023008521191804437,-0.4226082639185468,-0.2509828122745083,0.008393915376355192,0.3274368321947781,01
57,10,Rotate,sup_parietal,0.5373630742382238,-0.22634228990648134,-0.3024777657114121,-0.30345215843413964,-0.19384150340459594,0.3753937053199985,-0.3204056473748378,-0.1761991297656878,-0.2554378920266341,-0.13227024005166288,0.4575626556130113,-0.09738538405342544,-0.392753057575932,-0.3629549538582975,-0.06951492321522061,0.34088393009411144,01
58,10,Rotate,inf_parietal,0.5516757714036179,-0.19326875176585734,-0.4066102651098901,-0.22631713692180985,-0.3261836026300549,0.3445039873044836,-0.009562220730588688,-0.06034577973522071,-0.3458944612776956,-0.13502729372652902,0.4606257644158136,-0.05829961815450005,-0.3174016577637111,-0.3861454854285275,-0.08931246950611726,0.271775063330273,01
59,10,Rotate,somatosensory,0.4793909161363208,-0.1893591149371801,-0.5145580789661428,-0.3914846000658828,-0.2457940287292413,0.21307627863445805,-0.13925735684045792,-0.06429118991118554,-0.23506111641522784,-0.15358870204735753,0.508836836685304,0.08298114513860631,-0.33570290560110205,-0.3334491188185229,-0.2414430937650984,0.10894717699931536,01
0,1,Straight,premotor,0.14977523844754,-0.17804214947867486,-0.1384537316445697,-0.060082136581920326,-0.15457574623365866,0.06830386413054618,0.07492383534194963,-0.3757481470663139,-0.1916868405857945,-0.22128528148404547,0.1952480424525612,-0.21126453514254426,-0.2174390760869999,-0.04052635477491829,-0.34660330767931546,0.32856442187597784,02
1,1,Straight,motor,0.07116840666392113,-0.2061764285607535,-0.08866583089130789,-0.13225620584244094,-0.1777601185173776,0.1501514437857799,-0.008504209027455597,-0.333728343635456,-0.09729954879091653,-0.3351094637579197,0.3522758890302836,-0.3482966345402056,-0.16270337139500435,0.07282468571984432,-0.4055230403502823,0.2692447303608377,02
2,1,Straight,v1,0.2250367139221186,-0.29716766666216937,-0.010512163562451372,-0.2498970569483772,-0.19060309956352933,0.26409899603904785,-0.15939921132843732,-0.22534702984440105,-0.12033700183830752,-0.2524914645316469,0.17462403570062818,-0.21346391604954754,-0.2716854365071573,-0.07041105128455767,-0.3243301850312785,0.26868357253002345,02
3,1,Straight,sup_parietal,0.23076703287123396,-0.2832121109941087,0.08825329656286614,-0.1587615773890406,-0.3665295335256806,0.2332883954666377,-0.17395036246151874,-0.2529494141863816,-0.12370721514891025,-0.3121708324824433,0.3661599224054664,-0.2348326827154292,-0.155304778151679,0.11674793285793092,-0.4804490174529428,0.10633392155305477,02
4,1,Straight,inf_parietal,0.1979431598025654,-0.22723024855886606,-0.03419674837662155,-0.07751504374108698,-0.09431393652215024,-0.006623826877898797,0.04207258763161297,-0.4805367296706724,-0.17365012522626594,-0.23976128108536585,0.1657532041959116,-0.3061962495753868,-0.2738823557631099,0.05068016883492943,-0.409037218896698,0.2697346925893187,02
5,1,Straight,somatosensory,0.09581177328061527,-0.2673220729431381,0.0168540766477473,0.012138297366208098,-0.1397706420175904,0.08026170119615901,-0.012039869854829598,-0.2809761594784891,-0.1038477690181276,-0.3423509352962089,0.4003007751061295,-0.4215164567570605,-0.2716414442779878,0.2230697879180114,-0.5298776417363751,0.3497470545272151,02
6,2,Rotate,premotor,0.460788091564661,-0.06064935021907381,-0.3623698172215368,-0.23848542708335002,-0.27037351257471115,0.15821984412455645,-0.04968883206591365,-0.14293397250740095,-0.22263840064935395,-0.2162221159871709,0.10380448241480664,-0.03726893774995281,-0.17548265224259496,-0.2892500811235992,-0.02245856085609326,0.2817661061465906,02
7,2,Rotate,motor,0.4715163012000554,-0.1085304497079604,-0.4713694742082094,-0.2353959813134641,-0.3486948099267537,0.13631514030913128,0.03991960238630633,-0.09387121626689823,-0.12777540578136853,-0.2366496717530906,0.11292435044661242,-0.0686456985640148,-0.1133132613779272,-0.2847704480543679,-0.06940075513507785,0.3385851671559974,02
8,2,Rotate,v1,0.5068588094164475,-0.0942046024936124,-0.4670703071075037,-0.3342185223900528,-0.2646348910860381,0.13786401459998798,-0.03602257998902255,-0.17205283714482994,-0.2174875684959084,-0.202071784361379,0.1864534914186882,0.06902772843904602,-0.1685124391507324,-0.3198745959318298,-0.019671386150829605,0.2652617769593435,02
9,2,Rotate,sup_parietal,0.4062832512623837,-0.03957377042363158,-0.33544418897585065,-0.3832086801978581,-0.32210866684596706,-0.0052329929303735825,0.14758438104159974,-0.03456415043808367,0.0017344747481805075,-0.1567482661524398,-0.07788684142714902,0.04394636184727667,-0.06519844672064043,-0.1893926375528772,-0.2196758233544966,0.2669527915442744,02
10,2,Rotate,inf_parietal,0.4716527205685106,-0.01485532077753376,-0.4318081664758142,-0.3356406558479095,-0.3660067226771361,-0.02065925198162253,-0.002817474177814461,0.017303485864477133,-0.24563432706272495,-0.1120460531586474,-0.011411175569896057,0.11490406829104895,-0.18479750141573853,-0.2504495869557717,0.13418491506891533,0.2045477461382919,02
11,2,Rotate,somatosensory,0.3701853464407858,-0.05820787843660795,-0.4147353429264991,-0.12028500972173756,-0.37808407320241133,0.09359391214306947,0.02075678700940233,-0.06246158218506893,-0.03490827925006778,-0.1353093562117884,0.11038593605125492,-0.13664628065452716,-0.1610923466897202,-0.3618617269128538,-0.1520474443844629,0.3841827392078024,02
12,3,Straight,premotor,-0.01363076005709245,-0.38190103742004705,-0.2838113613570949,-0.445629343543838,-0.19578526439177632,0.1958009134251049,-0.4493144879393153,-0.2819807037823811,-0.3049780362389271,-0.414126403433518,0.1004249886796402,-0.22314201245958026,-0.2089853584574432,-0.2857036311422127,-0.214253830969188,0.12423677144895964,02
13,3,Straight,motor,-0.126099321356464,-0.4464057022257146,-0.3450796009936175,-0.4924871561416173,-0.2810786852102927,0.2121820848333016,-0.533790110656271,-0.30501968995411344,-0.35584977142386953,-0.4911022729956155,0.08082134002632503,-0.3438511150207363,-0.23305369744273285,-0.3544963579535885,-0.3024039092291449,0.02293856285404748,02
14,3,Straight,v1,0.13942964299236302,-0.4548936029350725,-0.1920331698629018,-0.4825425627542362,-0.2088973693449648,0.0727299807702704,-0.2609414558997082,-0.3864405086197317,-0.44384321844084096,-0.5354594871266918,0.1939246918475669,-0.2828383674434155,-0.261471041068513,-0.20047862876095876,-0.22076865895115053,0.21518455642328987,02
15,3,Straight,sup_parietal,-0.2101507783112535,-0.4046152323275505,-0.47987365440930796,-0.6221864127664152,-0.296634147169818,0.11291552071382685,-0.3834747467103787,-0.4720771484680668,-0.4618384853427717,-0.5449974496530523,-0.19542855686755156,-0.3706326184061088,-0.2820080193777681,-0.4671942329667442,-0.4806522585824404,-0.13980521370011387,02
16,3,Straight,inf_parietal,-0.2560206786140867,-0.4667960345450972,-0.30579323380785606,-0.5248372203869766,-0.3209146757006487,0.15533426173484766,-0.4350640522714601,-0.2915653328956283,-0.2871374527030673,-0.5793130672827065,0.10095919407319924,-0.31811477827536444,-0.18203556756332168,-0.2939409069699639,-0.19371030271857664,0.34539407874974565,02
17,3,Straight,somatosensory,-0.1367143331881009,-0.3017800070071188,-0.4057501457576281,-0.5246658323285714,-0.1982136488291908,0.10938732473294772,-0.4529419421878241,-0.23827871336560094,-0.33493590097307424,-0.5220972208656646,-0.013076046552045546,-0.2056771549070197,-0.2482359768765953,-0.3889998876181868,-0.24961783476941496,0.045789101554354304,02
18,4,Rotate,premotor,0.496415912378607,-0.2023028601967374,-0.2611473901919109,-0.34889661711011755,-0.20697785229370125,-0.06338234473517959,-0.40029907547948695,-0.15434184147846444,-0.4750155057250347,-0.10260263146766484,0.40706621179422187,-0.15748699335195274,-0.2170714045588808,-0.3302931167550726,-0.2871786458145729,0.26795743302289354,02
19,4,Rotate,motor,0.4917181872483349,-0.1961121243281185,-0.27200822623286913,-0.500247686202251,-0.2312619722636981,0.04743791389297042,-0.41848299400109534,-0.28672351067612145,-0.3587866516023205,-0.1433193368852666,0.4192342427733239,0.051867300153337216,-0.2273178674421512,-0.31171485528634085,-0.2706561676820484,0.3297529691496781,02
