,participant_id,masks,l1,l2,l3,l4
59,11,v5,-0.122610306348326,0.0897992460669364,0.018001682372671864,0.1392679673658851
60,12,premotor,-0.09133855511262948,-0.018664790521910342,-0.06832714028377851,0.06442567521509887
61,12,motor,0.08920742311361303,0.14599814460078114,0.1531852247375991,0.1147743925008318
62,12,v1,0.032554469839387916,0.05287793599883965,-0.05466816974888065,-0.06851818338044091
63,12,sup_parietal,-0.219769127405145,0.038669225026882595,0.013523935185894904,0.11517041858553814
64,12,inf_parietal,-0.09078275700479377,0.12723487418175866,0.032461123511272956,-0.09423318098375827
65,12,v5,-0.060820741144074986,0.026443861268816437,0.08912506425669317,-0.2712606220950028
66,13,premotor,0.044240000846043834,0.052203856587747295,0.059419584864434494,-0.005653702570023719
67,13,motor,-0.12964491839299164,-0.08533293344623871,-0.1663286857690232,0.055521058768600695
68,13,v1,-0.20370112614682326,0.013509527546333017,-0.08258113847716557,-0.05130447626171221
69,13,sup_parietal,-0.027057334929639704,-0.15199737413231057,-0.06663846157923187,-0.01591774548856098
70,13,inf_parietal,0.008941242568010231,0.05019691846287495,0.014969333857183244,0.0356559179857045
71,13,v5,0.06843922037689534,-0.030420839055508835,-0.02002130131453269,-0.002193449018869628
72,14,premotor,0.06441041547363013,0.1127264281838787,-0.13865404113746346,-0.044262448318305905
73,14,motor,-0.07258700256443912,0.10685172364034598,0.17685415383292474,0.015365973100309183
74,14,v1,-0.06452937347298268,-0.33001182823165165,0.037134840286753956,-0.092736704224988
75,14,sup_parietal,-0.2781802439558161,0.08460153266271639,-0.03514697944405869,0.08373316705380199
76,14,inf_parietal,-0.15202609412423718,-0.11208064215265462,-0.07095243780778815,-0.12237713963216605
77,14,v5,-0.13831450053742034,-0.010741435422917018,0.006107426143414682,-0.18965842633077626
78,15,premotor,0.030539380006009077,-0.012809950868592414,-0.0897142960736255,0.07000312503201588
79,15,motor,-0.13468125973418432,0.08823220461283317,0.10028081567129166,0.046929439835778484
80,15,v1,-0.009628440600680827,-0.08998337967294132,0.19311467304332217,-0.10554215335665397
81,15,sup_parietal,0.03953282222134698,-0.06118480209227689,-0.03957109453525165,0.03279749627483611
82,15,inf_parietal,-0.015237882743113218,0.013990136529585594,0.08513829699158926,-0.04483540505467931
83,15,v5,-0.006541579604525484,0.07076065281309385,-0.04876949883508894,-0.14105288858492582
84,16,premotor,-0.15211211625443574,0.06796462057291836,0.06328084810911783,-0.014307446018588646
85,16,motor,0.04000026282440492,0.09390024472102274,0.06364903689893897,0.10737191946922367
86,16,v1,0.22710653797645033,-0.17660466153268603,-0.027476773429716737,0.040912753663750134
87,16,sup_parietal,0.05122823653329726,0.001858508742173623,0.13283916593747025,-0.12537309521989906
88,16,inf_parietal,-0.021808964897358382,-0.10488550938095406,0.13380936483777167,0.14779305425824507
89,16,v5,-0.07183292312910215,-0.14261310234154942,0.016508345992433573,-0.07181960928296911
90,17,premotor,-0.14689402915779942,0.003430670611752642,0.05988390379197607,0.10369226578987842
91,17,motor,-0.02160101675639936,0.15162832644142565,-0.06525596338211678,0.03126867416227119
92,17,v1,-0.08642554512596887,0.025160382372289736,-0.08359371845753034,0.0540937086319689
93,17,sup_parietal,0.04705725367498703,0.06699601466459863,-0.08066990586705088,0.24154689786662975
94,17,inf_parietal,-0.16422725835555385,0.12325483346964117,-0.11218555900393236,0.04110207111715572
95,17,v5,0.023706829348201307,0.18153240334752005,-0.07518405516694104,0.05384075781712076
96,18,premotor,0.14034505183032134,0.04596200999367587,-0.0677639505686286,0.057535134102802296
97,18,motor,-0.41164806897681055,-0.15649926854050164,0.21618592366035932,-0.24927398976453732
98,18,v1,0.030739553247739818,0.044996533431871565,-0.1207481552059605,0.07762904907236759
99,18,sup_parietal,0.04723677588516339,-0.18376388277841524,-0.008104901260701985,0.12424818327693828
100,18,inf_parietal,-0.048277853172212254,0.029691340105283695,-0.03846636091326586,-0.07236331294229659
101,18,v5,0.07101474622081112,-0.13266754004725448,-0.003935495884392636,0.025358536368401574
102,19,premotor,0.09848991375152219,0.029394509724061414,-0.14829159869730715,0.03626659908242555
103,19,motor,0.0027480819207685164,-0.037187944821089676,0.05086363339680004,0.048204015886045885
104,19,v1,0.11075495117939103,0.025364586767617166,0.08905474548573195,0.07727109746624379
105,19,sup_parietal,0.07443912110634042,0.03802749479142939,0.007144070129088943,0.05589862022000114
106,19,inf_parietal,-0.08514502354842503,0.004576978442127542,0.0047171700346822915,0.05381106023459045
107,19,v5,-0.10610615152716957,0.07495774110702785,-0.003626605415195803,0.11450181625939376
