,Participants,Masks,Target Location Straight,Trial Stage,Target Location Rotate,Correlation
1022,04,sup_parietal,207,0,45,-0.11239899809588744
1023,04,sup_parietal,207,0,99,-0.15752407368596538
1024,04,sup_parietal,207,1,153,-0.08633702224171175
1025,04,sup_parietal,207,1,207,-0.026908533634392655
1026,04,sup_parietal,207,1,45,-0.1620038923467722
1027,04,sup_parietal,207,1,99,-0.1266796587210997
1028,04,sup_parietal,207,2,153,-0.07085845835685535
1029,04,sup_parietal,207,2,207,-0.0829679206028849
1030,04,sup_parietal,207,2,45,-0.06619569658087772
1031,04,sup_parietal,207,2,99,-0.0806696212250766
1032,04,sup_parietal,45,0,153,0.0118916954976801
1033,04,sup_parietal,45,0,207,-0.05505333462829619
1034,04,sup_parietal,45,0,45,-0.0009113028069178859
1035,04,sup_parietal,45,0,99,-0.02090028228612941
1036,04,sup_parietal,45,1,153,-0.07629566370323716
1037,04,sup_parietal,45,1,207,-0.05262417574535787
1038,04,sup_parietal,45,1,45,-0.0056621975980315105
1039,04,sup_parietal,45,1,99,-0.020209647319442442
1040,04,sup_parietal,45,2,153,-0.029393133529478775
1041,04,sup_parietal,45,2,207,-0.06225774037729439
1042,04,sup_parietal,45,2,45,0.028983703179491043
1043,04,sup_parietal,45,2,99,-0.0015522391139940715
1044,04,sup_parietal,99,0,153,-0.06617879515701254
1045,04,sup_parietal,99,0,207,-0.05147886981476032
1046,04,sup_parietal,99,0,45,-0.012975450752321326
1047,04,sup_parietal,99,0,99,-0.013313633715579948
1048,04,sup_parietal,99,1,153,-0.042138679470180074
1049,04,sup_parietal,99,1,207,-0.07597803119048173
1050,04,sup_parietal,99,1,45,-0.00741383894058481
1051,04,sup_parietal,99,1,99,0.007887728791888487
1052,04,sup_parietal,99,2,153,-0.07919079651344801
1053,04,sup_parietal,99,2,207,-0.09855001013225592
1054,04,sup_parietal,99,2,45,-0.031130673975041653
1055,04,sup_parietal,99,2,99,-0.03167041766231358
1056,04,inf_parietal,153,0,153,-0.17736010237717076
1057,04,inf_parietal,153,0,207,-0.021587053237368363
1058,04,inf_parietal,153,0,45,-0.11289252005741518
1059,04,inf_parietal,153,0,99,-0.163313064160107
1060,04,inf_parietal,153,1,153,-0.03741676165190598
1061,04,inf_parietal,153,1,207,-0.07645179767034174
1062,04,inf_parietal,153,1,45,-0.12169537194254157
1063,04,inf_parietal,153,1,99,-0.11236578910357575
1064,04,inf_parietal,153,2,153,-0.042919417953988875
1065,04,inf_parietal,153,2,207,-0.0477796433992208
1066,04,inf_parietal,153,2,45,-0.11476347558856001
1067,04,inf_parietal,153,2,99,-0.08623763657493529
1068,04,inf_parietal,207,0,153,-0.11459911375377696
1069,04,inf_parietal,207,0,207,-0.16758751396288124
1070,04,inf_parietal,207,0,45,-0.12974203017017708
1071,04,inf_parietal,207,0,99,-0.12300880204266416
1072,04,inf_parietal,207,1,153,-0.09336731238875495
1073,04,inf_parietal,207,1,207,-0.07359946128763845
1074,04,inf_parietal,207,1,45,-0.015392865813671493
1075,04,inf_parietal,207,1,99,-0.08136518367128627
1076,04,inf_parietal,207,2,153,-0.0008691309333332085
1077,04,inf_parietal,207,2,207,-0.012736351076306864
1078,04,inf_parietal,207,2,45,-0.05723065391612406
1079,04,inf_parietal,207,2,99,-0.06587649210469462
1080,04,inf_parietal,45,0,153,0.021178496367465403
1081,04,inf_parietal,45,0,207,-0.023109995610868676
1082,04,inf_parietal,45,0,45,0.03329916380778599
1083,04,inf_parietal,45,0,99,0.030978564236016734
1084,04,inf_parietal,45,1,153,-0.03252587186440241
1085,04,inf_parietal,45,1,207,-0.037679231931089546
1086,04,inf_parietal,45,1,45,-0.07882159735725151
1087,04,inf_parietal,45,1,99,-0.05038562626465774
1088,04,inf_parietal,45,2,153,-0.040632281586667
1089,04,inf_parietal,45,2,207,-0.07969966885570644
1090,04,inf_parietal,45,2,45,-0.033660018682694415
1091,04,inf_parietal,45,2,99,-0.04276148269807475
1092,04,inf_parietal,99,0,153,0.026941752750579327
1093,04,inf_parietal,99,0,207,-0.0394745538841763
1094,04,inf_parietal,99,0,45,-0.08135201430001446
1095,04,inf_parietal,99,0,99,-0.02694240653738826
1096,04,inf_parietal,99,1,153,-0.05790440019999325
1097,04,inf_parietal,99,1,207,-0.01612253145592186
1098,04,inf_parietal,99,1,45,-0.04899720050212014
1099,04,inf_parietal,99,1,99,0.019779768291962048
1100,04,inf_parietal,99,2,153,-0.08475033767763365
1101,04,inf_parietal,99,2,207,-0.08899314613728818
1102,04,inf_parietal,99,2,45,-0.03415629018318575
1103,04,inf_parietal,99,2,99,-0.0027402147803702905
1104,04,v5,153,0,153,-0.007014777747911717
1105,04,v5,153,0,207,-0.0843466419788568
1106,04,v5,153,0,45,-0.1128374534270257
1107,04,v5,153,0,99,-0.05231399604526799
1108,04,v5,153,1,153,0.007178214081173244
1109,04,v5,153,1,207,-0.021166093766396298
1110,04,v5,153,1,45,-0.037859081872365447
1111,04,v5,153,1,99,0.01817384035005297
1112,04,v5,153,2,153,-0.012106535334526623
1113,04,v5,153,2,207,-0.030436986017967065
1114,04,v5,153,2,45,-0.053459587967230826
1115,04,v5,153,2,99,-0.05523725463584389
1116,04,v5,207,0,153,-0.036714656984474764
1117,04,v5,207,0,207,-0.011387642251799949
1118,04,v5,207,0,45,-0.06446371965226122
1119,04,v5,207,0,99,-0.190007917406396
1120,04,v5,207,1,153,-0.14822881566034865
1121,04,v5,207,1,207,-0.0058377402057426045
1122,04,v5,207,1,45,-0.0542036429450852
1123,04,v5,207,1,99,-0.11858453750171744
1124,04,v5,207,2,153,-0.03596320606558126
1125,04,v5,207,2,207,0.013510876572890108
1126,04,v5,207,2,45,-0.066985640789237
1127,04,v5,207,2,99,-0.06817975631456884
1128,04,v5,45,0,153,-0.1971592401137061
1129,04,v5,45,0,207,-0.13213885615015994
1130,04,v5,45,0,45,-0.006131112905260821
1131,04,v5,45,0,99,-0.10739126814724506
1132,04,v5,45,1,153,-0.1721635260893092
1133,04,v5,45,1,207,-0.21301681733813554
1134,04,v5,45,1,45,-0.14466368588832246
1135,04,v5,45,1,99,-0.1047919491551046
1136,04,v5,45,2,153,-0.14941571501690773
1137,04,v5,45,2,207,-0.10831656465995088
1138,04,v5,45,2,45,-0.001041060390558051
1139,04,v5,45,2,99,-0.09887172787190804
1140,04,v5,99,0,153,-0.07903146280642115
1141,04,v5,99,0,207,-0.09122529435451981
1142,04,v5,99,0,45,-0.10546054257929671
1143,04,v5,99,0,99,0.011344887351159558
1144,04,v5,99,1,153,-0.029201584160462365
1145,04,v5,99,1,207,-0.14541792111730134
1146,04,v5,99,1,45,-0.1160220504136951
1147,04,v5,99,1,99,-0.015192138777894344
1148,04,v5,99,2,153,-0.0587929154898339
1149,04,v5,99,2,207,-0.11249579852889037
1150,04,v5,99,2,45,-0.07773889585988641
1151,04,v5,99,2,99,-0.003231283172351454
1152,05,premotor,153,0,153,-0.027517857081781727
1153,05,premotor,153,0,207,-0.01970804029409255
1154,05,premotor,153,0,45,-0.07413204456715705
1155,05,premotor,153,0,99,-0.0038028784681092363
1156,05,premotor,153,1,153,-0.0797976264303791
1157,05,premotor,153,1,207,-0.06310439376794544
1158,05,premotor,153,1,45,-0.08554917873607532
1159,05,premotor,153,1,99,-0.038392863312434494
1160,05,premotor,153,2,153,-0.06757489601875052
1161,05,premotor,153,2,207,-0.07656908928912237
1162,05,premotor,153,2,45,-0.06519114794803188
1163,05,premotor,153,2,99,-0.052574082162784
1164,05,premotor,207,0,153,-0.042670535973508894
1165,05,premotor,207,0,207,-0.07018184768998764
1166,05,premotor,207,0,45,-0.01704584663929356
1167,05,premotor,207,0,99,-0.037206712518944945
1168,05,premotor,207,1,153,-0.007535934046092187
1169,05,premotor,207,1,207,-0.04918289986410941
1170,05,premotor,207,1,45,-0.04542602446607165
1171,05,premotor,207,1,99,-0.07174356798878206
1172,05,premotor,207,2,153,-0.072505387165361
1173,05,premotor,207,2,207,-0.09336681768822686
1174,05,premotor,207,2,45,-0.07044321035802446
1175,05,premotor,207,2,99,-0.04253045981806577
1176,05,premotor,45,0,153,-0.07527766267125183
1177,05,premotor,45,0,207,-0.06547428872706157
1178,05,premotor,45,0,45,-0.02648700933673015
1179,05,premotor,45,0,99,-0.04212648802063485
1180,05,premotor,45,1,153,-0.04845091960272599
1181,05,premotor,45,1,207,-0.06368895454260477
1182,05,premotor,45,1,45,-0.07309920125224073
1183,05,premotor,45,1,99,-0.03969325361004558
1184,05,premotor,45,2,153,-0.031369732553408775
1185,05,premotor,45,2,207,-0.04090391315576818
1186,05,premotor,45,2,45,-0.06351463408410624
1187,05,premotor,45,2,99,-0.06864189198331819
1188,05,premotor,99,0,153,-0.05341666633215697
1189,05,premotor,99,0,207,-0.05294202207513131
1190,05,premotor,99,0,45,-0.06477985156361184
1191,05,premotor,99,0,99,-0.09291557453317059
1192,05,premotor,99,1,153,-0.08946811396899956
1193,05,premotor,99,1,207,-0.008098421333938101
1194,05,premotor,99,1,45,-0.07934909388989753
1195,05,premotor,99,1,99,-0.09395044925623769
1196,05,premotor,99,2,153,-0.0400372997494179
1197,05,premotor,99,2,207,-0.012697298837213508
1198,05,premotor,99,2,45,-0.0771841884877817
1199,05,premotor,99,2,99,0.00208796254673819
1200,05,motor,153,0,153,-0.04860769635784648
1201,05,motor,153,0,207,-0.061857631804591154
1202,05,motor,153,0,45,-0.02221945307622411
1203,05,motor,153,0,99,-0.03708436846864392
1204,05,motor,153,1,153,-0.042889851817252064
1205,05,motor,153,1,207,0.019018019140099273
1206,05,motor,153,1,45,-0.03492453014088705
1207,05,motor,153,1,99,-0.005604891679501543
1208,05,motor,153,2,153,-0.039289098614980054
1209,05,motor,153,2,207,-0.042657068929079035
1210,05,motor,153,2,45,-0.050691454080420965
1211,05,motor,153,2,99,-0.06594591420857447
1212,05,motor,207,0,153,-0.08658072619353371
1213,05,motor,207,0,207,-0.10984982708832054
1214,05,motor,207,0,45,-0.08327464121509226
1215,05,motor,207,0,99,-0.020122255936655394
1216,05,motor,207,1,153,-0.045042506342564
1217,05,motor,207,1,207,-0.09808005408631557
1218,05,motor,207,1,45,-0.12707895293276805
1219,05,motor,207,1,99,-0.10390699281858193
1220,05,motor,207,2,153,-0.10100620016921051
1221,05,motor,207,2,207,-0.1210046465896039
1222,05,motor,207,2,45,-0.07422145343600989
1223,05,motor,207,2,99,-0.04060923558124155
1224,05,motor,45,0,153,-0.039859727141717524
1225,05,motor,45,0,207,-0.10091980746445608
1226,05,motor,45,0,45,-0.02212379087327694
1227,05,motor,45,0,99,-0.09251571739533251
1228,05,motor,45,1,153,-0.08783465667818852
1229,05,motor,45,1,207,-0.0945803140976601
1230,05,motor,45,1,45,-0.03136895621172715
1231,05,motor,45,1,99,-0.102536881238151
1232,05,motor,45,2,153,0.04594842245201745
1233,05,motor,45,2,207,-0.02132659750681931
1234,05,motor,45,2,45,-0.08040089501310901
1235,05,motor,45,2,99,-0.04907382758496842
1236,05,motor,99,0,153,-0.042658590044391875
1237,05,motor,99,0,207,0.010307808446491856
1238,05,motor,99,0,45,-0.08079818350548715
1239,05,motor,99,0,99,-0.07074175362201832
1240,05,motor,99,1,153,-0.08888341888460567
1241,05,motor,99,1,207,-0.004483778729464194
1242,05,motor,99,1,45,-0.04145627687726053
1243,05,motor,99,1,99,-0.026832053953072144
1244,05,motor,99,2,153,-0.10383399659786985
1245,05,motor,99,2,207,-0.03395996441179262
1246,05,motor,99,2,45,-0.06185753980440134
1247,05,motor,99,2,99,-0.024199538085390434
1248,05,v1,153,0,153,-0.016555735664745806
1249,05,v1,153,0,207,0.02877729071208411
1250,05,v1,153,0,45,-0.09000315030199564
1251,05,v1,153,0,99,-0.12720761626948685
1252,05,v1,153,1,153,-0.03404302548190831
1253,05,v1,153,1,207,0.01749562746507723
1254,05,v1,153,1,45,-0.11336618962555775
1255,05,v1,153,1,99,-0.11772528558684993
1256,05,v1,153,2,153,0.048696017065754896
1257,05,v1,153,2,207,0.12519574129010042
1258,05,v1,153,2,45,-0.05904590544932663
1259,05,v1,153,2,99,-0.07060184228445512
1260,05,v1,207,0,153,-0.10481240340972664
1261,05,v1,207,0,207,-0.008233231725382017
1262,05,v1,207,0,45,-0.0717483821535084
1263,05,v1,207,0,99,-0.08799984212863649
1264,05,v1,207,1,153,-0.025994220670539896
1265,05,v1,207,1,207,-0.03399952855456534
1266,05,v1,207,1,45,-0.09260803217532282
1267,05,v1,207,1,99,-0.021522181792355426
1268,05,v1,207,2,153,-0.10127096530528196
1269,05,v1,207,2,207,-0.059619760726638056
1270,05,v1,207,2,45,-0.13482677620223177
1271,05,v1,207,2,99,-0.14107008259193055
1272,05,v1,45,0,153,-0.10881784498530958
1273,05,v1,45,0,207,-0.1509350526212392
1274,05,v1,45,0,45,0.08728189800219979
1275,05,v1,45,0,99,0.02808264092493114
1276,05,v1,45,1,153,-0.13164342927336367
1277,05,v1,45,1,207,-0.07974312257951786
1278,05,v1,45,1,45,0.021757409159721127
1279,05,v1,45,1,99,-0.004194375873447821
1280,05,v1,45,2,153,-0.16351338525991735
1281,05,v1,45,2,207,-0.19707515363340783
1282,05,v1,45,2,45,0.09678189102320017
1283,05,v1,45,2,99,-0.030232894071401076
1284,05,v1,99,0,153,-0.07882928852740786
1285,05,v1,99,0,207,-0.12640951405115758
1286,05,v1,99,0,45,-0.1765226407839491
1287,05,v1,99,0,99,-0.0821402542968882
1288,05,v1,99,1,153,-0.03790130070880701
1289,05,v1,99,1,207,-0.12828200966222877
1290,05,v1,99,1,45,-0.15402713919294303
1291,05,v1,99,1,99,-0.13070182939386216
1292,05,v1,99,2,153,-0.019913599940778737
1293,05,v1,99,2,207,-0.131991585516894
1294,05,v1,99,2,45,-0.21610901456588053
1295,05,v1,99,2,99,0.03985192523357549
1296,05,sup_parietal,153,0,153,-0.08885696407609459
1297,05,sup_parietal,153,0,207,-0.07193819594020132
1298,05,sup_parietal,153,0,45,-0.16332500132283306
1299,05,sup_parietal,153,0,99,-0.08992905917493825
1300,05,sup_parietal,153,1,153,-0.13374399077820254
1301,05,sup_parietal,153,1,207,-0.1425961278410049
1302,05,sup_parietal,153,1,45,-0.13642929799626285
1303,05,sup_parietal,153,1,99,-0.14830526526787585
1304,05,sup_parietal,153,2,153,-0.05809872048246348
1305,05,sup_parietal,153,2,207,-0.07336910087031069
1306,05,sup_parietal,153,2,45,-0.07831784505091298
1307,05,sup_parietal,153,2,99,-0.09452534350699213
1308,05,sup_parietal,207,0,153,0.024617736726072405
1309,05,sup_parietal,207,0,207,0.005254911058347869
1310,05,sup_parietal,207,0,45,0.0397023570355976
1311,05,sup_parietal,207,0,99,-0.050087996254545075
1312,05,sup_parietal,207,1,153,0.04344772161454629
1313,05,sup_parietal,207,1,207,-0.0004478956782393833
1314,05,sup_parietal,207,1,45,-0.006729071190808997
1315,05,sup_parietal,207,1,99,-0.013768846713385033
1316,05,sup_parietal,207,2,153,0.03809429088319816
1317,05,sup_parietal,207,2,207,0.0729771739780633
1318,05,sup_parietal,207,2,45,0.0022112882330278805
1319,05,sup_parietal,207,2,99,0.003209829386563133
1320,05,sup_parietal,45,0,153,-0.0149389328887566
1321,05,sup_parietal,45,0,207,-0.04261974663802474
1322,05,sup_parietal,45,0,45,0.0014900125913738446
1323,05,sup_parietal,45,0,99,0.02201761274264321
1324,05,sup_parietal,45,1,153,0.034712314839685406
1325,05,sup_parietal,45,1,207,-0.002145986359095289
1326,05,sup_parietal,45,1,45,0.025423851531376145
1327,05,sup_parietal,45,1,99,0.0345584285852569
1328,05,sup_parietal,45,2,153,-0.11881314089775183
1329,05,sup_parietal,45,2,207,-0.15099104402378227
1330,05,sup_parietal,45,2,45,-0.08732131011707264
1331,05,sup_parietal,45,2,99,-0.12688088552593224
1332,05,sup_parietal,99,0,153,-0.14586751997668934
1333,05,sup_parietal,99,0,207,-0.08369478152100387
1334,05,sup_parietal,99,0,45,-0.08247196835760318
1335,05,sup_parietal,99,0,99,-0.13064416561214606
1336,05,sup_parietal,99,1,153,-0.1234351276357119
1337,05,sup_parietal,99,1,207,0.032919365317046076
1338,05,sup_parietal,99,1,45,-0.11653299937466632
1339,05,sup_parietal,99,1,99,-0.08790422670924189
1340,05,sup_parietal,99,2,153,-0.031928584838240424
1341,05,sup_parietal,99,2,207,-0.037363660190726275
1342,05,sup_parietal,99,2,45,-0.06383456180264463
1343,05,sup_parietal,99,2,99,0.014911909741613945
1344,05,inf_parietal,153,0,153,0.0046562532208924085
1345,05,inf_parietal,153,0,207,-0.010236738712344005
1346,05,inf_parietal,153,0,45,-0.005488574960602843
1347,05,inf_parietal,153,0,99,-0.015504970397178523
1348,05,inf_parietal,153,1,153,-0.06592470438438697
1349,05,inf_parietal,153,1,207,-0.024490359930454703
1350,05,inf_parietal,153,1,45,-0.028016000183499652
1351,05,inf_parietal,153,1,99,-0.04615511771266391
1352,05,inf_parietal,153,2,153,-0.0018617692491733956
1353,05,inf_parietal,153,2,207,0.007520897661751453
1354,05,inf_parietal,153,2,45,-0.06101973463439769
1355,05,inf_parietal,153,2,99,-0.017182434029632654
1356,05,inf_parietal,207,0,153,-0.05433726670345433
1357,05,inf_parietal,207,0,207,-0.03421783294918925
1358,05,inf_parietal,207,0,45,0.006170933889091059
1359,05,inf_parietal,207,0,99,-0.020729406437758658
1360,05,inf_parietal,207,1,153,0.016671237245200005
1361,05,inf_parietal,207,1,207,-0.04136037642462852
1362,05,inf_parietal,207,1,45,-0.0232772512019277
1363,05,inf_parietal,207,1,99,-0.05674721991525355
1364,05,inf_parietal,207,2,153,0.028333431498684614
1365,05,inf_parietal,207,2,207,0.019026796918075514
1366,05,inf_parietal,207,2,45,0.013173555263331468
1367,05,inf_parietal,207,2,99,-0.0037328080152698156
1368,05,inf_parietal,45,0,153,-0.07741137543264659
1369,05,inf_parietal,45,0,207,-0.026140041495448886
1370,05,inf_parietal,45,0,45,-0.035136504607934105
1371,05,inf_parietal,45,0,99,-0.04558398215555365
1372,05,inf_parietal,45,1,153,-0.05554043148686512
1373,05,inf_parietal,45,1,207,-0.0918019825450687
1374,05,inf_parietal,45,1,45,-0.0729757684242773
1375,05,inf_parietal,45,1,99,-0.05886090885596815
1376,05,inf_parietal,45,2,153,-0.053864089620652464
1377,05,inf_parietal,45,2,207,-0.07263649999366115
1378,05,inf_parietal,45,2,45,-0.05682506406620144
1379,05,inf_parietal,45,2,99,-0.030827140290114435
1380,05,inf_parietal,99,0,153,-0.08902741855213284
1381,05,inf_parietal,99,0,207,-0.08556409310691616
1382,05,inf_parietal,99,0,45,-0.12260280991410485
1383,05,inf_parietal,99,0,99,-0.04639921314690013
1384,05,inf_parietal,99,1,153,-0.06400719030486188
1385,05,inf_parietal,99,1,207,0.011742106789659463
1386,05,inf_parietal,99,1,45,-0.08855975032226115
1387,05,inf_parietal,99,1,99,-0.004022471182205026
1388,05,inf_parietal,99,2,153,-0.11184288639554539
1389,05,inf_parietal,99,2,207,-0.06261609866586502
1390,05,inf_parietal,99,2,45,-0.0915261461181391
1391,05,inf_parietal,99,2,99,0.004784659879110864
1392,05,v5,153,0,153,-0.0863491030606957
1393,05,v5,153,0,207,-0.09590267431167587
1394,05,v5,153,0,45,-0.11338153309751106
1395,05,v5,153,0,99,-0.04169467427007244
1396,05,v5,153,1,153,-0.14076075218731152
1397,05,v5,153,1,207,-0.07690667920518589
1398,05,v5,153,1,45,-0.1810433270105718
1399,05,v5,153,1,99,-0.12784401950575736
1400,05,v5,153,2,153,-0.188851066620596
1401,05,v5,153,2,207,-0.0750386468903795
1402,05,v5,153,2,45,-0.11330478503266836
1403,05,v5,153,2,99,-0.00599838461177845
1404,05,v5,207,0,153,-0.0296424347507504
1405,05,v5,207,0,207,-0.039189673436136496
1406,05,v5,207,0,45,-0.06589523622188431
1407,05,v5,207,0,99,-0.09266299405916645
1408,05,v5,207,1,153,0.012988353761001305
1409,05,v5,207,1,207,-0.06340454285553339
1410,05,v5,207,1,45,-0.09931266673004874
1411,05,v5,207,1,99,-0.06022178137303949
1412,05,v5,207,2,153,0.04339155364194515
1413,05,v5,207,2,207,0.025221303980954984
1414,05,v5,207,2,45,-0.03022512645242112
1415,05,v5,207,2,99,-0.0005150447798942526
1416,05,v5,45,0,153,-0.09357229587711727
1417,05,v5,45,0,207,-0.06997059394459317
1418,05,v5,45,0,45,0.069665191764714
1419,05,v5,45,0,99,-0.0557291106773622
1420,05,v5,45,1,153,-0.07517909742839353
1421,05,v5,45,1,207,-0.11498938615618853
1422,05,v5,45,1,45,0.08096907992981422
1423,05,v5,45,1,99,-0.023753354962819023
1424,05,v5,45,2,153,-0.023999907388330757
1425,05,v5,45,2,207,-0.06504831526983644
1426,05,v5,45,2,45,-0.06068519440040496
1427,05,v5,45,2,99,-0.014211955260843005
1428,05,v5,99,0,153,-0.05501855739006775
1429,05,v5,99,0,207,-0.06358789753888461
1430,05,v5,99,0,45,-0.09829274524800415
1431,05,v5,99,0,99,0.019202150052666105
1432,05,v5,99,1,153,-0.09863176853511764
1433,05,v5,99,1,207,-0.05392490308864327
1434,05,v5,99,1,45,-0.02769987254323833
1435,05,v5,99,1,99,-0.1404215302459895
1436,05,v5,99,2,153,-0.16924499172225657
1437,05,v5,99,2,207,-0.11661348953671327
1438,05,v5,99,2,45,-0.14216745630547387
1439,05,v5,99,2,99,-0.0820436266219498
1440,06,premotor,153,0,153,-0.10123938374572677
1441,06,premotor,153,0,207,-0.09225955074107717
1442,06,premotor,153,0,45,-0.10583621832953105
1443,06,premotor,153,0,99,-0.09354361968275957
1444,06,premotor,153,1,153,-0.044392940546196726
1445,06,premotor,153,1,207,-0.07355538972678216
1446,06,premotor,153,1,45,-0.09316957461821103
1447,06,premotor,153,1,99,-0.0681721521007864
1448,06,premotor,153,2,153,-0.042209332022089305
1449,06,premotor,153,2,207,-0.04153125967379311
1450,06,premotor,153,2,45,-0.06905439655764292
1451,06,premotor,153,2,99,-0.05762322193081254
1452,06,premotor,207,0,153,0.006739258180582552
1453,06,premotor,207,0,207,-0.01864918313195254
1454,06,premotor,207,0,45,0.0010593612889786838
1455,06,premotor,207,0,99,0.04316976381703976
1456,06,premotor,207,1,153,-0.02334888833771524
1457,06,premotor,207,1,207,-0.0770294636719206
1458,06,premotor,207,1,45,-0.05862320382960218
1459,06,premotor,207,1,99,-0.004192707865016456
1460,06,premotor,207,2,153,-0.057838030193653044
1461,06,premotor,207,2,207,-0.08074311191763385
1462,06,premotor,207,2,45,-0.05778417968800196
1463,06,premotor,207,2,99,-0.04939666583393746
1464,06,premotor,45,0,153,-0.042059775842199415
1465,06,premotor,45,0,207,-0.10576677852454305
1466,06,premotor,45,0,45,-0.05952809492296049
1467,06,premotor,45,0,99,-0.016517534436545994
1468,06,premotor,45,1,153,-0.12705073955669005
1469,06,premotor,45,1,207,-0.10241407770049127
1470,06,premotor,45,1,45,-0.08661761506247584
1471,06,premotor,45,1,99,-0.11265914286446835
1472,06,premotor,45,2,153,-0.13716946454095721
1473,06,premotor,45,2,207,-0.1763289327186746
1474,06,premotor,45,2,45,-0.14306380427997367
1475,06,premotor,45,2,99,-0.13621006428978727
1476,06,premotor,99,0,153,-0.10248444597456194
1477,06,premotor,99,0,207,-0.04280847734155366
1478,06,premotor,99,0,45,-0.082324704643444
1479,06,premotor,99,0,99,-0.16818626875007886
1480,06,premotor,99,1,153,-0.06580674966094874
1481,06,premotor,99,1,207,0.0026581268201573693
1482,06,premotor,99,1,45,-0.020745746582089216
1483,06,premotor,99,1,99,-0.04749593674677621
1484,06,premotor,99,2,153,-0.02201366994611308
1485,06,premotor,99,2,207,0.05043722968845321
1486,06,premotor,99,2,45,0.015603132857079607
1487,06,premotor,99,2,99,-0.03427152217193454
1488,06,motor,153,0,153,-0.05101849402903391
1489,06,motor,153,0,207,-0.03729785773327439
1490,06,motor,153,0,45,-0.09369932957971097
1491,06,motor,153,0,99,-0.12455871984204475
1492,06,motor,153,1,153,-0.05535675041066017
1493,06,motor,153,1,207,-0.11495481938787286
1494,06,motor,153,1,45,-0.09881100917228902
1495,06,motor,153,1,99,-0.09809944261086692
1496,06,motor,153,2,153,-0.0484884356488949
1497,06,motor,153,2,207,-0.0377826796014841
1498,06,motor,153,2,45,-0.08356310849555877
1499,06,motor,153,2,99,-0.06615222058294135
1500,06,motor,207,0,153,-0.03400504303271101
1501,06,motor,207,0,207,-0.025107996870071658
1502,06,motor,207,0,45,-0.028518658577368933
1503,06,motor,207,0,99,-0.02067485567567237
1504,06,motor,207,1,153,-0.008559003670336584
1505,06,motor,207,1,207,-0.05683020960625708
1506,06,motor,207,1,45,-0.027181599967764352
1507,06,motor,207,1,99,-0.05100404589979443
1508,06,motor,207,2,153,-0.08381019113864112
1509,06,motor,207,2,207,-0.12235677042621218
1510,06,motor,207,2,45,-0.058414019797151516
1511,06,motor,207,2,99,-0.07632803872248327
1512,06,motor,45,0,153,-0.1115483710777353
1513,06,motor,45,0,207,-0.18095317722277188
1514,06,motor,45,0,45,-0.10721598321196463
1515,06,motor,45,0,99,0.015934807254930225
1516,06,motor,45,1,153,-0.12297770901460751
1517,06,motor,45,1,207,-0.10132774104654116
1518,06,motor,45,1,45,-0.05901105394130492
1519,06,motor,45,1,99,-0.03286532661188346
1520,06,motor,45,2,153,-0.11842358849621759
1521,06,motor,45,2,207,-0.12806355513397644
1522,06,motor,45,2,45,-0.07240229013514106
1523,06,motor,45,2,99,-0.06056896800923616
1524,06,motor,99,0,153,-0.019531278422502876
1525,06,motor,99,0,207,-0.05839161316781522
1526,06,motor,99,0,45,-0.03460480148434583
1527,06,motor,99,0,99,-0.055007572208772545
1528,06,motor,99,1,153,-0.09166791915104523
1529,06,motor,99,1,207,0.0052614228963177075
1530,06,motor,99,1,45,-0.1135223242647701
1531,06,motor,99,1,99,-0.05017261468238246
1532,06,motor,99,2,153,-0.02098379145680733
1533,06,motor,99,2,207,0.0176340212662825
1534,06,motor,99,2,45,-0.04713501639300452
1535,06,motor,99,2,99,-0.09575790830984161
1536,06,v1,153,0,153,0.06201782566601984
1537,06,v1,153,0,207,-0.08699882665951159
1538,06,v1,153,0,45,-0.03777987948078064
1539,06,v1,153,0,99,-0.06668903581592225
1540,06,v1,153,1,153,-0.017796799513846565
1541,06,v1,153,1,207,-0.06730833198168004
1542,06,v1,153,1,45,-0.11319751911195547
1543,06,v1,153,1,99,-0.03774370090060423
1544,06,v1,153,2,153,-0.05202333058494679
1545,06,v1,153,2,207,-0.027823905584950164
1546,06,v1,153,2,45,-0.08493748893470347
1547,06,v1,153,2,99,-0.04474331063182814
1548,06,v1,207,0,153,-0.052447373526524774
1549,06,v1,207,0,207,0.02756986760611206
1550,06,v1,207,0,45,-0.11668006125383745
1551,06,v1,207,0,99,-0.1154912784966328
1552,06,v1,207,1,153,-0.14865662753962172
1553,06,v1,207,1,207,-0.09551501070429314
1554,06,v1,207,1,45,-0.16711291581398163
1555,06,v1,207,1,99,-0.1307980664609912
1556,06,v1,207,2,153,-0.08365813847839373
1557,06,v1,207,2,207,-0.07564753190911512
1558,06,v1,207,2,45,-0.019711608944815353
1559,06,v1,207,2,99,-0.11973859725144076
1560,06,v1,45,0,153,-0.13231411281701422
1561,06,v1,45,0,207,-0.0797818220631725
1562,06,v1,45,0,45,0.014147997121601245
1563,06,v1,45,0,99,0.033588966448435495
1564,06,v1,45,1,153,-0.0786796276628315
1565,06,v1,45,1,207,-0.1185502601100305
1566,06,v1,45,1,45,0.03510059848360658
1567,06,v1,45,1,99,-0.028093448740865876
1568,06,v1,45,2,153,-0.07522192067383907
1569,06,v1,45,2,207,-0.10069776025794683
1570,06,v1,45,2,45,-0.05442013742550611
1571,06,v1,45,2,99,-0.13510573265841663
