,Participants,Masks,Target Location Straight,Target Location Rotate,Layers,Kl Div
3162,09,motor,207,45,2,6.350198360581846
3163,09,motor,207,45,3,0.021736796705463635
3164,09,motor,207,99,0,211.32127797877786
3165,09,motor,207,99,1,15.876596675777153
3166,09,motor,207,99,2,4.111944881186253
3167,09,motor,207,99,3,0.002831408382212519
3168,09,motor,45,153,0,218.68968634322187
3169,09,motor,45,153,1,17.13297189193328
3170,09,motor,45,153,2,4.910747378614767
3171,09,motor,45,153,3,0.6906831038305361
3172,09,motor,45,207,0,216.86628849285893
3173,09,motor,45,207,1,16.899262097482136
3174,09,motor,45,207,2,9.261884425613049
3175,09,motor,45,207,3,0.35579027428986754
3176,09,motor,45,45,0,219.0497518292241
3177,09,motor,45,45,1,15.857566695008394
3178,09,motor,45,45,2,7.972882051759476
3179,09,motor,45,45,3,2.582792796043763
3180,09,motor,45,99,0,218.20513684047768
3181,09,motor,45,99,1,12.262895895084442
3182,09,motor,45,99,2,6.6739068133655435
3183,09,motor,45,99,3,0.6490586544968836
3184,09,motor,99,153,0,212.89349499820332
3185,09,motor,99,153,1,15.846039424533203
3186,09,motor,99,153,2,8.189034101243987
3187,09,motor,99,153,3,0.30341576731994413
3188,09,motor,99,207,0,216.4042718748278
3189,09,motor,99,207,1,13.807159900176984
3190,09,motor,99,207,2,7.434482234806114
3191,09,motor,99,207,3,0.29719206994922714
3192,09,motor,99,45,0,217.4976278277028
3193,09,motor,99,45,1,15.31883285485823
3194,09,motor,99,45,2,6.121395090337946
3195,09,motor,99,45,3,0.4549188601182481
3196,09,motor,99,99,0,212.74069379501532
3197,09,motor,99,99,1,16.706873610921573
3198,09,motor,99,99,2,6.51726627641154
3199,09,motor,99,99,3,0.3125016579742803
3200,09,v1,153,153,0,314.8716680043878
3201,09,v1,153,153,1,13.707481101779528
3202,09,v1,153,153,2,12.03891419995539
3203,09,v1,153,153,3,3.2892295207283806
3204,09,v1,153,207,0,316.36903207206046
3205,09,v1,153,207,1,18.203162799331352
3206,09,v1,153,207,2,5.855818594511078
3207,09,v1,153,207,3,0.8179804520077252
3208,09,v1,153,45,0,307.8269022779638
3209,09,v1,153,45,1,12.528317015283209
3210,09,v1,153,45,2,8.178034559051762
3211,09,v1,153,45,3,0.4626915828246917
3212,09,v1,153,99,0,318.91756766515994
3213,09,v1,153,99,1,17.7870402889901
3214,09,v1,153,99,2,3.884551886622318
3215,09,v1,153,99,3,0.15216746923105504
3216,09,v1,207,153,0,310.6381171934621
3217,09,v1,207,153,1,18.428454868522618
3218,09,v1,207,153,2,6.952694440022217
3219,09,v1,207,153,3,0.1477778446795891
3220,09,v1,207,207,0,316.7858634019124
3221,09,v1,207,207,1,14.239764728941516
3222,09,v1,207,207,2,6.713263737119697
3223,09,v1,207,207,3,0.06642762149289166
3224,09,v1,207,45,0,304.5815151816586
3225,09,v1,207,45,1,16.092665328907227
3226,09,v1,207,45,2,3.510341691127187
3227,09,v1,207,45,3,0.04706482010002455
3228,09,v1,207,99,0,320.3590566206662
3229,09,v1,207,99,1,19.9946716157748
3230,09,v1,207,99,2,6.0526522551789625
3231,09,v1,207,99,3,
3232,09,v1,45,153,0,305.38968732547977
3233,09,v1,45,153,1,17.1680653946133
3234,09,v1,45,153,2,3.709352845914469
3235,09,v1,45,153,3,1.209737030684265
3236,09,v1,45,207,0,312.6857106302113
3237,09,v1,45,207,1,19.03952022779103
3238,09,v1,45,207,2,3.6068089044788194
3239,09,v1,45,207,3,0.6399658267760087
3240,09,v1,45,45,0,303.2733606218577
3241,09,v1,45,45,1,17.175227886566798
3242,09,v1,45,45,2,5.569221922068676
3243,09,v1,45,45,3,0.5483122604037122
3244,09,v1,45,99,0,308.0256364877194
3245,09,v1,45,99,1,16.863482542093585
3246,09,v1,45,99,2,4.827562696707197
3247,09,v1,45,99,3,3.168105582670833
3248,09,v1,99,153,0,308.7871312362664
3249,09,v1,99,153,1,15.797333219652556
3250,09,v1,99,153,2,6.084464774568065
3251,09,v1,99,153,3,0.6248465340218725
3252,09,v1,99,207,0,316.2141615858389
3253,09,v1,99,207,1,14.025301343559233
3254,09,v1,99,207,2,5.030434959884134
3255,09,v1,99,207,3,0.055092201936088436
3256,09,v1,99,45,0,303.593158372447
3257,09,v1,99,45,1,17.727336922299344
3258,09,v1,99,45,2,7.66642518605013
3259,09,v1,99,45,3,0.10403538859769701
3260,09,v1,99,99,0,316.9849807671287
3261,09,v1,99,99,1,14.604026211068877
3262,09,v1,99,99,2,3.7519516376914233
3263,09,v1,99,99,3,0.03875606950784255
3264,09,sup_parietal,153,153,0,176.1353329811638
3265,09,sup_parietal,153,153,1,20.74095204675318
3266,09,sup_parietal,153,153,2,8.54882809282511
3267,09,sup_parietal,153,153,3,0.27954271608816467
3268,09,sup_parietal,153,207,0,176.54746591010968
3269,09,sup_parietal,153,207,1,19.00751819040692
3270,09,sup_parietal,153,207,2,6.378548770706477
3271,09,sup_parietal,153,207,3,0.21161014264426484
3272,09,sup_parietal,153,45,0,180.18240876957213
3273,09,sup_parietal,153,45,1,22.045278349669736
3274,09,sup_parietal,153,45,2,8.22349256332256
3275,09,sup_parietal,153,45,3,0.030509630844025276
3276,09,sup_parietal,153,99,0,176.5206900452278
3277,09,sup_parietal,153,99,1,21.70088616651962
3278,09,sup_parietal,153,99,2,5.22764059803064
3279,09,sup_parietal,153,99,3,0.41548536752680054
3280,09,sup_parietal,207,153,0,176.67354528312498
3281,09,sup_parietal,207,153,1,19.12565163017537
3282,09,sup_parietal,207,153,2,4.689429197958929
3283,09,sup_parietal,207,153,3,1.2321069877796689
3284,09,sup_parietal,207,207,0,179.10197277299523
3285,09,sup_parietal,207,207,1,19.933874723752087
3286,09,sup_parietal,207,207,2,4.764114570336758
3287,09,sup_parietal,207,207,3,0.6824942209783793
3288,09,sup_parietal,207,45,0,180.14060059689265
3289,09,sup_parietal,207,45,1,20.406249429467408
3290,09,sup_parietal,207,45,2,6.0702982542924016
3291,09,sup_parietal,207,45,3,0.6931974678994859
3292,09,sup_parietal,207,99,0,180.45045234773522
3293,09,sup_parietal,207,99,1,16.74778470199062
3294,09,sup_parietal,207,99,2,5.502977028621669
3295,09,sup_parietal,207,99,3,0.4862830892556695
3296,09,sup_parietal,45,153,0,181.23481437880903
3297,09,sup_parietal,45,153,1,17.193227854338247
3298,09,sup_parietal,45,153,2,6.135585487894288
3299,09,sup_parietal,45,153,3,9.366847981906457e-05
3300,09,sup_parietal,45,207,0,171.97158875781477
3301,09,sup_parietal,45,207,1,15.694914018443992
3302,09,sup_parietal,45,207,2,5.039820796999724
3303,09,sup_parietal,45,207,3,0.3455077792717891
3304,09,sup_parietal,45,45,0,179.3119195308622
3305,09,sup_parietal,45,45,1,16.127280234232607
3306,09,sup_parietal,45,45,2,7.5640071524203325
3307,09,sup_parietal,45,45,3,1.5409073628066732
3308,09,sup_parietal,45,99,0,178.01711403413387
3309,09,sup_parietal,45,99,1,19.897852290772743
3310,09,sup_parietal,45,99,2,6.0826739369274465
3311,09,sup_parietal,45,99,3,0.2314022744336088
3312,09,sup_parietal,99,153,0,178.48129913675032
3313,09,sup_parietal,99,153,1,19.62987258679365
3314,09,sup_parietal,99,153,2,4.88132894320815
3315,09,sup_parietal,99,153,3,
3316,09,sup_parietal,99,207,0,172.95292906895418
3317,09,sup_parietal,99,207,1,19.608810530212974
3318,09,sup_parietal,99,207,2,5.4405608274252195
3319,09,sup_parietal,99,207,3,0.10576398409265392
3320,09,sup_parietal,99,45,0,177.71050075240873
3321,09,sup_parietal,99,45,1,18.716868165018028
3322,09,sup_parietal,99,45,2,5.551812508824399
3323,09,sup_parietal,99,45,3,0.720807230193301
3324,09,sup_parietal,99,99,0,174.3001361953778
3325,09,sup_parietal,99,99,1,20.5198091702852
3326,09,sup_parietal,99,99,2,5.30897808470472
3327,09,sup_parietal,99,99,3,0.007579171271501761
3328,09,inf_parietal,153,153,0,215.0882978359697
3329,09,inf_parietal,153,153,1,13.22178340430299
3330,09,inf_parietal,153,153,2,4.408202230357947
3331,09,inf_parietal,153,153,3,0.23737687943356284
3332,09,inf_parietal,153,207,0,226.35714646658582
3333,09,inf_parietal,153,207,1,12.365369015503369
3334,09,inf_parietal,153,207,2,3.712997601679921
3335,09,inf_parietal,153,207,3,0.620656565485358
3336,09,inf_parietal,153,45,0,248.7932037314701
3337,09,inf_parietal,153,45,1,16.587122902470302
3338,09,inf_parietal,153,45,2,6.474518204681111
3339,09,inf_parietal,153,45,3,0.9696885492973464
3340,09,inf_parietal,153,99,0,242.53168963393438
3341,09,inf_parietal,153,99,1,12.535341303855382
3342,09,inf_parietal,153,99,2,5.540371020256767
3343,09,inf_parietal,153,99,3,0.014080223888233406
3344,09,inf_parietal,207,153,0,209.26820180995543
3345,09,inf_parietal,207,153,1,17.658554938742242
3346,09,inf_parietal,207,153,2,8.680074966320632
3347,09,inf_parietal,207,153,3,0.05177735455689347
3348,09,inf_parietal,207,207,0,218.77210090354748
3349,09,inf_parietal,207,207,1,14.066710452976757
3350,09,inf_parietal,207,207,2,8.940235080853562
3351,09,inf_parietal,207,207,3,0.2644520881906263
3352,09,inf_parietal,207,45,0,242.72167952246375
3353,09,inf_parietal,207,45,1,19.542034114998632
3354,09,inf_parietal,207,45,2,10.945908337451467
3355,09,inf_parietal,207,45,3,1.0427984481778296
3356,09,inf_parietal,207,99,0,231.97803185379843
3357,09,inf_parietal,207,99,1,13.086626217851489
3358,09,inf_parietal,207,99,2,3.536133356356319
3359,09,inf_parietal,207,99,3,0.0017902073417134234
3360,09,inf_parietal,45,153,0,216.4008727242742
3361,09,inf_parietal,45,153,1,16.959161946641828
3362,09,inf_parietal,45,153,2,6.352066179218873
3363,09,inf_parietal,45,153,3,
3364,09,inf_parietal,45,207,0,218.69627655955267
3365,09,inf_parietal,45,207,1,16.038271538249408
3366,09,inf_parietal,45,207,2,6.541513694584809
3367,09,inf_parietal,45,207,3,0.33482820132326685
3368,09,inf_parietal,45,45,0,250.37173901883338
3369,09,inf_parietal,45,45,1,19.079892302835713
3370,09,inf_parietal,45,45,2,6.505953748194289
3371,09,inf_parietal,45,45,3,0.029948381462637785
3372,09,inf_parietal,45,99,0,235.14291047363074
3373,09,inf_parietal,45,99,1,17.175599863652053
3374,09,inf_parietal,45,99,2,6.290847929690333
3375,09,inf_parietal,45,99,3,0.10652314164401494
3376,09,inf_parietal,99,153,0,222.6400488547615
3377,09,inf_parietal,99,153,1,12.895654462344792
3378,09,inf_parietal,99,153,2,6.821325929631598
3379,09,inf_parietal,99,153,3,0.12000226667626743
3380,09,inf_parietal,99,207,0,219.70509563719935
3381,09,inf_parietal,99,207,1,15.831075567429725
3382,09,inf_parietal,99,207,2,4.352531361832604
3383,09,inf_parietal,99,207,3,0.24009382914651725
3384,09,inf_parietal,99,45,0,253.03533873707568
3385,09,inf_parietal,99,45,1,18.725670449400905
3386,09,inf_parietal,99,45,2,7.0227097855586536
3387,09,inf_parietal,99,45,3,0.4659738463898367
3388,09,inf_parietal,99,99,0,246.867804103636
3389,09,inf_parietal,99,99,1,16.682620382672656
3390,09,inf_parietal,99,99,2,2.767124060664445
3391,09,inf_parietal,99,99,3,0.2664352173289949
3392,09,v5,153,153,0,94.4131611987293
3393,09,v5,153,153,1,23.41801489000617
3394,09,v5,153,153,2,6.805232352907485
3395,09,v5,153,153,3,0.36865571330788627
3396,09,v5,153,207,0,92.77279409675253
3397,09,v5,153,207,1,24.010997434427942
3398,09,v5,153,207,2,8.119034949422176
3399,09,v5,153,207,3,0.6383517167473518
3400,09,v5,153,45,0,95.37413866563166
3401,09,v5,153,45,1,19.252930535049888
3402,09,v5,153,45,2,9.370592415516928
3403,09,v5,153,45,3,0.323964844361395
3404,09,v5,153,99,0,93.71803811230367
3405,09,v5,153,99,1,23.376901310102824
3406,09,v5,153,99,2,6.125461563502412
3407,09,v5,153,99,3,0.10487141506176367
3408,09,v5,207,153,0,95.47963484588249
3409,09,v5,207,153,1,20.828327470191436
3410,09,v5,207,153,2,9.012577323848063
3411,09,v5,207,153,3,0.35489045803469293
3412,09,v5,207,207,0,90.7473871352515
3413,09,v5,207,207,1,22.21434334158584
3414,09,v5,207,207,2,8.376526629536013
3415,09,v5,207,207,3,1.8331162923438176
3416,09,v5,207,45,0,92.34587861754301
3417,09,v5,207,45,1,20.22996897075317
3418,09,v5,207,45,2,6.049148847362366
3419,09,v5,207,45,3,1.684593928381552
3420,09,v5,207,99,0,93.40441549229743
3421,09,v5,207,99,1,24.178216000060267
3422,09,v5,207,99,2,6.661430440149958
3423,09,v5,207,99,3,0.5833097758120684
3424,09,v5,45,153,0,95.42657943717927
3425,09,v5,45,153,1,16.656437680763208
3426,09,v5,45,153,2,7.720944530728577
3427,09,v5,45,153,3,1.1026616771276694
3428,09,v5,45,207,0,95.02919065825043
3429,09,v5,45,207,1,16.4616937520644
3430,09,v5,45,207,2,7.584477794450293
3431,09,v5,45,207,3,1.0412159388184643
3432,09,v5,45,45,0,91.03233250495715
3433,09,v5,45,45,1,16.904677410681884
3434,09,v5,45,45,2,5.7101445054470314
3435,09,v5,45,45,3,0.23818562259891746
3436,09,v5,45,99,0,95.01695067905575
3437,09,v5,45,99,1,20.159357725398685
3438,09,v5,45,99,2,3.0681912164965826
3439,09,v5,45,99,3,0.7519812604919934
3440,09,v5,99,153,0,91.74919587250037
3441,09,v5,99,153,1,19.642740722969354
3442,09,v5,99,153,2,6.863070544602982
3443,09,v5,99,153,3,0.25127915868446504
3444,09,v5,99,207,0,86.23239350015605
3445,09,v5,99,207,1,15.337157646245497
3446,09,v5,99,207,2,6.591795016399841
3447,09,v5,99,207,3,0.38611796126584225
3448,09,v5,99,45,0,89.00908361972509
3449,09,v5,99,45,1,22.36710289733752
3450,09,v5,99,45,2,9.458102063981677
3451,09,v5,99,45,3,0.7256187423638254
3452,09,v5,99,99,0,95.77470188014865
3453,09,v5,99,99,1,22.49766799421773
3454,09,v5,99,99,2,6.415516612297401
3455,09,v5,99,99,3,0.36506457518946017
3456,11,premotor,153,153,0,485.6071067680518
3457,11,premotor,153,153,1,18.813219566963944
3458,11,premotor,153,153,2,8.189898747388998
3459,11,premotor,153,153,3,0.24328982951617995
3460,11,premotor,153,207,0,483.1094875342879
3461,11,premotor,153,207,1,14.918769044181001
3462,11,premotor,153,207,2,5.0259622791074
3463,11,premotor,153,207,3,0.0020104740683852818
3464,11,premotor,153,45,0,494.07563415132984
3465,11,premotor,153,45,1,17.109530723678226
3466,11,premotor,153,45,2,7.402425095518241
3467,11,premotor,153,45,3,0.1749527842430938
3468,11,premotor,153,99,0,500.40151320073164
3469,11,premotor,153,99,1,16.314976275657788
3470,11,premotor,153,99,2,6.173568302596266
3471,11,premotor,153,99,3,0.0019146910425322794
3472,11,premotor,207,153,0,485.03153373858095
3473,11,premotor,207,153,1,15.135730498499331
3474,11,premotor,207,153,2,3.875094516547281
3475,11,premotor,207,153,3,0.050598526507560304
3476,11,premotor,207,207,0,479.68557779966784
3477,11,premotor,207,207,1,15.190341040637
3478,11,premotor,207,207,2,4.406549175217654
3479,11,premotor,207,207,3,0.20973918774830394
3480,11,premotor,207,45,0,497.92128694425764
3481,11,premotor,207,45,1,14.6233263837617
3482,11,premotor,207,45,2,6.237140935243639
3483,11,premotor,207,45,3,0.7851377309744266
3484,11,premotor,207,99,0,493.14195168944775
3485,11,premotor,207,99,1,15.000281284748574
3486,11,premotor,207,99,2,4.989213457118234
3487,11,premotor,207,99,3,0.19309082922250279
3488,11,premotor,45,153,0,481.03033490944324
3489,11,premotor,45,153,1,12.361747020774896
3490,11,premotor,45,153,2,5.87858371836947
3491,11,premotor,45,153,3,0.020229646041965532
3492,11,premotor,45,207,0,478.67200272454136
3493,11,premotor,45,207,1,16.431611179285987
3494,11,premotor,45,207,2,5.306214906062536
3495,11,premotor,45,207,3,7.654788759015041e-05
3496,11,premotor,45,45,0,486.3624832081308
3497,11,premotor,45,45,1,17.70628675290955
3498,11,premotor,45,45,2,5.807574705126111
3499,11,premotor,45,45,3,0.7594462160981439
3500,11,premotor,45,99,0,487.7908393450399
3501,11,premotor,45,99,1,14.049280947623298
3502,11,premotor,45,99,2,4.7644631350011775
3503,11,premotor,45,99,3,
3504,11,premotor,99,153,0,484.3572810312964
3505,11,premotor,99,153,1,14.115688442633626
3506,11,premotor,99,153,2,8.056660244527341
3507,11,premotor,99,153,3,0.2509500927776496
3508,11,premotor,99,207,0,473.04646622322207
3509,11,premotor,99,207,1,16.51584190431778
3510,11,premotor,99,207,2,6.83263790342286
3511,11,premotor,99,207,3,0.3089132441854148
3512,11,premotor,99,45,0,495.2072594018407
3513,11,premotor,99,45,1,13.019069073026138
3514,11,premotor,99,45,2,6.589181460191103
3515,11,premotor,99,45,3,0.611462043476577
3516,11,premotor,99,99,0,486.7172055980582
3517,11,premotor,99,99,1,16.264180504868165
3518,11,premotor,99,99,2,9.601112646908234
3519,11,premotor,99,99,3,0.27209414061297366
3520,11,motor,153,153,0,213.39615889487996
3521,11,motor,153,153,1,19.57834694473979
3522,11,motor,153,153,2,5.207760196901482
3523,11,motor,153,153,3,2.599229033361437
3524,11,motor,153,207,0,212.72447126542727
3525,11,motor,153,207,1,20.81411387924903
3526,11,motor,153,207,2,6.462528277264175
3527,11,motor,153,207,3,0.9810946009602305
3528,11,motor,153,45,0,212.07098691573657
3529,11,motor,153,45,1,20.84795883506523
3530,11,motor,153,45,2,7.369989256994729
3531,11,motor,153,45,3,2.7007437660200417
3532,11,motor,153,99,0,210.45516771852476
3533,11,motor,153,99,1,18.33128116904585
3534,11,motor,153,99,2,7.174071628214875
3535,11,motor,153,99,3,0.0067852105818546615
3536,11,motor,207,153,0,215.9786164519306
3537,11,motor,207,153,1,16.348933423921366
3538,11,motor,207,153,2,3.96360032889563
3539,11,motor,207,153,3,0.44968652950393884
3540,11,motor,207,207,0,210.39924798546002
3541,11,motor,207,207,1,16.356641385947313
3542,11,motor,207,207,2,5.170072260338096
3543,11,motor,207,207,3,0.18427565252116984
3544,11,motor,207,45,0,213.01189932754775
3545,11,motor,207,45,1,15.011961092724787
3546,11,motor,207,45,2,6.173664358122165
3547,11,motor,207,45,3,0.027765033118176796
3548,11,motor,207,99,0,206.38216996600823
3549,11,motor,207,99,1,15.053048583621072
3550,11,motor,207,99,2,5.41271735933739
3551,11,motor,207,99,3,1.6499601836315607
3552,11,motor,45,153,0,214.51867138962592
3553,11,motor,45,153,1,14.979253587880548
3554,11,motor,45,153,2,5.368575790054646
3555,11,motor,45,153,3,0.3822828475916499
3556,11,motor,45,207,0,208.61228910278578
3557,11,motor,45,207,1,16.51442149898501
3558,11,motor,45,207,2,3.828345286373843
3559,11,motor,45,207,3,0.31763264514961465
3560,11,motor,45,45,0,217.28756878940305
3561,11,motor,45,45,1,13.905861564454394
3562,11,motor,45,45,2,4.689605418536137
3563,11,motor,45,45,3,0.00804621519042062
3564,11,motor,45,99,0,201.2520712190925
3565,11,motor,45,99,1,18.206082738146222
3566,11,motor,45,99,2,6.547853933127929
3567,11,motor,45,99,3,0.019165440897461528
3568,11,motor,99,153,0,210.86998260535557
3569,11,motor,99,153,1,16.55220292585559
3570,11,motor,99,153,2,5.51481259151325
3571,11,motor,99,153,3,0.43156492480338765
3572,11,motor,99,207,0,214.2422112227351
3573,11,motor,99,207,1,16.04023877966249
3574,11,motor,99,207,2,5.078232218888325
3575,11,motor,99,207,3,0.22910386535132155
3576,11,motor,99,45,0,214.2981280364016
3577,11,motor,99,45,1,17.12261308439745
3578,11,motor,99,45,2,4.739238575422755
3579,11,motor,99,45,3,0.26844668984586184
3580,11,motor,99,99,0,203.56334587181777
3581,11,motor,99,99,1,15.525731718490492
3582,11,motor,99,99,2,5.92744673333552
3583,11,motor,99,99,3,0.17927825660862162
3584,11,v1,153,153,0,310.5121371916078
3585,11,v1,153,153,1,23.346542052611255
3586,11,v1,153,153,2,9.06310933367271
3587,11,v1,153,153,3,0.11347281411135685
3588,11,v1,153,207,0,311.861510522291
3589,11,v1,153,207,1,22.409972973610294
3590,11,v1,153,207,2,6.355552594057388
3591,11,v1,153,207,3,0.2755051602725477
3592,11,v1,153,45,0,314.6598895841174
3593,11,v1,153,45,1,20.197505300571628
3594,11,v1,153,45,2,6.64885219255486
3595,11,v1,153,45,3,0.12422473956935276
3596,11,v1,153,99,0,307.7384374382223
3597,11,v1,153,99,1,15.575010798785572
3598,11,v1,153,99,2,7.895483673372015
3599,11,v1,153,99,3,0.904340102277444
3600,11,v1,207,153,0,308.3064527740338
3601,11,v1,207,153,1,20.698373940077623
3602,11,v1,207,153,2,6.691067887605742
3603,11,v1,207,153,3,0.2260386171152735
3604,11,v1,207,207,0,320.49847918929214
3605,11,v1,207,207,1,16.750778182733043
3606,11,v1,207,207,2,8.0753151708157
3607,11,v1,207,207,3,0.572834500430933
3608,11,v1,207,45,0,313.3075973070851
3609,11,v1,207,45,1,18.268134233025492
3610,11,v1,207,45,2,7.095476863650087
3611,11,v1,207,45,3,0.5015781676073642
3612,11,v1,207,99,0,306.12115714701935
3613,11,v1,207,99,1,17.49111676672031
3614,11,v1,207,99,2,4.327546515486663
3615,11,v1,207,99,3,0.4557173730133969
3616,11,v1,45,153,0,336.31240776144847
3617,11,v1,45,153,1,18.60994431464686
3618,11,v1,45,153,2,7.98692758139963
3619,11,v1,45,153,3,
3620,11,v1,45,207,0,340.47799003368766
3621,11,v1,45,207,1,17.129390205994717
3622,11,v1,45,207,2,7.089050162492759
3623,11,v1,45,207,3,0.13397138443059253
3624,11,v1,45,45,0,338.0019624644408
3625,11,v1,45,45,1,15.50022454698283
3626,11,v1,45,45,2,6.812134899938705
3627,11,v1,45,45,3,
3628,11,v1,45,99,0,328.4861378765535
3629,11,v1,45,99,1,16.286831428266076
3630,11,v1,45,99,2,4.180309919225626
3631,11,v1,45,99,3,0.10506674523419028
3632,11,v1,99,153,0,315.6052930560122
3633,11,v1,99,153,1,16.29456928307077
3634,11,v1,99,153,2,5.092290662678191
3635,11,v1,99,153,3,0.25467480127822884
3636,11,v1,99,207,0,316.13362783227444
3637,11,v1,99,207,1,17.096515330606053
3638,11,v1,99,207,2,5.95436579887447
3639,11,v1,99,207,3,0.058513094314847525
3640,11,v1,99,45,0,315.8999924441782
3641,11,v1,99,45,1,18.202292876876186
3642,11,v1,99,45,2,3.826896544081991
3643,11,v1,99,45,3,0.08248131190222091
3644,11,v1,99,99,0,310.6909688434724
3645,11,v1,99,99,1,18.750342639021433
3646,11,v1,99,99,2,4.707195615174374
3647,11,v1,99,99,3,0.929099133850219
3648,11,sup_parietal,153,153,0,176.0242038180905
3649,11,sup_parietal,153,153,1,18.66283370257603
3650,11,sup_parietal,153,153,2,4.672577103393121
3651,11,sup_parietal,153,153,3,1.3985282583184393
3652,11,sup_parietal,153,207,0,180.23727963535546
3653,11,sup_parietal,153,207,1,17.09907450507652
3654,11,sup_parietal,153,207,2,8.124576530192819
3655,11,sup_parietal,153,207,3,0.8921257011366377
3656,11,sup_parietal,153,45,0,180.10873775934664
3657,11,sup_parietal,153,45,1,14.702007084577016
3658,11,sup_parietal,153,45,2,4.438973565133666
3659,11,sup_parietal,153,45,3,0.27315262408898033
3660,11,sup_parietal,153,99,0,179.07551812550116
3661,11,sup_parietal,153,99,1,15.749142098146244
3662,11,sup_parietal,153,99,2,5.500966095386554
3663,11,sup_parietal,153,99,3,0.47095378026757595
3664,11,sup_parietal,207,153,0,172.4183748790692
3665,11,sup_parietal,207,153,1,16.908664366714376
3666,11,sup_parietal,207,153,2,4.243124402298408
3667,11,sup_parietal,207,153,3,
3668,11,sup_parietal,207,207,0,172.81016527248488
3669,11,sup_parietal,207,207,1,16.21579418299291
3670,11,sup_parietal,207,207,2,8.227208003808528
3671,11,sup_parietal,207,207,3,
3672,11,sup_parietal,207,45,0,176.48451437034237
3673,11,sup_parietal,207,45,1,20.981151062060732
3674,11,sup_parietal,207,45,2,5.7008662999724855
3675,11,sup_parietal,207,45,3,0.20073248720476133
3676,11,sup_parietal,207,99,0,178.60326834091128
3677,11,sup_parietal,207,99,1,20.993393895149584
3678,11,sup_parietal,207,99,2,2.6115826917788576
3679,11,sup_parietal,207,99,3,0.06242179218613453
3680,11,sup_parietal,45,153,0,171.81168954114452
3681,11,sup_parietal,45,153,1,17.948602830903383
3682,11,sup_parietal,45,153,2,7.537685795365648
3683,11,sup_parietal,45,153,3,1.1226756422213013
3684,11,sup_parietal,45,207,0,172.72978471314684
3685,11,sup_parietal,45,207,1,20.501807148696614
3686,11,sup_parietal,45,207,2,9.830715696173083
3687,11,sup_parietal,45,207,3,0.019499390545653805
3688,11,sup_parietal,45,45,0,176.88914422064886
3689,11,sup_parietal,45,45,1,16.91854746077201
3690,11,sup_parietal,45,45,2,5.884815277166096
3691,11,sup_parietal,45,45,3,0.10902293561807996
3692,11,sup_parietal,45,99,0,177.58691879958664
3693,11,sup_parietal,45,99,1,17.16242167032381
3694,11,sup_parietal,45,99,2,5.754887258960826
3695,11,sup_parietal,45,99,3,0.36391215320946413
3696,11,sup_parietal,99,153,0,165.8946818767822
3697,11,sup_parietal,99,153,1,17.540261638543505
3698,11,sup_parietal,99,153,2,5.677251000682167
3699,11,sup_parietal,99,153,3,0.15653487949521494
3700,11,sup_parietal,99,207,0,176.13875858216542
3701,11,sup_parietal,99,207,1,16.10886902284387
3702,11,sup_parietal,99,207,2,5.79997154930675
3703,11,sup_parietal,99,207,3,
3704,11,sup_parietal,99,45,0,177.52121190190059
3705,11,sup_parietal,99,45,1,20.493181615294944
3706,11,sup_parietal,99,45,2,3.6663867920526476
3707,11,sup_parietal,99,45,3,0.13266944107907858
3708,11,sup_parietal,99,99,0,174.32433793574523
3709,11,sup_parietal,99,99,1,17.03628422501575
3710,11,sup_parietal,99,99,2,3.770233152697863
3711,11,sup_parietal,99,99,3,0.29992360948137264
3712,11,inf_parietal,153,153,0,222.71596893061735
3713,11,inf_parietal,153,153,1,21.189192423387922
3714,11,inf_parietal,153,153,2,6.49102649826278
3715,11,inf_parietal,153,153,3,
3716,11,inf_parietal,153,207,0,208.6545403226222
3717,11,inf_parietal,153,207,1,14.564388396344926
3718,11,inf_parietal,153,207,2,7.727742510387663
3719,11,inf_parietal,153,207,3,0.0027392514694772885
3720,11,inf_parietal,153,45,0,210.17947845445624
3721,11,inf_parietal,153,45,1,17.569443640675118
3722,11,inf_parietal,153,45,2,6.9920873447290415
3723,11,inf_parietal,153,45,3,0.07782466124853486
3724,11,inf_parietal,153,99,0,221.16780562308992
3725,11,inf_parietal,153,99,1,18.15383233699862
3726,11,inf_parietal,153,99,2,5.142749713357253
3727,11,inf_parietal,153,99,3,0.04709952052320421
3728,11,inf_parietal,207,153,0,216.91553523281974
3729,11,inf_parietal,207,153,1,17.178047310195915
3730,11,inf_parietal,207,153,2,5.2523097971694215
3731,11,inf_parietal,207,153,3,0.8998129058884865
3732,11,inf_parietal,207,207,0,205.54128600561583
3733,11,inf_parietal,207,207,1,18.51478432314776
3734,11,inf_parietal,207,207,2,6.030988462962611
3735,11,inf_parietal,207,207,3,1.8896110169863998
3736,11,inf_parietal,207,45,0,210.81855436698476
3737,11,inf_parietal,207,45,1,19.789165377422442
3738,11,inf_parietal,207,45,2,7.212279347481354
3739,11,inf_parietal,207,45,3,0.40771508553640434
3740,11,inf_parietal,207,99,0,217.59646188585302
3741,11,inf_parietal,207,99,1,19.300682697306634
3742,11,inf_parietal,207,99,2,4.150452512570078
3743,11,inf_parietal,207,99,3,0.14415022781064213
3744,11,inf_parietal,45,153,0,210.39179231042644
3745,11,inf_parietal,45,153,1,11.747049835362207
3746,11,inf_parietal,45,153,2,3.1588057117667754
3747,11,inf_parietal,45,153,3,
3748,11,inf_parietal,45,207,0,207.9336484016025
