,Participants,Masks,Straight Direction,Rotate Direction,Correlation
528,06,sup_parietal,153,153,-0.04575169556961832
529,06,sup_parietal,153,207,0.025820424837736944
530,06,sup_parietal,153,45,-0.0345273012401168
531,06,sup_parietal,153,99,0.0047527715021366684
532,06,sup_parietal,207,153,-0.10116867880631339
533,06,sup_parietal,207,207,0.13013374484908152
534,06,sup_parietal,207,45,0.033957889036503285
535,06,sup_parietal,207,99,-0.06528718635972498
536,06,sup_parietal,45,153,0.08450842651203978
537,06,sup_parietal,45,207,0.02632076803052015
538,06,sup_parietal,45,45,-0.05893849357875229
539,06,sup_parietal,45,99,-0.08470632818469194
540,06,sup_parietal,99,153,0.049508465905860465
541,06,sup_parietal,99,207,-0.1251681954175261
542,06,sup_parietal,99,45,0.06882780154269441
543,06,sup_parietal,99,99,0.06716597438337824
544,06,inf_parietal,153,153,0.02003573436246999
545,06,inf_parietal,153,207,-0.059089962813327165
546,06,inf_parietal,153,45,0.026464177776070873
547,06,inf_parietal,153,99,0.016074574680080618
548,06,inf_parietal,207,153,0.010707620476059186
549,06,inf_parietal,207,207,0.06658588686158078
550,06,inf_parietal,207,45,-0.03154084575093747
551,06,inf_parietal,207,99,-0.014831770901706256
552,06,inf_parietal,45,153,0.02177503265137739
553,06,inf_parietal,45,207,-0.012960395385412486
554,06,inf_parietal,45,45,-0.04895006597248634
555,06,inf_parietal,45,99,0.036351802647208505
556,06,inf_parietal,99,153,-0.02418825841860978
557,06,inf_parietal,99,207,-0.017129835213238458
558,06,inf_parietal,99,45,0.04559063033193049
559,06,inf_parietal,99,99,-0.02751513827502383
560,06,v5,153,153,0.1600987202382974
561,06,v5,153,207,0.014651878369747746
562,06,v5,153,45,-0.1486573271062634
563,06,v5,153,99,0.009147793123406751
564,06,v5,207,153,0.08885642219055087
565,06,v5,207,207,0.0301605585882714
566,06,v5,207,45,-0.013925397341476901
567,06,v5,207,99,-0.028508751994815427
568,06,v5,45,153,-0.1783870622930616
569,06,v5,45,207,0.034290730650996644
570,06,v5,45,45,0.07670970303713662
571,06,v5,45,99,-0.029196867995503153
572,06,v5,99,153,-0.08596328172802996
573,06,v5,99,207,0.04651899068308789
574,06,v5,99,45,-0.08265164193923696
575,06,v5,99,99,0.1257158139279808
576,07,premotor,153,153,0.00932633937308211
577,07,premotor,153,207,-0.024325202416960044
578,07,premotor,153,45,-0.002239356104529725
579,07,premotor,153,99,0.012305160829409157
580,07,premotor,207,153,0.023258664559216102
581,07,premotor,207,207,0.0008651039937568362
582,07,premotor,207,45,-0.03217028358545051
583,07,premotor,207,99,0.01605238613494373
584,07,premotor,45,153,0.005580101574560184
585,07,premotor,45,207,-0.011036796385630791
586,07,premotor,45,45,0.023472915908127494
587,07,premotor,45,99,-0.018788715437283533
588,07,premotor,99,153,-0.05010714998072892
589,07,premotor,99,207,0.04961043475863982
590,07,premotor,99,45,0.004585379955191763
591,07,premotor,99,99,-0.008447117125007262
592,07,motor,153,153,-0.029934493840873357
593,07,motor,153,207,0.025047972615372185
594,07,motor,153,45,-0.051065976279031304
595,07,motor,153,99,0.04571505279361443
596,07,motor,207,153,0.08124805149820657
597,07,motor,207,207,-0.04105365515816174
598,07,motor,207,45,-0.027557461878833622
599,07,motor,207,99,-0.0066573275279858445
600,07,motor,45,153,-0.031335804844652905
601,07,motor,45,207,-0.01801686935632909
602,07,motor,45,45,0.031060381622446096
603,07,motor,45,99,0.02784090556048537
604,07,motor,99,153,-0.0019245247042928276
605,07,motor,99,207,0.015337206719722014
606,07,motor,99,45,0.0253515774615723
607,07,motor,99,99,-0.041286511750027184
608,07,v1,153,153,-0.04246881409693523
609,07,v1,153,207,0.01778868428511371
610,07,v1,153,45,-0.04113156843290702
611,07,v1,153,99,0.05405741763806207
612,07,v1,207,153,0.050496687989881356
613,07,v1,207,207,-0.06751654762638633
614,07,v1,207,45,-0.003471021459708159
615,07,v1,207,99,0.018664439813825477
616,07,v1,45,153,0.008777334830086473
617,07,v1,45,207,-0.00777088116635357
618,07,v1,45,45,-0.0069540187415220766
619,07,v1,45,99,0.016167070507173007
620,07,v1,99,153,-0.002258604514166658
621,07,v1,99,207,0.07318983774340124
622,07,v1,99,45,0.04541538284880351
623,07,v1,99,99,-0.10779209314698018
624,07,sup_parietal,153,153,-0.010011087960630247
625,07,sup_parietal,153,207,0.031054310775170894
626,07,sup_parietal,153,45,-0.005200697501508134
627,07,sup_parietal,153,99,-0.01956849837998031
628,07,sup_parietal,207,153,0.03508239289842399
629,07,sup_parietal,207,207,-0.020722444032372035
