,Participants,Masks,Straight Direction,Straight Direction_,Correlation
1270,15,motor,207,45,0.29145485025430373
1271,15,motor,207,99,0.3172156346451142
1272,15,motor,45,153,0.3441788760883231
1273,15,motor,45,207,0.2366807110259156
1274,15,motor,45,45,-0.8285842284440414
1275,15,motor,45,99,0.22338786847444253
1276,15,motor,99,153,0.2836471675003556
1277,15,motor,99,207,0.33183873632133415
1278,15,motor,99,45,0.22849725110631697
1279,15,motor,99,99,-0.8558400652483037
1280,15,v1,153,153,-0.7594970643208684
1281,15,v1,153,207,0.32780999880822215
1282,15,v1,153,45,0.1974194650262996
1283,15,v1,153,99,0.24663546476836237
1284,15,v1,207,153,0.3529047522230927
1285,15,v1,207,207,-0.7543100261380411
1286,15,v1,207,45,0.17454836395759296
1287,15,v1,207,99,0.222643792151796
1288,15,v1,45,153,0.17327732739953278
1289,15,v1,45,207,0.18545617097432054
1290,15,v1,45,45,-0.6475941582306697
1291,15,v1,45,99,0.29735016154771754
1292,15,v1,99,153,0.21956920381113104
1293,15,v1,99,207,0.22231763718049424
1294,15,v1,99,45,0.2635424470167711
1295,15,v1,99,99,-0.7533583079014594
1296,15,sup_parietal,153,153,-0.8131257791577474
1297,15,sup_parietal,153,207,0.22371200576533778
1298,15,sup_parietal,153,45,0.3133006347278064
1299,15,sup_parietal,153,99,0.238355490159559
1300,15,sup_parietal,207,153,0.2613644701148573
1301,15,sup_parietal,207,207,-0.8098789882802839
1302,15,sup_parietal,207,45,0.22983886816686872
1303,15,sup_parietal,207,99,0.2675915579390097
1304,15,sup_parietal,45,153,0.2650288424260744
1305,15,sup_parietal,45,207,0.21192522942824724
1306,15,sup_parietal,45,45,-0.8132597565794386
1307,15,sup_parietal,45,99,0.32351344965122353
1308,15,sup_parietal,99,153,0.2595234023972074
1309,15,sup_parietal,99,207,0.2630473269393642
1310,15,sup_parietal,99,45,0.3064339154708017
1311,15,sup_parietal,99,99,-0.7954563517495943
1312,15,inf_parietal,153,153,-0.8216139340100224
1313,15,inf_parietal,153,207,0.21964803694505186
1314,15,inf_parietal,153,45,0.30281766427235973
1315,15,inf_parietal,153,99,0.24744098662057823
1316,15,inf_parietal,207,153,0.23364629037164836
1317,15,inf_parietal,207,207,-0.8420669378999148
1318,15,inf_parietal,207,45,0.28184766588789445
1319,15,inf_parietal,207,99,0.29546330785925395
1320,15,inf_parietal,45,153,0.26207113875603594
1321,15,inf_parietal,45,207,0.22784479372158756
1322,15,inf_parietal,45,45,-0.8447529072353306
1323,15,inf_parietal,45,99,0.3087258438089442
1324,15,inf_parietal,99,153,0.3052208847736272
1325,15,inf_parietal,99,207,0.3242444352471219
1326,15,inf_parietal,99,45,0.2770328905786076
1327,15,inf_parietal,99,99,-0.8357688296163955
1328,15,v5,153,153,-0.8052457664392458
1329,15,v5,153,207,0.3047724263476805
1330,15,v5,153,45,0.20983833578537614
1331,15,v5,153,99,0.30596324620281384
1332,15,v5,207,153,0.29402584283677624
1333,15,v5,207,207,-0.8488409184250851
1334,15,v5,207,45,0.227872098891094
1335,15,v5,207,99,0.23117847572142067
1336,15,v5,45,153,0.3510503772323331
1337,15,v5,45,207,0.31378938008316415
1338,15,v5,45,45,-0.7915190751209171
1339,15,v5,45,99,0.208320519847726
1340,15,v5,99,153,0.21292674444433635
1341,15,v5,99,207,0.19982329458743844
1342,15,v5,99,45,0.33391192301159833
1343,15,v5,99,99,-0.7760824729926312
1344,16,premotor,153,153,-0.8750369564827818
1345,16,premotor,153,207,0.26469477545501097
1346,16,premotor,153,45,0.2789998166309774
1347,16,premotor,153,99,0.3487817829353318
1348,16,premotor,207,153,0.276560097347336
1349,16,premotor,207,207,-0.8660010272519014
1350,16,premotor,207,45,0.31602673867167724
1351,16,premotor,207,99,0.26311086819567653
1352,16,premotor,45,153,0.2887288585172315
1353,16,premotor,45,207,0.33642151870577364
1354,16,premotor,45,45,-0.8356213621383748
1355,16,premotor,45,99,0.19314865569647693
1356,16,premotor,99,153,0.3207059998068926
1357,16,premotor,99,207,0.29343373244632537
1358,16,premotor,99,45,0.2042882397897111
1359,16,premotor,99,99,-0.8662035728096653
1360,16,motor,153,153,-0.8424869230092672
1361,16,motor,153,207,0.2676981330378918
1362,16,motor,153,45,0.25906235755478985
1363,16,motor,153,99,0.30804627299016546
1364,16,motor,207,153,0.26569309257656376
1365,16,motor,207,207,-0.8653560853307312
1366,16,motor,207,45,0.29546761243672276
1367,16,motor,207,99,0.2709320276262318
1368,16,motor,45,153,0.27995285975022155
1369,16,motor,45,207,0.341223653199801
1370,16,motor,45,45,-0.8213790862935262
1371,16,motor,45,99,0.21641957164358733
1372,16,motor,99,153,0.2970263851857923
1373,16,motor,99,207,0.29050822247776037
1374,16,motor,99,45,0.21612797002279877
1375,16,motor,99,99,-0.8417773443519828
1376,16,v1,153,153,-0.7549677386800185
1377,16,v1,153,207,0.3033038827283836
1378,16,v1,153,45,0.21976823566692125
1379,16,v1,153,99,0.22915472674272974
1380,16,v1,207,153,0.32990004458516087
1381,16,v1,207,207,-0.803597409008324
1382,16,v1,207,45,0.20233843624142256
1383,16,v1,207,99,0.23673327729858626
1384,16,v1,45,153,0.17704394317191102
1385,16,v1,45,207,0.2711752800203932
1386,16,v1,45,45,-0.7132131541230811
1387,16,v1,45,99,0.2625330375324447
1388,16,v1,99,153,0.24699860952072678
1389,16,v1,99,207,0.23086616901194765
1390,16,v1,99,45,0.28282766805833903
1391,16,v1,99,99,-0.7634131191018441
1392,16,sup_parietal,153,153,-0.8204224722215228
1393,16,sup_parietal,153,207,0.27495748454254065
1394,16,sup_parietal,153,45,0.1959694735705271
1395,16,sup_parietal,153,99,0.313337936293797
1396,16,sup_parietal,207,153,0.312025890867733
1397,16,sup_parietal,207,207,-0.8422989457644435
1398,16,sup_parietal,207,45,0.32259360334343695
1399,16,sup_parietal,207,99,0.2230596455923463
1400,16,sup_parietal,45,153,0.22573323748728188
1401,16,sup_parietal,45,207,0.32271014519488606
1402,16,sup_parietal,45,45,-0.7730544132878218
1403,16,sup_parietal,45,99,0.21636642830912928
1404,16,sup_parietal,99,153,0.25822431218066466
1405,16,sup_parietal,99,207,0.2253339768036037
1406,16,sup_parietal,99,45,0.2490212371935448
1407,16,sup_parietal,99,99,-0.7991220796819468
1408,16,inf_parietal,153,153,-0.8524074745683619
1409,16,inf_parietal,153,207,0.2690812653687604
1410,16,inf_parietal,153,45,0.22622526211381405
1411,16,inf_parietal,153,99,0.3061753070333739
1412,16,inf_parietal,207,153,0.24944914404392485
1413,16,inf_parietal,207,207,-0.8471641148964026
1414,16,inf_parietal,207,45,0.3105182498873215
1415,16,inf_parietal,207,99,0.29578613147476573
1416,16,inf_parietal,45,153,0.24576506567997974
1417,16,inf_parietal,45,207,0.3439816973440728
1418,16,inf_parietal,45,45,-0.7899345379551099
1419,16,inf_parietal,45,99,0.18482413148653792
1420,16,inf_parietal,99,153,0.33181414993912917
1421,16,inf_parietal,99,207,0.26727242901968207
1422,16,inf_parietal,99,45,0.2148676659758884
1423,16,inf_parietal,99,99,-0.8392549239509699
1424,16,v5,153,153,-0.7622172277677306
1425,16,v5,153,207,0.2794291676335506
1426,16,v5,153,45,0.16113092243289956
1427,16,v5,153,99,0.3059267083353013
1428,16,v5,207,153,0.2586040078131634
1429,16,v5,207,207,-0.8210299426970168
1430,16,v5,207,45,0.24042736637196532
1431,16,v5,207,99,0.3199030002622058
1432,16,v5,45,153,0.1703396087118664
1433,16,v5,45,207,0.2335676145455448
1434,16,v5,45,45,-0.7616206974679919
1435,16,v5,45,99,0.31375020598413095
1436,16,v5,99,153,0.33455584084075596
1437,16,v5,99,207,0.24408122580649422
1438,16,v5,99,45,0.26969666390296054
1439,16,v5,99,99,-0.8562270326841357
1440,17,premotor,153,153,-0.855309855035226
1441,17,premotor,153,207,0.29726014427276287
1442,17,premotor,153,45,0.23037340413119056
1443,17,premotor,153,99,0.31689964565939954
1444,17,premotor,207,153,0.27560346164403526
1445,17,premotor,207,207,-0.8615710312832019
1446,17,premotor,207,45,0.33986940355856265
1447,17,premotor,207,99,0.23447559498112558
1448,17,premotor,45,153,0.2651054805519282
1449,17,premotor,45,207,0.28961415018554815
1450,17,premotor,45,45,-0.8529088162791113
1451,17,premotor,45,99,0.28466796703582553
1452,17,premotor,99,153,0.2984082338323578
1453,17,premotor,99,207,0.26739557343576736
1454,17,premotor,99,45,0.2390723321681463
1455,17,premotor,99,99,-0.804149223702866
1456,17,motor,153,153,-0.8517746529977792
1457,17,motor,153,207,0.32953057407774655
1458,17,motor,153,45,0.2396184763745064
1459,17,motor,153,99,0.2923931238131507
1460,17,motor,207,153,0.30425077976853915
1461,17,motor,207,207,-0.846861577992673
1462,17,motor,207,45,0.28211763650887584
1463,17,motor,207,99,0.23340822915364282
1464,17,motor,45,153,0.25742833397151943
1465,17,motor,45,207,0.22994989961808618
1466,17,motor,45,45,-0.8211758725677136
1467,17,motor,45,99,0.279141421190595
1468,17,motor,99,153,0.30076888299411386
1469,17,motor,99,207,0.24626134048235393
1470,17,motor,99,45,0.23759315490746485
1471,17,motor,99,99,-0.8025677865899856
1472,17,v1,153,153,-0.8058866205742212
1473,17,v1,153,207,0.3914781069619837
1474,17,v1,153,45,0.12261540627355667
1475,17,v1,153,99,0.3172189992027562
1476,17,v1,207,153,0.3896847540248004
1477,17,v1,207,207,-0.8133872658242434
1478,17,v1,207,45,0.2946997463985415
1479,17,v1,207,99,0.12864866811761166
1480,17,v1,45,153,0.14830114113661055
1481,17,v1,45,207,0.23798278500464687
1482,17,v1,45,45,-0.8049861124185572
1483,17,v1,45,99,0.32366976727622004
1484,17,v1,99,153,0.3038553538643773
1485,17,v1,99,207,0.2249645765719132
1486,17,v1,99,45,0.2555240930502946
1487,17,v1,99,99,-0.7857091019091599
1488,17,sup_parietal,153,153,-0.8221708941256829
1489,17,sup_parietal,153,207,0.3311120102651951
1490,17,sup_parietal,153,45,0.2120548710472957
1491,17,sup_parietal,153,99,0.3222178366562084
1492,17,sup_parietal,207,153,0.2590431567836882
1493,17,sup_parietal,207,207,-0.810082312962927
1494,17,sup_parietal,207,45,0.22599193043341562
1495,17,sup_parietal,207,99,0.2427409740603087
1496,17,sup_parietal,45,153,0.279525394218817
1497,17,sup_parietal,45,207,0.125655781407829
1498,17,sup_parietal,45,45,-0.7700291377993669
1499,17,sup_parietal,45,99,0.2196334291744801
1500,17,sup_parietal,99,153,0.3462681937831956
1501,17,sup_parietal,99,207,0.24069436563225277
1502,17,sup_parietal,99,45,0.2585131365804407
1503,17,sup_parietal,99,99,-0.7888478853471133
1504,17,inf_parietal,153,153,-0.8573434247517012
1505,17,inf_parietal,153,207,0.33829456189418255
1506,17,inf_parietal,153,45,0.2566394720474763
1507,17,inf_parietal,153,99,0.28227300572875824
1508,17,inf_parietal,207,153,0.31237526618882877
1509,17,inf_parietal,207,207,-0.8652910679170588
1510,17,inf_parietal,207,45,0.29525503201367587
1511,17,inf_parietal,207,99,0.2281373151196286
1512,17,inf_parietal,45,153,0.2648545039133926
1513,17,inf_parietal,45,207,0.2829482459719956
1514,17,inf_parietal,45,45,-0.8407771673006976
1515,17,inf_parietal,45,99,0.2632852484549003
1516,17,inf_parietal,99,153,0.2722927499371521
1517,17,inf_parietal,99,207,0.24724797763600728
1518,17,inf_parietal,99,45,0.25230516390048213
1519,17,inf_parietal,99,99,-0.7996971888205557
1520,17,v5,153,153,-0.743520749169109
1521,17,v5,153,207,0.23718760730533578
1522,17,v5,153,45,0.14537742281738028
1523,17,v5,153,99,0.28440515080568246
1524,17,v5,207,153,0.2698310767919
1525,17,v5,207,207,-0.753283861448016
1526,17,v5,207,45,0.2870139938518742
1527,17,v5,207,99,0.18532961152584038
1528,17,v5,45,153,0.1959732193710017
1529,17,v5,45,207,0.36103868192159694
1530,17,v5,45,45,-0.7725942211537566
1531,17,v5,45,99,0.19687878624268312
1532,17,v5,99,153,0.3262322493088911
1533,17,v5,99,207,0.20738785222292466
1534,17,v5,99,45,0.2380286991452278
1535,17,v5,99,99,-0.7365596760055667
1536,18,premotor,153,153,-0.8776311247656235
1537,18,premotor,153,207,0.308256036150513
1538,18,premotor,153,45,0.23586051806263564
1539,18,premotor,153,99,0.30813171142319445
1540,18,premotor,207,153,0.27618023471269393
1541,18,premotor,207,207,-0.876139642844969
1542,18,premotor,207,45,0.3647334829380074
1543,18,premotor,207,99,0.2776881883135564
1544,18,premotor,45,153,0.266555534308641
1545,18,premotor,45,207,0.3624634104684545
1546,18,premotor,45,45,-0.8680503120523255
1547,18,premotor,45,99,0.23310688900395973
1548,18,premotor,99,153,0.3529443117251477
1549,18,premotor,99,207,0.2401822347045477
1550,18,premotor,99,45,0.24104428364058345
1551,18,premotor,99,99,-0.879610404512084
1552,18,motor,153,153,-0.85843838187846
1553,18,motor,153,207,0.2872364019678929
1554,18,motor,153,45,0.27082074021304525
1555,18,motor,153,99,0.27689596953436324
1556,18,motor,207,153,0.24881229345881606
1557,18,motor,207,207,-0.8551023908640357
1558,18,motor,207,45,0.3478498586147817
1559,18,motor,207,99,0.24342125234612216
1560,18,motor,45,153,0.2837586882305884
1561,18,motor,45,207,0.3448626022678095
1562,18,motor,45,45,-0.8467882017478616
1563,18,motor,45,99,0.24308598678624882
1564,18,motor,99,153,0.32565785651439194
1565,18,motor,99,207,0.2224915750799688
1566,18,motor,99,45,0.24902011663253806
1567,18,motor,99,99,-0.8697337695767753
1568,18,v1,153,153,-0.7575273736600435
1569,18,v1,153,207,0.2799320571698
1570,18,v1,153,45,0.2539488736612632
1571,18,v1,153,99,0.22009191782436835
1572,18,v1,207,153,0.3178230184985906
1573,18,v1,207,207,-0.7721701932708525
1574,18,v1,207,45,0.24256630888331648
1575,18,v1,207,99,0.20649945798595176
1576,18,v1,45,153,0.23728063262147245
1577,18,v1,45,207,0.23826989236890594
1578,18,v1,45,45,-0.7512055573474182
1579,18,v1,45,99,0.2907757880805878
1580,18,v1,99,153,0.20448795816188567
1581,18,v1,99,207,0.269827537566799
1582,18,v1,99,45,0.22271156512651102
1583,18,v1,99,99,-0.7523910180376435
1584,18,sup_parietal,153,153,-0.8224844784628593
1585,18,sup_parietal,153,207,0.25478124815168546
1586,18,sup_parietal,153,45,0.22620797364756773
1587,18,sup_parietal,153,99,0.3303239730247606
1588,18,sup_parietal,207,153,0.24704608874134887
1589,18,sup_parietal,207,207,-0.798291229173923
1590,18,sup_parietal,207,45,0.32236992498755634
1591,18,sup_parietal,207,99,0.23739349854010747
1592,18,sup_parietal,45,153,0.2534187312258664
1593,18,sup_parietal,45,207,0.334770647409272
1594,18,sup_parietal,45,45,-0.8074526684272468
1595,18,sup_parietal,45,99,0.1710454009125193
1596,18,sup_parietal,99,153,0.3207287847745921
1597,18,sup_parietal,99,207,0.1665777661589136
1598,18,sup_parietal,99,45,0.2613338513967484
1599,18,sup_parietal,99,99,-0.7922961933326017
1600,18,inf_parietal,153,153,-0.8516572790633796
1601,18,inf_parietal,153,207,0.27393423709773873
1602,18,inf_parietal,153,45,0.25174142861371773
1603,18,inf_parietal,153,99,0.3020701203436066
1604,18,inf_parietal,207,153,0.2542238486053403
1605,18,inf_parietal,207,207,-0.8381791917178303
1606,18,inf_parietal,207,45,0.34429598053342075
1607,18,inf_parietal,207,99,0.26590093363948486
1608,18,inf_parietal,45,153,0.2610406748814611
1609,18,inf_parietal,45,207,0.39226745859548917
1610,18,inf_parietal,45,45,-0.8634141741872379
1611,18,inf_parietal,45,99,0.23480985322794623
1612,18,inf_parietal,99,153,0.33002192802168
1613,18,inf_parietal,99,207,0.20952729400884418
1614,18,inf_parietal,99,45,0.22824300371663342
1615,18,inf_parietal,99,99,-0.8482763333802095
1616,18,v5,153,153,-0.8190208219276492
1617,18,v5,153,207,0.3127019182615195
1618,18,v5,153,45,0.28247153488561744
1619,18,v5,153,99,0.24013129228668875
1620,18,v5,207,153,0.33034966177092434
1621,18,v5,207,207,-0.7798276709514435
1622,18,v5,207,45,0.2082783592728762
1623,18,v5,207,99,0.21546219841748532
1624,18,v5,45,153,0.28466990577829443
1625,18,v5,45,207,0.21523856175484882
1626,18,v5,45,45,-0.8004572119209192
1627,18,v5,45,99,0.24387413793513812
1628,18,v5,99,153,0.2203485630867276
1629,18,v5,99,207,0.2696685137160386
1630,18,v5,99,45,0.2452871739514445
1631,18,v5,99,99,-0.7747052049561558
1632,19,premotor,153,153,-0.8811356354664196
1633,19,premotor,153,207,0.2352767364799718
1634,19,premotor,153,45,0.27237565760069027
1635,19,premotor,153,99,0.33160179698012443
1636,19,premotor,207,153,0.21877874198616684
1637,19,premotor,207,207,-0.8523650494668542
1638,19,premotor,207,45,0.3486800688078264
1639,19,premotor,207,99,0.24115001491321317
1640,19,premotor,45,153,0.28571625176196214
1641,19,premotor,45,207,0.33766576236978463
1642,19,premotor,45,45,-0.8711621174359142
1643,19,premotor,45,99,0.2836028974771077
1644,19,premotor,99,153,0.32619052920445546
1645,19,premotor,99,207,0.23795554566756316
1646,19,premotor,99,45,0.2912402768556698
1647,19,premotor,99,99,-0.8771598710574644
1648,19,motor,153,153,-0.8771532833130715
1649,19,motor,153,207,0.27024039235426855
1650,19,motor,153,45,0.24880043859559736
1651,19,motor,153,99,0.34730811688335894
1652,19,motor,207,153,0.24344177208869433
1653,19,motor,207,207,-0.8379658526932519
1654,19,motor,207,45,0.31833744202706715
1655,19,motor,207,99,0.25241879169736225
1656,19,motor,45,153,0.2569160552480244
1657,19,motor,45,207,0.308117833029129
1658,19,motor,45,45,-0.8553483364467118
1659,19,motor,45,99,0.23173793589598227
1660,19,motor,99,153,0.33663127662175835
1661,19,motor,99,207,0.22980986396236053
1662,19,motor,99,45,0.2598136738329596
1663,19,motor,99,99,-0.8443197901148974
1664,19,v1,153,153,-0.8368432022605177
1665,19,v1,153,207,0.2148073142709446
1666,19,v1,153,45,0.2752119485192731
1667,19,v1,153,99,0.3015263908653992
1668,19,v1,207,153,0.24880074853919656
1669,19,v1,207,207,-0.752637936883169
1670,19,v1,207,45,0.31270397225717317
1671,19,v1,207,99,0.16757634259508963
1672,19,v1,45,153,0.27304999721607526
1673,19,v1,45,207,0.24530214752493618
1674,19,v1,45,45,-0.8037751575954506
1675,19,v1,45,99,0.3044302072729879
1676,19,v1,99,153,0.267099778749081
1677,19,v1,99,207,0.2503707050253997
1678,19,v1,99,45,0.2837168693504888
1679,19,v1,99,99,-0.8166810546451965
1680,19,sup_parietal,153,153,-0.8411592685949111
1681,19,sup_parietal,153,207,0.29724173611814947
1682,19,sup_parietal,153,45,0.2666496492650526
1683,19,sup_parietal,153,99,0.264072788660663
1684,19,sup_parietal,207,153,0.26900200943980934
1685,19,sup_parietal,207,207,-0.7947590251558339
1686,19,sup_parietal,207,45,0.2572688677591368
1687,19,sup_parietal,207,99,0.21553666441444513
1688,19,sup_parietal,45,153,0.25380851482621686
1689,19,sup_parietal,45,207,0.25978401296820486
1690,19,sup_parietal,45,45,-0.8425765338542552
1691,19,sup_parietal,45,99,0.26676046974083
1692,19,sup_parietal,99,153,0.2798835980794954
1693,19,sup_parietal,99,207,0.2021003550833006
1694,19,sup_parietal,99,45,0.3754923961704285
1695,19,sup_parietal,99,99,-0.837344296939405
1696,19,inf_parietal,153,153,-0.8485135327596934
1697,19,inf_parietal,153,207,0.22600823642104878
1698,19,inf_parietal,153,45,0.2538953474713946
1699,19,inf_parietal,153,99,0.329355756461959
1700,19,inf_parietal,207,153,0.21114467922931895
1701,19,inf_parietal,207,207,-0.8063320162526854
1702,19,inf_parietal,207,45,0.3177948803543772
1703,19,inf_parietal,207,99,0.1763292799767573
1704,19,inf_parietal,45,153,0.31148189696932466
1705,19,inf_parietal,45,207,0.30589010589797067
1706,19,inf_parietal,45,45,-0.8496394548373731
1707,19,inf_parietal,45,99,0.2649190502972585
1708,19,inf_parietal,99,153,0.29716227361191283
1709,19,inf_parietal,99,207,0.2260773791276443
1710,19,inf_parietal,99,45,0.2914042145551217
1711,19,inf_parietal,99,99,-0.8269006149267658
1712,19,v5,153,153,-0.7796260137299198
1713,19,v5,153,207,0.23244344374517417
1714,19,v5,153,45,0.20972431021173643
1715,19,v5,153,99,0.3430627583772475
1716,19,v5,207,153,0.1360713034710226
1717,19,v5,207,207,-0.75471948815176
1718,19,v5,207,45,0.3131534115134187
1719,19,v5,207,99,0.27917189813276466
1720,19,v5,45,153,0.23831470570251517
1721,19,v5,45,207,0.35384338378239666
1722,19,v5,45,45,-0.7747723595689366
1723,19,v5,45,99,0.22356233875909098
1724,19,v5,99,153,0.3907142993693341
1725,19,v5,99,207,0.13415020235164837
1726,19,v5,99,45,0.21976603407542702
1727,19,v5,99,99,-0.8132507762230797
1728,20,premotor,153,153,-0.8668306017973659
1729,20,premotor,153,207,0.2109696217406653
1730,20,premotor,153,45,0.2873509537006823
1731,20,premotor,153,99,0.3210849932479873
1732,20,premotor,207,153,0.23524333641673137
1733,20,premotor,207,207,-0.8857355853730505
1734,20,premotor,207,45,0.32154510781968804
1735,20,premotor,207,99,0.30709933144353885
1736,20,premotor,45,153,0.2923790528326611
1737,20,premotor,45,207,0.3360005697650168
1738,20,premotor,45,45,-0.8869024436831087
1739,20,premotor,45,99,0.2914232685514372
1740,20,premotor,99,153,0.27992435557726913
1741,20,premotor,99,207,0.2880492373025032
1742,20,premotor,99,45,0.32298195326303775
1743,20,premotor,99,99,-0.8927053687285809
1744,20,motor,153,153,-0.8696134877139702
1745,20,motor,153,207,0.15312802104282108
1746,20,motor,153,45,0.3210269238470095
1747,20,motor,153,99,0.3342881245869279
1748,20,motor,207,153,0.20232984512274216
1749,20,motor,207,207,-0.8729696699855178
1750,20,motor,207,45,0.33910247986714026
1751,20,motor,207,99,0.33554196206641396
1752,20,motor,45,153,0.30669945815438965
1753,20,motor,45,207,0.3867608134448965
1754,20,motor,45,45,-0.874417957965552
1755,20,motor,45,99,0.22516176825113907
1756,20,motor,99,153,0.3087533634033064
1757,20,motor,99,207,0.2920422512315398
1758,20,motor,99,45,0.2231999311204766
1759,20,motor,99,99,-0.8677968317447601
1760,20,v1,153,153,-0.8251676852001321
1761,20,v1,153,207,0.27306275834059535
1762,20,v1,153,45,0.23452534868114522
1763,20,v1,153,99,0.30960722003913677
1764,20,v1,207,153,0.2612298995895075
1765,20,v1,207,207,-0.7894043261857091
1766,20,v1,207,45,0.27920697846528886
1767,20,v1,207,99,0.2104841830295821
1768,20,v1,45,153,0.2676685852477697
1769,20,v1,45,207,0.28803684911436467
1770,20,v1,45,45,-0.8371383063466844
1771,20,v1,45,99,0.2778049468454169
1772,20,v1,99,153,0.26999285117726335
1773,20,v1,99,207,0.21873589052052578
1774,20,v1,99,45,0.33571271868986796
1775,20,v1,99,99,-0.8210616178317176
1776,20,sup_parietal,153,153,-0.8275156112629111
1777,20,sup_parietal,153,207,0.193324452418428
1778,20,sup_parietal,153,45,0.35537718384990946
1779,20,sup_parietal,153,99,0.201530407871101
1780,20,sup_parietal,207,153,0.22003441034119756
1781,20,sup_parietal,207,207,-0.8174551690322153
1782,20,sup_parietal,207,45,0.19931747407102302
1783,20,sup_parietal,207,99,0.2697458655249544
1784,20,sup_parietal,45,153,0.3205441883135608
1785,20,sup_parietal,45,207,0.34010793710731246
1786,20,sup_parietal,45,45,-0.8242725236203412
1787,20,sup_parietal,45,99,0.2626120321128401
1788,20,sup_parietal,99,153,0.21204289685545247
1789,20,sup_parietal,99,207,0.2239752297840261
1790,20,sup_parietal,99,45,0.32075056654901163
1791,20,sup_parietal,99,99,-0.7747424293620679
1792,20,inf_parietal,153,153,-0.8536590168003176
1793,20,inf_parietal,153,207,0.18051409861995604
1794,20,inf_parietal,153,45,0.31921964072775355
1795,20,inf_parietal,153,99,0.3143606793246192
1796,20,inf_parietal,207,153,0.22261062346899158
1797,20,inf_parietal,207,207,-0.8479281775043345
1798,20,inf_parietal,207,45,0.30740178022181475
1799,20,inf_parietal,207,99,0.30721278378788597
1800,20,inf_parietal,45,153,0.29202447475231297
1801,20,inf_parietal,45,207,0.3737998553241456
1802,20,inf_parietal,45,45,-0.8623985878493372
1803,20,inf_parietal,45,99,0.19988139318437997
1804,20,inf_parietal,99,153,0.30350201294013596
1805,20,inf_parietal,99,207,0.25257446818397006
1806,20,inf_parietal,99,45,0.2682655132677729
1807,20,inf_parietal,99,99,-0.860027458915574
1808,20,v5,153,153,-0.8694316887458459
1809,20,v5,153,207,0.13263236129987868
1810,20,v5,153,45,0.29004379311398815
1811,20,v5,153,99,0.3583360730038941
1812,20,v5,207,153,0.27493293942775454
1813,20,v5,207,207,-0.7612301384752552
1814,20,v5,207,45,0.23406938733421456
1815,20,v5,207,99,0.2512533644220012
1816,20,v5,45,153,0.2578289535877736
1817,20,v5,45,207,0.2528339757203808
1818,20,v5,45,45,-0.7374728343270377
1819,20,v5,45,99,0.17848175671557182
1820,20,v5,99,153,0.212776081388799
1821,20,v5,99,207,0.33340353802798506
1822,20,v5,99,45,0.19371491420174844
1823,20,v5,99,99,-0.7906100818507302
1824,22,premotor,153,153,-0.8881648922134208
1825,22,premotor,153,207,0.2964506875285626
1826,22,premotor,153,45,0.26854895869363227
1827,22,premotor,153,99,0.31216191486251976
1828,22,premotor,207,153,0.30508257320742027
1829,22,premotor,207,207,-0.8879235090964834
1830,22,premotor,207,45,0.2715381989118144
1831,22,premotor,207,99,0.30347046165055314
1832,22,premotor,45,153,0.25682464542820405
1833,22,premotor,45,207,0.3159334727465154
1834,22,premotor,45,45,-0.8764523087840217
1835,22,premotor,45,99,0.27560695593364015
1836,22,premotor,99,153,0.30711878004339654
1837,22,premotor,99,207,0.28164681626746507
1838,22,premotor,99,45,0.3152708747159455
1839,22,premotor,99,99,-0.8886007392257813
1840,22,motor,153,153,-0.8646275757231868
1841,22,motor,153,207,0.31912367370577643
1842,22,motor,153,45,0.21908972274199073
1843,22,motor,153,99,0.31114983947662617
1844,22,motor,207,153,0.3104401916551126
1845,22,motor,207,207,-0.868694280238947
1846,22,motor,207,45,0.2793069320538797
1847,22,motor,207,99,0.28519473344404894
1848,22,motor,45,153,0.22087436649792924
1849,22,motor,45,207,0.30721777175939424
1850,22,motor,45,45,-0.8540367127488115
1851,22,motor,45,99,0.28123034649012213
1852,22,motor,99,153,0.2789207589276468
1853,22,motor,99,207,0.23535419830027632
1854,22,motor,99,45,0.34875205912922996
1855,22,motor,99,99,-0.8770412533574319
1856,22,v1,153,153,-0.8207238221712894
1857,22,v1,153,207,0.3727003696040252
1858,22,v1,153,45,0.20452670165614356
1859,22,v1,153,99,0.2440059118066955
1860,22,v1,207,153,0.3422218405541525
1861,22,v1,207,207,-0.8175641639377572
1862,22,v1,207,45,0.21933797172142527
1863,22,v1,207,99,0.268393295325313
1864,22,v1,45,153,0.2527258489875613
1865,22,v1,45,207,0.2501620815572875
1866,22,v1,45,45,-0.8084600659337315
1867,22,v1,45,99,0.231205183165198
1868,22,v1,99,153,0.23419283660802942
1869,22,v1,99,207,0.2502682908075415
1870,22,v1,99,45,0.3053605484681799
1871,22,v1,99,99,-0.7843685024507618
1872,22,sup_parietal,153,153,-0.8626972194872272
1873,22,sup_parietal,153,207,0.3379033522483367
1874,22,sup_parietal,153,45,0.23869985737664348
1875,22,sup_parietal,153,99,0.29639868736567665
1876,22,sup_parietal,207,153,0.3009091296639054
1877,22,sup_parietal,207,207,-0.866313459235822
1878,22,sup_parietal,207,45,0.21833290359887214
1879,22,sup_parietal,207,99,0.31226272458786974
1880,22,sup_parietal,45,153,0.26784495763968164
1881,22,sup_parietal,45,207,0.22764656303250208
1882,22,sup_parietal,45,45,-0.8601459503190018
1883,22,sup_parietal,45,99,0.3031917598577859
1884,22,sup_parietal,99,153,0.3073137644377712
1885,22,sup_parietal,99,207,0.23553087802693723
