,Participants,Masks,Straight Direction,Straight Direction_,Correlation
639,07,sup_parietal,99,99,-0.769718613837927
640,07,inf_parietal,153,153,-0.8153140861524972
641,07,inf_parietal,153,207,0.3206777544214476
642,07,inf_parietal,153,45,0.24572300177153605
643,07,inf_parietal,153,99,0.2710124341438307
644,07,inf_parietal,207,153,0.29413848792964525
645,07,inf_parietal,207,207,-0.8013941550188685
646,07,inf_parietal,207,45,0.26466293163887056
647,07,inf_parietal,207,99,0.23464302348007543
648,07,inf_parietal,45,153,0.22202651178046912
649,07,inf_parietal,45,207,0.27293041754047415
650,07,inf_parietal,45,45,-0.8397868170348849
651,07,inf_parietal,45,99,0.2842834988663481
652,07,inf_parietal,99,153,0.28066875746621234
653,07,inf_parietal,99,207,0.1939423434778504
654,07,inf_parietal,99,45,0.302412318209105
655,07,inf_parietal,99,99,-0.811719737843196
656,07,v5,153,153,-0.7963582337164179
657,07,v5,153,207,0.3475923108919247
658,07,v5,153,45,0.3048202838887077
659,07,v5,153,99,0.1797367900847169
660,07,v5,207,153,0.3529363499823855
661,07,v5,207,207,-0.8007683482635162
662,07,v5,207,45,0.12579941560809121
663,07,v5,207,99,0.30226880880396945
664,07,v5,45,153,0.2804391287220527
665,07,v5,45,207,0.19277981611380637
666,07,v5,45,45,-0.76545534148477
667,07,v5,45,99,0.24521851388204474
668,07,v5,99,153,0.1893699024951544
669,07,v5,99,207,0.26616448384816027
670,07,v5,99,45,0.32969092067747496
671,07,v5,99,99,-0.8248213584790425
672,08,premotor,153,153,-0.8559562820168848
673,08,premotor,153,207,0.33636554695499454
674,08,premotor,153,45,0.2546681092818201
675,08,premotor,153,99,0.23051802198208377
676,08,premotor,207,153,0.3203419906997416
677,08,premotor,207,207,-0.8460191197179676
678,08,premotor,207,45,0.2816138277292237
679,08,premotor,207,99,0.22894108742920954
680,08,premotor,45,153,0.2894335529458326
681,08,premotor,45,207,0.2555338846667603
682,08,premotor,45,45,-0.8781636714689481
683,08,premotor,45,99,0.3496135163529991
684,08,premotor,99,153,0.24245994507566035
685,08,premotor,99,207,0.22691667446688038
686,08,premotor,99,45,0.349260551016196
687,08,premotor,99,99,-0.8303702419409579
688,08,motor,153,153,-0.8529813848547282
689,08,motor,153,207,0.3083275925113256
690,08,motor,153,45,0.29315129298680176
691,08,motor,153,99,0.25586121908042003
692,08,motor,207,153,0.32369755390542343
693,08,motor,207,207,-0.8503432792249523
694,08,motor,207,45,0.2939856775993726
695,08,motor,207,99,0.213888508332573
696,08,motor,45,153,0.23584851129789267
697,08,motor,45,207,0.2966742600111505
698,08,motor,45,45,-0.8417638486059046
699,08,motor,45,99,0.28685750507017693
700,08,motor,99,153,0.29638504817046546
701,08,motor,99,207,0.23021154570326297
702,08,motor,99,45,0.2680414606675849
703,08,motor,99,99,-0.8044513482972494
704,08,v1,153,153,-0.8064192061193638
705,08,v1,153,207,0.2786693698350682
706,08,v1,153,45,0.27060814743666417
707,08,v1,153,99,0.22177014608351842
708,08,v1,207,153,0.27801240545666833
709,08,v1,207,207,-0.8374156295113578
710,08,v1,207,45,0.25658552940668344
711,08,v1,207,99,0.28143895721641443
712,08,v1,45,153,0.2821861021257394
713,08,v1,45,207,0.24397380492548687
714,08,v1,45,45,-0.8112914503816416
715,08,v1,45,99,0.29501055981310964
716,08,v1,99,153,0.21701240978162525
717,08,v1,99,207,0.266149585554892
718,08,v1,99,45,0.330970743138838
719,08,v1,99,99,-0.8426067919721549
720,08,sup_parietal,153,153,-0.8134940220098053
721,08,sup_parietal,153,207,0.25607543368068775
722,08,sup_parietal,153,45,0.2776749040049693
723,08,sup_parietal,153,99,0.26345775412407757
724,08,sup_parietal,207,153,0.27374385741394813
725,08,sup_parietal,207,207,-0.7866019215056614
726,08,sup_parietal,207,45,0.29759485386576245
727,08,sup_parietal,207,99,0.1812955544204658
728,08,sup_parietal,45,153,0.2921709469838033
729,08,sup_parietal,45,207,0.27947193895468225
730,08,sup_parietal,45,45,-0.828977835411365
731,08,sup_parietal,45,99,0.30107684859132156
732,08,sup_parietal,99,153,0.22807114019326166
733,08,sup_parietal,99,207,0.22106673329318763
734,08,sup_parietal,99,45,0.27447427564250126
735,08,sup_parietal,99,99,-0.8220728889023314
736,08,inf_parietal,153,153,-0.8296463093466548
737,08,inf_parietal,153,207,0.27083635580004595
738,08,inf_parietal,153,45,0.26133091218004906
739,08,inf_parietal,153,99,0.26829798529985716
740,08,inf_parietal,207,153,0.28203161209798056
741,08,inf_parietal,207,207,-0.8363976508976579
742,08,inf_parietal,207,45,0.26140456925827416
743,08,inf_parietal,207,99,0.24895850378888168
744,08,inf_parietal,45,153,0.30467692661191137
745,08,inf_parietal,45,207,0.22520893199165898
746,08,inf_parietal,45,45,-0.8542264145802141
747,08,inf_parietal,45,99,0.31844846201777177
748,08,inf_parietal,99,153,0.22343639677296936
749,08,inf_parietal,99,207,0.27223345472654314
750,08,inf_parietal,99,45,0.35003117374700676
751,08,inf_parietal,99,99,-0.8245578142519226
752,08,v5,153,153,-0.7935273837078622
753,08,v5,153,207,0.32691523549591833
754,08,v5,153,45,0.23089785568664786
755,08,v5,153,99,0.22560682115529887
756,08,v5,207,153,0.2801460733702241
757,08,v5,207,207,-0.7917575874587559
758,08,v5,207,45,0.24292161550803126
759,08,v5,207,99,0.19818872276910898
760,08,v5,45,153,0.23267356013977453
761,08,v5,45,207,0.22237309731458632
762,08,v5,45,45,-0.7439251602807383
763,08,v5,45,99,0.2719824732339652
764,08,v5,99,153,0.20231562258289373
765,08,v5,99,207,0.21793220036578106
766,08,v5,99,45,0.29354447180548254
767,08,v5,99,99,-0.773276335642266
768,09,premotor,153,153,-0.8825683171746097
769,09,premotor,153,207,0.2655329443568929
770,09,premotor,153,45,0.2524640388175796
771,09,premotor,153,99,0.2858551114215815
772,09,premotor,207,153,0.2749018130309184
773,09,premotor,207,207,-0.8804479928564012
774,09,premotor,207,45,0.36392919977140836
775,09,premotor,207,99,0.2663537142477051
776,09,premotor,45,153,0.22302997349386172
777,09,premotor,45,207,0.3613117343039219
778,09,premotor,45,45,-0.8758792371887778
779,09,premotor,45,99,0.310850725948827
780,09,premotor,99,153,0.3043782125308097
781,09,premotor,99,207,0.2419480100290479
782,09,premotor,99,45,0.31721555129845713
783,09,premotor,99,99,-0.8806229320102154
784,09,motor,153,153,-0.8699343499115213
785,09,motor,153,207,0.2739898793428349
786,09,motor,153,45,0.2414215762532692
787,09,motor,153,99,0.29508431448391115
788,09,motor,207,153,0.2823446182485361
789,09,motor,207,207,-0.8601465170068776
790,09,motor,207,45,0.33884916607874627
791,09,motor,207,99,0.26994279829728396
792,09,motor,45,153,0.22960195380941323
793,09,motor,45,207,0.34091182870583553
794,09,motor,45,45,-0.8443156806191264
795,09,motor,45,99,0.26825040949379647
796,09,motor,99,153,0.28324017378785765
797,09,motor,99,207,0.2467935643661954
798,09,motor,99,45,0.302519089937586
799,09,motor,99,99,-0.8721201790703974
800,09,v1,153,153,-0.8571112852639395
801,09,v1,153,207,0.24428113464186277
802,09,v1,153,45,0.22458266845543573
803,09,v1,153,99,0.3347175082245567
804,09,v1,207,153,0.23537705297840078
805,09,v1,207,207,-0.8495983210611595
806,09,v1,207,45,0.3725620605253865
807,09,v1,207,99,0.2616362073474271
808,09,v1,45,153,0.22599226791529953
809,09,v1,45,207,0.3677002893447528
810,09,v1,45,45,-0.822965459639839
811,09,v1,45,99,0.23558494693508317
812,09,v1,99,153,0.34586559704388065
813,09,v1,99,207,0.23983949436051638
814,09,v1,99,45,0.25148639382712124
815,09,v1,99,99,-0.8666272184779711
816,09,sup_parietal,153,153,-0.8210123338527506
817,09,sup_parietal,153,207,0.2358167903337809
818,09,sup_parietal,153,45,0.21556085628380356
819,09,sup_parietal,153,99,0.2872570293058403
820,09,sup_parietal,207,153,0.1850814447825448
821,09,sup_parietal,207,207,-0.8303235417458188
822,09,sup_parietal,207,45,0.3145273559765483
823,09,sup_parietal,207,99,0.3042973585823064
824,09,sup_parietal,45,153,0.22380541996993175
825,09,sup_parietal,45,207,0.3160996427700775
826,09,sup_parietal,45,45,-0.8176156937566625
827,09,sup_parietal,45,99,0.25173727682264013
828,09,sup_parietal,99,153,0.29696686769941705
829,09,sup_parietal,99,207,0.25376570164888623
830,09,sup_parietal,99,45,0.3010793240171138
831,09,sup_parietal,99,99,-0.8550093042141393
832,09,inf_parietal,153,153,-0.8502056442508962
833,09,inf_parietal,153,207,0.1780969763046965
834,09,inf_parietal,153,45,0.2922181887559824
835,09,inf_parietal,153,99,0.2824658368731974
836,09,inf_parietal,207,153,0.24121784756663922
837,09,inf_parietal,207,207,-0.8415608564739838
838,09,inf_parietal,207,45,0.31162866293966246
839,09,inf_parietal,207,99,0.27476434210395956
840,09,inf_parietal,45,153,0.26471400217343066
841,09,inf_parietal,45,207,0.3585999241834276
842,09,inf_parietal,45,45,-0.8497648557630264
843,09,inf_parietal,45,99,0.2956250923548853
844,09,inf_parietal,99,153,0.248123327456375
845,09,inf_parietal,99,207,0.2849782690131556
846,09,inf_parietal,99,45,0.28753686348585766
847,09,inf_parietal,99,99,-0.8700366139391003
848,09,v5,153,153,-0.837099446933598
849,09,v5,153,207,0.17803350513241964
850,09,v5,153,45,0.28367448621066493
851,09,v5,153,99,0.2547332751096869
852,09,v5,207,153,0.18678741352959988
853,09,v5,207,207,-0.8064132014839038
854,09,v5,207,45,0.35312988679679325
855,09,v5,207,99,0.2908887145684186
856,09,v5,45,153,0.2627492662444746
857,09,v5,45,207,0.3263975556177514
858,09,v5,45,45,-0.7951441605081435
859,09,v5,45,99,0.2508045090330292
860,09,v5,99,153,0.31173935972053496
861,09,v5,99,207,0.3005989547405933
862,09,v5,99,45,0.153606375323443
863,09,v5,99,99,-0.8119302448096752
864,11,premotor,153,153,-0.8553580506131296
865,11,premotor,153,207,0.23406389843123443
866,11,premotor,153,45,0.2626380702268505
867,11,premotor,153,99,0.3516023849015476
868,11,premotor,207,153,0.2666890031146914
869,11,premotor,207,207,-0.8540426749742581
870,11,premotor,207,45,0.342053988596092
871,11,premotor,207,99,0.2602637753043115
872,11,premotor,45,153,0.24748431994847503
873,11,premotor,45,207,0.3456789482450738
874,11,premotor,45,45,-0.8484180255961417
875,11,premotor,45,99,0.23908837037299122
876,11,premotor,99,153,0.3281625659403748
877,11,premotor,99,207,0.2732340487527454
878,11,premotor,99,45,0.2325890671907399
879,11,premotor,99,99,-0.8623239256069639
880,11,motor,153,153,-0.856524653221515
881,11,motor,153,207,0.27351028154173285
882,11,motor,153,45,0.234411194691457
883,11,motor,153,99,0.31870608183199534
884,11,motor,207,153,0.266648595436605
885,11,motor,207,207,-0.8540124222952652
886,11,motor,207,45,0.32209108553434623
887,11,motor,207,99,0.29112663004063066
888,11,motor,45,153,0.24901880207905036
889,11,motor,45,207,0.3060173169064817
890,11,motor,45,45,-0.8413854432291716
891,11,motor,45,99,0.23535424388817378
892,11,motor,99,153,0.31355359438940716
893,11,motor,99,207,0.2528003948284678
894,11,motor,99,45,0.27729402511875145
895,11,motor,99,99,-0.847183431733894
896,11,v1,153,153,-0.7631492827803708
897,11,v1,153,207,0.26207059589381404
898,11,v1,153,45,0.21361009552958107
899,11,v1,153,99,0.2549177528578502
900,11,v1,207,153,0.21569134828451803
901,11,v1,207,207,-0.7513440800890506
902,11,v1,207,45,0.27201790168299494
903,11,v1,207,99,0.2627404032621028
904,11,v1,45,153,0.2829151342039252
905,11,v1,45,207,0.21764008933723733
906,11,v1,45,45,-0.761791398349096
907,11,v1,45,99,0.23524371310280717
908,11,v1,99,153,0.29720419539929166
909,11,v1,99,207,0.23200811138141245
910,11,v1,99,45,0.23327506488517924
911,11,v1,99,99,-0.7638999341940365
912,11,sup_parietal,153,153,-0.8513917476751599
913,11,sup_parietal,153,207,0.2777480378718783
914,11,sup_parietal,153,45,0.25555491645580464
915,11,sup_parietal,153,99,0.3217331698980165
916,11,sup_parietal,207,153,0.26339412281125085
917,11,sup_parietal,207,207,-0.7937224233259741
918,11,sup_parietal,207,45,0.2605993100155071
919,11,sup_parietal,207,99,0.25341961150448233
920,11,sup_parietal,45,153,0.24953582870642227
921,11,sup_parietal,45,207,0.2758649746647537
922,11,sup_parietal,45,45,-0.794589652689128
923,11,sup_parietal,45,99,0.23423000449055703
924,11,sup_parietal,99,153,0.31080547382632745
925,11,sup_parietal,99,207,0.19615978818605154
926,11,sup_parietal,99,45,0.2976697328917412
927,11,sup_parietal,99,99,-0.8260018397616566
928,11,inf_parietal,153,153,-0.8451835913215289
929,11,inf_parietal,153,207,0.23789166196392997
930,11,inf_parietal,153,45,0.225928329709165
931,11,inf_parietal,153,99,0.3141255288083058
932,11,inf_parietal,207,153,0.2833740179929519
933,11,inf_parietal,207,207,-0.8247215836695444
934,11,inf_parietal,207,45,0.2909891625240059
935,11,inf_parietal,207,99,0.24858029004877957
936,11,inf_parietal,45,153,0.23649777036160435
937,11,inf_parietal,45,207,0.29362391259864334
938,11,inf_parietal,45,45,-0.811914360977081
939,11,inf_parietal,45,99,0.2631275991560571
940,11,inf_parietal,99,153,0.28054910635446795
941,11,inf_parietal,99,207,0.30630662417514626
942,11,inf_parietal,99,45,0.24821904374577794
943,11,inf_parietal,99,99,-0.8386011546035934
944,11,v5,153,153,-0.7673061428294318
945,11,v5,153,207,0.1493115474938862
946,11,v5,153,45,0.2699794607344753
947,11,v5,153,99,0.25134833462165423
948,11,v5,207,153,0.21429948206217908
949,11,v5,207,207,-0.7050452314907054
950,11,v5,207,45,0.31597870239730763
951,11,v5,207,99,0.26505259199575837
952,11,v5,45,153,0.2869054907508297
953,11,v5,45,207,0.21148558934225303
954,11,v5,45,45,-0.8318864032267113
955,11,v5,45,99,0.27767906453816427
956,11,v5,99,153,0.2542619055394961
957,11,v5,99,207,0.2732227565681987
958,11,v5,99,45,0.27655304761612265
959,11,v5,99,99,-0.8158130750651871
960,12,premotor,153,153,-0.874868845489331
961,12,premotor,153,207,0.2928248021098735
962,12,premotor,153,45,0.24469058326850185
963,12,premotor,153,99,0.33451232508069606
964,12,premotor,207,153,0.24525157407307951
965,12,premotor,207,207,-0.8651546663971932
966,12,premotor,207,45,0.3888589499437615
967,12,premotor,207,99,0.24071970190922518
968,12,premotor,45,153,0.2632724146641585
969,12,premotor,45,207,0.32276314819772756
970,12,premotor,45,45,-0.8760584735473833
971,12,premotor,45,99,0.2839485908160515
972,12,premotor,99,153,0.3278082118568135
973,12,premotor,99,207,0.26153772498498873
974,12,premotor,99,45,0.26136774706669486
975,12,premotor,99,99,-0.8805548259761297
976,12,motor,153,153,-0.8690751843420559
977,12,motor,153,207,0.2679486148677477
978,12,motor,153,45,0.23222523738266715
979,12,motor,153,99,0.35874639358703203
980,12,motor,207,153,0.23292969722162793
981,12,motor,207,207,-0.8433050114551183
982,12,motor,207,45,0.3971085771413652
983,12,motor,207,99,0.21973271810640824
984,12,motor,45,153,0.23076036062858438
985,12,motor,45,207,0.3428177375711676
986,12,motor,45,45,-0.8682984036002837
987,12,motor,45,99,0.2719757002062948
988,12,motor,99,153,0.34586765449701146
989,12,motor,99,207,0.22788667513878202
990,12,motor,99,45,0.2540657727770863
991,12,motor,99,99,-0.850578907232713
992,12,v1,153,153,-0.7581732038263425
993,12,v1,153,207,0.30046621120543504
994,12,v1,153,45,0.17877364733045564
995,12,v1,153,99,0.2488756745336187
996,12,v1,207,153,0.24081053551161097
997,12,v1,207,207,-0.8148513275515514
998,12,v1,207,45,0.3775178816667098
999,12,v1,207,99,0.17835464945634166
1000,12,v1,45,153,0.18193686808488907
1001,12,v1,45,207,0.2882939654313905
1002,12,v1,45,45,-0.7929764266286512
1003,12,v1,45,99,0.30647911195871347
1004,12,v1,99,153,0.28643010242791866
1005,12,v1,99,207,0.27483527185788015
1006,12,v1,99,45,0.2171731204205643
1007,12,v1,99,99,-0.7667546865442024
1008,12,sup_parietal,153,153,-0.8281202130783376
1009,12,sup_parietal,153,207,0.24325452665046227
1010,12,sup_parietal,153,45,0.2233731962907628
1011,12,sup_parietal,153,99,0.24836341260187525
1012,12,sup_parietal,207,153,0.21148110563095174
1013,12,sup_parietal,207,207,-0.8110343096618318
1014,12,sup_parietal,207,45,0.3651940644800712
1015,12,sup_parietal,207,99,0.20129869881650309
1016,12,sup_parietal,45,153,0.19662775352922812
1017,12,sup_parietal,45,207,0.30394678035534506
1018,12,sup_parietal,45,45,-0.8217978445680865
1019,12,sup_parietal,45,99,0.30343009455628833
1020,12,sup_parietal,99,153,0.3211382559924703
1021,12,sup_parietal,99,207,0.2254286192976083
1022,12,sup_parietal,99,45,0.25455162776361295
1023,12,sup_parietal,99,99,-0.7858317854320185
1024,12,inf_parietal,153,153,-0.837817040745311
1025,12,inf_parietal,153,207,0.2648619727735046
1026,12,inf_parietal,153,45,0.24392741046953748
1027,12,inf_parietal,153,99,0.3005432630631336
1028,12,inf_parietal,207,153,0.25116117450273856
1029,12,inf_parietal,207,207,-0.8591952340146393
1030,12,inf_parietal,207,45,0.35783661326016697
1031,12,inf_parietal,207,99,0.2117344178157037
1032,12,inf_parietal,45,153,0.30665467123664186
1033,12,inf_parietal,45,207,0.3101496583273322
1034,12,inf_parietal,45,45,-0.8566272793794318
1035,12,inf_parietal,45,99,0.29526418032364915
1036,12,inf_parietal,99,153,0.2526437268654216
1037,12,inf_parietal,99,207,0.2641059140108129
1038,12,inf_parietal,99,45,0.2757530531355135
1039,12,inf_parietal,99,99,-0.8475364768052669
1040,12,v5,153,153,-0.8357217618317397
1041,12,v5,153,207,0.17141171364369542
1042,12,v5,153,45,0.29396669350740257
1043,12,v5,153,99,0.2968172111385184
1044,12,v5,207,153,0.16131684342888072
1045,12,v5,207,207,-0.8265245615904822
1046,12,v5,207,45,0.3832448083549943
1047,12,v5,207,99,0.2808199441898295
1048,12,v5,45,153,0.2751059451261319
1049,12,v5,45,207,0.2867747067624789
1050,12,v5,45,45,-0.7746243138981843
1051,12,v5,45,99,0.15597702727483803
1052,12,v5,99,153,0.33379632641676843
1053,12,v5,99,207,0.33915034859362564
1054,12,v5,99,45,0.1651622698152833
1055,12,v5,99,99,-0.8124712328840055
1056,13,premotor,153,153,-0.8717303218570018
1057,13,premotor,153,207,0.2551552242012812
1058,13,premotor,153,45,0.25146803331127143
1059,13,premotor,153,99,0.3114600675383669
1060,13,premotor,207,153,0.23942108830384048
1061,13,premotor,207,207,-0.8757875864239502
1062,13,premotor,207,45,0.3153931519090326
1063,13,premotor,207,99,0.3234974409351249
1064,13,premotor,45,153,0.27928798228563806
1065,13,premotor,45,207,0.3201206291480089
1066,13,premotor,45,45,-0.8758455849100854
1067,13,premotor,45,99,0.2506195946597195
1068,13,premotor,99,153,0.3202132707445609
1069,13,premotor,99,207,0.30155124402262984
1070,13,premotor,99,45,0.27193365611582543
1071,13,premotor,99,99,-0.8654991873857854
1072,13,motor,153,153,-0.8650062779536387
1073,13,motor,153,207,0.2786082870123258
1074,13,motor,153,45,0.26502771877206305
1075,13,motor,153,99,0.272600579751502
1076,13,motor,207,153,0.28079426081558134
1077,13,motor,207,207,-0.8645355665303853
1078,13,motor,207,45,0.28394028339875294
1079,13,motor,207,99,0.2528422337150348
1080,13,motor,45,153,0.27861668174416326
1081,13,motor,45,207,0.3134859509726381
1082,13,motor,45,45,-0.8565703204488525
1083,13,motor,45,99,0.2797621510037561
1084,13,motor,99,153,0.2902513774887451
1085,13,motor,99,207,0.24282262521491282
1086,13,motor,99,45,0.31688822962813856
1087,13,motor,99,99,-0.85900530973874
1088,13,v1,153,153,-0.7719440477299865
1089,13,v1,153,207,0.2412103859207238
1090,13,v1,153,45,0.2057387563557505
1091,13,v1,153,99,0.30455453480471417
1092,13,v1,207,153,0.34661189609270254
1093,13,v1,207,207,-0.7206892302533514
1094,13,v1,207,45,0.18245333120948967
1095,13,v1,207,99,0.18199052461127332
1096,13,v1,45,153,0.18471422820606376
1097,13,v1,45,207,0.25990199472790365
1098,13,v1,45,45,-0.7223526976740794
1099,13,v1,45,99,0.2476724309830538
1100,13,v1,99,153,0.23444477253060303
1101,13,v1,99,207,0.21622446293969955
1102,13,v1,99,45,0.31588946494176295
1103,13,v1,99,99,-0.7510754513619429
1104,13,sup_parietal,153,153,-0.8276113243324442
1105,13,sup_parietal,153,207,0.20746922726940786
1106,13,sup_parietal,153,45,0.24164552863154015
1107,13,sup_parietal,153,99,0.31391058452188525
1108,13,sup_parietal,207,153,0.21829648620244674
1109,13,sup_parietal,207,207,-0.7997629673965634
1110,13,sup_parietal,207,45,0.22300818998551702
1111,13,sup_parietal,207,99,0.29192970030708765
1112,13,sup_parietal,45,153,0.2639596541893744
1113,13,sup_parietal,45,207,0.29013185655473794
1114,13,sup_parietal,45,45,-0.7500813908143302
1115,13,sup_parietal,45,99,0.1953617350231866
1116,13,sup_parietal,99,153,0.287623670435637
1117,13,sup_parietal,99,207,0.2456001362053073
1118,13,sup_parietal,99,45,0.2873171169815956
1119,13,sup_parietal,99,99,-0.8311556446923802
1120,13,inf_parietal,153,153,-0.8602830187506444
1121,13,inf_parietal,153,207,0.2858212275889267
1122,13,inf_parietal,153,45,0.2917196909770447
1123,13,inf_parietal,153,99,0.30493559154323324
1124,13,inf_parietal,207,153,0.24543011039864165
1125,13,inf_parietal,207,207,-0.8514900637414035
1126,13,inf_parietal,207,45,0.2656961036275748
1127,13,inf_parietal,207,99,0.32078739478214235
1128,13,inf_parietal,45,153,0.31105650820361747
1129,13,inf_parietal,45,207,0.2811978940414199
1130,13,inf_parietal,45,45,-0.848710880226485
1131,13,inf_parietal,45,99,0.23331926114001594
1132,13,inf_parietal,99,153,0.29563595073551907
1133,13,inf_parietal,99,207,0.25170272231281776
1134,13,inf_parietal,99,45,0.25850179425196707
1135,13,inf_parietal,99,99,-0.8678221050954211
1136,13,v5,153,153,-0.787577405046878
1137,13,v5,153,207,0.25121943707223626
1138,13,v5,153,45,0.19924600437751286
1139,13,v5,153,99,0.2955191763709639
1140,13,v5,207,153,0.3162912265265622
1141,13,v5,207,207,-0.8128735619594205
1142,13,v5,207,45,0.13953234153039026
1143,13,v5,207,99,0.29438577689832257
1144,13,v5,45,153,0.22851696332356541
1145,13,v5,45,207,0.26001560459761597
1146,13,v5,45,45,-0.7859802424685529
1147,13,v5,45,99,0.2451766822089575
1148,13,v5,99,153,0.25202157826927624
1149,13,v5,99,207,0.21733263892393545
1150,13,v5,99,45,0.3553177910737684
1151,13,v5,99,99,-0.8488969430626504
1152,14,premotor,153,153,-0.8702649890170874
1153,14,premotor,153,207,0.2533901654579804
1154,14,premotor,153,45,0.2976630171383923
1155,14,premotor,153,99,0.32187971301081186
1156,14,premotor,207,153,0.20475870833104048
1157,14,premotor,207,207,-0.8558652596285331
1158,14,premotor,207,45,0.30497413312631244
1159,14,premotor,207,99,0.28083421496618544
1160,14,premotor,45,153,0.2948523495285267
1161,14,premotor,45,207,0.3204090908492684
1162,14,premotor,45,45,-0.8494212676795855
1163,14,premotor,45,99,0.24567298434538193
1164,14,premotor,99,153,0.3455414981214801
1165,14,premotor,99,207,0.2482772364261078
1166,14,premotor,99,45,0.2681969189966682
1167,14,premotor,99,99,-0.8719157579929147
1168,14,motor,153,153,-0.8649053121929322
1169,14,motor,153,207,0.22811529376167522
1170,14,motor,153,45,0.3311557902010853
1171,14,motor,153,99,0.321493156633449
1172,14,motor,207,153,0.20511278538321218
1173,14,motor,207,207,-0.8570414448172767
1174,14,motor,207,45,0.2903347108624451
1175,14,motor,207,99,0.3071890517395971
1176,14,motor,45,153,0.32173613525411404
1177,14,motor,45,207,0.33928214191314204
1178,14,motor,45,45,-0.8501414773753713
1179,14,motor,45,99,0.19705000200808231
1180,14,motor,99,153,0.34866897259356977
1181,14,motor,99,207,0.24388385549713765
1182,14,motor,99,45,0.2214870453087317
1183,14,motor,99,99,-0.8559182084589636
1184,14,v1,153,153,-0.7869410110288206
1185,14,v1,153,207,0.24802773751512647
1186,14,v1,153,45,0.2622070299166718
1187,14,v1,153,99,0.27818867193196073
1188,14,v1,207,153,0.22898573768989477
1189,14,v1,207,207,-0.8072203454538948
1190,14,v1,207,45,0.2573052814610919
1191,14,v1,207,99,0.23990824545832157
1192,14,v1,45,153,0.234042998217468
1193,14,v1,45,207,0.2656811410541808
1194,14,v1,45,45,-0.7728478457444058
1195,14,v1,45,99,0.2602585304270165
1196,14,v1,99,153,0.32694810361026616
1197,14,v1,99,207,0.2516123695474142
1198,14,v1,99,45,0.24027589174404446
1199,14,v1,99,99,-0.7871617281657414
1200,14,sup_parietal,153,153,-0.7848142292385021
1201,14,sup_parietal,153,207,0.20509252833821223
1202,14,sup_parietal,153,45,0.3081344120656031
1203,14,sup_parietal,153,99,0.25787128303947177
1204,14,sup_parietal,207,153,0.1527471604981461
1205,14,sup_parietal,207,207,-0.8151047024257612
1206,14,sup_parietal,207,45,0.2596413868202977
1207,14,sup_parietal,207,99,0.35685686415800627
1208,14,sup_parietal,45,153,0.2888943063676993
1209,14,sup_parietal,45,207,0.30424988695877825
1210,14,sup_parietal,45,45,-0.8388802081468762
1211,14,sup_parietal,45,99,0.23403726382820525
1212,14,sup_parietal,99,153,0.29167716532951193
1213,14,sup_parietal,99,207,0.23950236964090454
1214,14,sup_parietal,99,45,0.24383531829656188
1215,14,sup_parietal,99,99,-0.8124877896242397
1216,14,inf_parietal,153,153,-0.8627744886600792
1217,14,inf_parietal,153,207,0.2424477182938746
1218,14,inf_parietal,153,45,0.3110721201708849
1219,14,inf_parietal,153,99,0.29715202346863084
1220,14,inf_parietal,207,153,0.24562212447456566
1221,14,inf_parietal,207,207,-0.8350994632473017
1222,14,inf_parietal,207,45,0.27429590910677004
1223,14,inf_parietal,207,99,0.28420048872255377
1224,14,inf_parietal,45,153,0.3196478172612218
1225,14,inf_parietal,45,207,0.2979369330727754
1226,14,inf_parietal,45,45,-0.8392033605901179
1227,14,inf_parietal,45,99,0.22539338537101317
1228,14,inf_parietal,99,153,0.29526282424756367
1229,14,inf_parietal,99,207,0.28674873612748253
1230,14,inf_parietal,99,45,0.23914444554910058
1231,14,inf_parietal,99,99,-0.8586725696700639
1232,14,v5,153,153,-0.7652728165117689
1233,14,v5,153,207,0.13936158609035806
1234,14,v5,153,45,0.17181936826388974
1235,14,v5,153,99,0.34690455249372304
1236,14,v5,207,153,0.14428847700921155
1237,14,v5,207,207,-0.8174984240740129
1238,14,v5,207,45,0.3297253860421929
1239,14,v5,207,99,0.2892172065299213
1240,14,v5,45,153,0.2621877611758243
1241,14,v5,45,207,0.38207221406244435
1242,14,v5,45,45,-0.8029103503159187
1243,14,v5,45,99,0.20203206782230201
1244,14,v5,99,153,0.26477270407156184
1245,14,v5,99,207,0.25720882006482293
1246,14,v5,99,45,0.2993514084456674
1247,14,v5,99,99,-0.8293059863861777
1248,15,premotor,153,153,-0.8467058468794832
1249,15,premotor,153,207,0.2790358094474597
1250,15,premotor,153,45,0.2781877937455822
1251,15,premotor,153,99,0.2672182919826987
1252,15,premotor,207,153,0.2659912597849076
1253,15,premotor,207,207,-0.8473715376773978
1254,15,premotor,207,45,0.2743460690429317
1255,15,premotor,207,99,0.3326148316663079
1256,15,premotor,45,153,0.24697424530240125
1257,15,premotor,45,207,0.22043740427305664
1258,15,premotor,45,45,-0.8347046679526751
1259,15,premotor,45,99,0.29477500518488675
1260,15,premotor,99,153,0.3090305335325315
1261,15,premotor,99,207,0.3171782421655109
1262,15,premotor,99,45,0.2732778907657075
1263,15,premotor,99,99,-0.867226666550171
1264,15,motor,153,153,-0.8599154819419259
1265,15,motor,153,207,0.2588737404542112
1266,15,motor,153,45,0.27539196401862975
1267,15,motor,153,99,0.2923835740063105
1268,15,motor,207,153,0.2560635681008564
1269,15,motor,207,207,-0.8512717103046057
