,participant_id,masks,l1,l2,l3,l4
0,01,premotor,-0.11638622995151215,-0.05299232656766521,0.18529912330386883,0.19478575511694324
1,01,motor,-0.03200817637886984,0.1013074883758166,0.10487216141698433,0.023483205184425593
2,01,v1,-0.021816554614642637,0.1487109602006194,0.05837036033576308,0.061085998382213805
3,01,sup_parietal,-0.16331230638058342,-0.02154292282244423,-0.13674549177584266,0.03324950738655619
4,01,inf_parietal,-0.05731669678021613,-0.021476092837999103,0.07642582588290962,0.15399467934335576
5,01,v5,0.09385185185203626,0.11913896886420956,-0.051174944064844144,0.039106869432949685
6,02,premotor,-0.29554951116844375,-0.07428106766299551,-0.12840799771243094,-0.015332076476413319
7,02,motor,-0.12716030960241909,-0.12177230534843926,0.06241993266483981,-0.07084419156508029
8,02,v1,-0.019808265775653776,-0.20859260896810483,0.05780143423725996,-0.019298850858478475
9,02,sup_parietal,0.034520819312862806,0.06354489146865172,0.12702003001953913,0.15908861346204353
10,02,inf_parietal,-0.008680088815744398,0.00650051851868453,0.042257066239618266,-0.11567560469006191
11,02,v5,0.0254107113980458,-0.021376014355965676,-2.741385070183927e-05,-0.056230076159066555
12,03,premotor,-0.04132270093307354,-0.15074601417343086,-0.08889539474235512,-0.0323096087328765
13,03,motor,-0.03460959252806088,0.09260844130887959,-0.15438717190902712,-0.007695593518788894
14,03,v1,0.11347427348398006,-0.050606219985238454,-0.1328617109420133,-0.12764474603125106
15,03,sup_parietal,0.009257539637282292,-0.02259953102850623,-0.10356986665487196,0.03141519729758434
16,03,inf_parietal,0.04368285715951331,0.0471624734233194,0.07276586745277461,-0.1425974951116249
17,03,v5,0.031755927515580123,-0.16236571518391885,-0.022766185630758613,0.019902355095321345
18,04,premotor,0.08743518735518888,-0.10234299207497477,-0.07634347016993615,0.1774038156222588
19,04,motor,0.08398671413870556,-0.1594401226888032,0.0370732991653674,0.026165238647506
20,04,v1,0.15132716132993845,-0.06048661917371313,-0.09195595858423224,0.14757122264393546
21,04,sup_parietal,0.09558539779413178,0.0077267644775723884,0.024259598385308452,-0.07156404916398451
22,04,inf_parietal,-0.03405323129570936,0.050987633715165015,-0.10081139374093753,-0.05732686044964975
23,04,v5,0.1267857023796754,0.04016238499737329,0.0544738723037376,0.01980933868666259
24,05,premotor,-0.01388594784767257,0.026214215420295398,-0.1831158718138376,0.11776332593332985
25,05,motor,0.014332937802011322,0.010342538806630462,-0.09945701137945916,-0.08662212981634447
26,05,v1,0.05200199097952382,-0.07123071299785459,0.03355160919609587,0.14278529214291272
27,05,sup_parietal,0.03252557360876235,-0.041301130385601306,-0.08943058352674826,-0.015410893410097146
28,05,inf_parietal,0.1798773081874925,0.05584621244037057,-0.15506428432103675,0.017288503364195816
29,05,v5,-0.020583733177558516,0.04638960724537228,0.04552218469964178,-0.08387395492976668
30,06,premotor,-0.022998451628384098,0.06107243333654889,-0.12528750065634275,-0.17461330889210686
31,06,motor,-0.11854761091071536,0.10112769490399053,-0.007270040076249373,-0.1322836841626855
32,06,v1,0.0687433872452432,0.1180390422605965,-0.20070935089808933,0.02363666731080505
33,06,sup_parietal,0.03064649245211508,-0.14321180147183551,0.006316887020834001,-0.025958728757156324
34,06,inf_parietal,0.11393666680098938,0.03158230731049206,0.01973274349942076,0.07065938839746985
35,06,v5,-0.16810884873460236,0.06478116047363468,0.07614278456712469,-0.01158264572128647
36,07,premotor,0.04190681491028681,-0.12445604659399895,-0.09918579550767995,0.10664257372158908
37,07,motor,0.02911231075834653,0.015636839826614644,0.12331074829852415,0.003513076673292592
38,07,v1,0.2790072774957608,-0.06341502327607135,-0.06429131663985344,-0.11059220218369757
39,07,sup_parietal,0.02562162707624635,-0.028599983377081615,-0.06589391217857081,-0.04618639332040246
40,07,inf_parietal,-0.018372889716721547,-0.11093689268280829,0.07275678512713263,0.0006785929757032808
41,07,v5,0.11045017753154898,0.09116770301175062,0.32013710339482765,-0.09473037798460043
42,08,premotor,0.013940764954378598,0.08485190942558805,-0.13063381467345603,-0.03926313507925673
43,08,motor,-0.015664855981911634,-0.07784998045880526,0.13069766324730855,-0.08214139183346275
44,08,v1,-0.08117522930879581,-0.059169590292210625,-0.006943093816004983,0.06822625517386309
45,08,sup_parietal,0.11140292421705611,-0.11146918176130072,-0.14789261848878205,0.1326060469023556
46,08,inf_parietal,0.18622933476559977,0.11518848085176316,0.10587585917565803,0.0009551337180872012
47,08,v5,0.10398665299004455,0.028551208945466033,-0.1423047447381941,0.11775026862114196
48,09,premotor,0.0533351108874575,-0.18917066490539794,0.1664860341819129,-0.09839804340770508
49,09,motor,0.006904527423871223,0.04794389178853297,0.09026445139697209,-0.17159314708973
50,09,v1,0.11644471376514653,0.08854780435521242,-0.08954780320864805,0.003815482846653777
51,09,sup_parietal,-0.03586524476569994,0.12500750705437663,-0.11226053210728734,-0.041265032784837535
52,09,inf_parietal,-0.011893384298324067,0.016158376794118065,0.213629342865309,-0.027240414416351496
53,09,v5,-0.026609844180604005,-0.09900084979111905,0.012217727832596462,-0.03799608217824342
54,11,premotor,-0.09907431783853,0.08695365213077229,0.04582593080373121,-0.028730799449999934
55,11,motor,-0.07566519937020878,-0.1324239970502347,-0.1562950419604781,0.0029789693933690575
56,11,v1,0.01251622696094988,0.03144522079966099,0.011008105834897128,-0.0626806969535861
57,11,sup_parietal,0.12776659189568018,0.07500671851741744,-0.10551255107388044,-0.14199987214739357
58,11,inf_parietal,-0.09644328689590831,-0.2031039266985107,-0.01379912587265042,0.15297823345789516
