,run_pairs,ROIs,45_45,45_99,45_153,45_207,99_45,99_99,99_153,99_207,153_45,153_99,153_153,153_207,207_45,207_99,207_153,207_207,participant_id
0,1,premotor,-0.1747788079546286,0.14571050279019068,-0.003856191515312749,0.03138294463964126,-0.04139769981908868,0.08693910201317608,-0.002799365440639994,-0.05199621861493979,-0.13111065260880012,-0.059520539206807416,0.14676496275540485,0.07506163954596592,0.30461301987686984,-0.15702592871581644,-0.11599704889316433,-0.04843216145531251,01
1,2,premotor,-0.15111734968689006,-0.1071117606065456,0.17694260718519356,0.08262321234154374,0.029382839984513263,-0.0014433476458092368,-0.04902512339909136,0.017730320320529437,0.030354177507601082,-0.01783651651399534,-0.046691212605413465,0.027901109080977367,0.09264895394753764,0.12131837464398425,-0.08435303074460866,-0.12224755492124607,01
2,3,premotor,-0.0019233055907565552,0.14866114913064865,-0.05965054510117662,-0.07369430563194063,-0.07420330040577895,-0.0846304776201408,0.03447388748642628,0.11106171619153886,0.05294038287878164,-0.08969821466762126,-0.030950443120453582,0.057027429640217085,0.023906291388480997,0.028051771707375533,0.04671504148357735,-0.08864077010895931,01
3,4,premotor,0.033086508463329285,0.040262116202490886,0.0037870358102379273,-0.07411340743451376,0.02033241330272881,-0.1129863258735104,0.015564382033551882,0.06497439110670995,-0.10358315716879342,0.04351773546402275,0.030203705038680355,0.04381918259642957,0.04777657856587225,0.0353852832171768,-0.050764201306031695,-0.036565426328569656,01
4,5,premotor,-0.08712283315296117,-0.0976996935790576,0.19796428172181246,0.02009946065456749,0.023323885249352805,-0.01935092652999352,-0.008211046985187171,-0.0021041416567610122,0.09586307019176926,0.08001178519399238,-0.20426791047217333,-0.006673365036771061,-0.02234152263467209,0.05260169884175647,-0.009204168861856344,-0.01685233828424229,01
5,1,motor,-0.1903356994076934,0.22511424001206465,-0.053409039701879636,-0.0027118911218137532,-0.13564370400835235,0.05341743539395978,0.009997706843900635,0.08801519895165898,-0.008487970499129192,-0.06304750460399214,0.12253369327303572,-0.02832563525115448,0.2903369375880304,-0.20173783575297224,-0.053146371658003184,-0.04581918405794309,01
6,2,motor,-0.18266392803748888,-0.1757312430855481,0.18361381624617856,0.15707078684927586,-0.0384347301904337,0.1549622351962172,-0.09831391919483276,0.015892405797806895,0.026923814413062932,0.01739725920618817,-0.001827752347294168,-0.0421006569452154,0.2031467743945836,-0.001955074777847912,-0.08033143748389887,-0.1395918805569415,01
7,3,motor,-0.01620323112156305,0.16409839548289598,-0.10795744702234653,-0.03943454600195146,-0.10919064984858254,-0.054075154329051474,-0.0125396895097139,0.15501038456547458,0.03974717146707405,-0.1914198817756228,0.13397302288545204,0.02078015230408933,0.08512087172722088,0.07121568278024604,-0.007486081834445223,-0.13195391707107212,01
8,4,motor,-0.05080962973455573,-0.009410331114392838,0.08571359504374224,-0.024074372747458404,0.15535136050943238,-0.1714913474718201,0.029084236757800138,-0.033187777945039416,-0.047200952529397336,0.10474966172866522,0.019227691610918158,-0.06902027991888415,-0.08167665665933607,0.10467747649660587,-0.13803921018328352,0.12933680780243284,01
9,5,motor,-0.07510661814024691,-0.10205239939351553,0.28525919468698924,-0.0867611485882145,-0.13507749347412884,0.012534505393207556,-0.03865239426109328,0.20428683902587405,0.19248055236804,0.0384455809995856,-0.2607056026106961,-0.02902178523305206,0.004427223207710263,0.08743024566306065,-0.05164648270921507,-0.04105319976935348,01
10,1,v1,-0.010630188748264362,0.09660309397775446,-0.13738807169915124,0.04761842425096693,-0.24541165248980396,0.1206163832153625,0.1298066266342019,0.023271963661063055,-0.04411655333930959,-0.015947447619430732,0.13125407222790822,-0.07077231846918644,0.2276881147240584,-0.1595327449733304,-0.08302613282864614,-0.0036517579521462037,01
11,2,v1,-0.1408067510045616,-0.40948863557843895,0.08770861757550184,0.3883639191983623,-0.129223015254727,0.26749040331558965,0.010727437290554854,-0.0921702933357214,0.05537815339242515,0.19564786828327066,-0.009837674471649509,-0.20058792184462595,0.2670950141676146,0.01786523172272193,-0.10917131093168968,-0.18653226225679595,01
12,3,v1,-0.02597877236284236,0.04772625921924577,-0.034186564927896304,0.008802259261905344,-0.019772134356972795,0.06748059554788627,-0.1542701500406826,0.08089640214956327,0.009936172745590641,-0.08184476788336245,0.10074350397472764,-0.0188496737388622,0.033998341181768484,-0.03768417714512205,0.09799164472136153,-0.0737459152780146,01
13,4,v1,-0.030624960061573826,-0.0026663443747140946,-0.06617323819687074,0.09303209158150448,0.22349173935565395,-0.2627775660112287,0.13830897264389524,-0.09995378767996464,-0.06699162854385951,0.06950041808474018,0.12818379550268766,-0.11549463149228945,-0.13581969879635433,0.1990092770513966,-0.20475579176893471,0.13342594740958147,01
14,5,v1,0.15522892354230486,-0.017020476788444962,0.017791664701265503,-0.1868673099319889,-0.002547285045750233,-0.105024737146602,0.010455951483255227,0.10298714015215664,-0.25962647164051283,0.1050179489054964,0.01021566842054337,0.1973610075008268,0.13520049658050745,0.005364515498395856,-0.052421413130780935,-0.1232799904525589,01
15,1,sup_parietal,-0.12651620831755853,0.2154805562008179,-0.07304750435871149,-0.008112064567472155,-0.19051788867878214,0.27197024443393986,0.1008671523087501,-0.16581611814696545,0.017085569596192327,-0.04338550073695377,-0.04397416268811248,0.07356566375204772,0.23619100374696594,-0.35258662567976284,0.021689276998023848,0.0733115480451072,01
16,2,sup_parietal,-0.2585847544622182,-0.28406257025642884,0.3206811094577281,0.20079097844968308,0.08681777187960206,0.09309675739288624,-0.2288405849119877,0.05414666469575168,0.1008941056595885,0.14550600316525095,-0.07476856735772074,-0.15514325143978525,0.12066338529919307,0.10791280496546382,-0.05867105443508161,-0.16441945080021295,01
17,3,sup_parietal,0.22168546331635414,0.14297523726514674,-0.24588330090276886,-0.07339785609926512,-0.1314996223878342,-0.06247753801060098,-0.1581174622124752,0.2354921332445027,-0.11113842750096993,-0.1583621377832124,0.16617761634634787,0.07698673872608937,0.05474856554461256,0.09560433468573147,0.20685755284010848,-0.2515055091843674,01
18,4,sup_parietal,0.06569215801704392,0.038811783906970425,-0.15410135494102806,0.05321514561288029,0.204730888287368,-0.3315699648754562,0.3930984690593943,-0.2658164865274942,-0.0696777242186565,-0.03534750392199258,0.14288499748748984,-0.042861071810858575,-0.2176302038291597,0.3531531017983504,-0.4103626633054753,0.27561963658325994,01
19,5,sup_parietal,0.2480264099529423,-0.16905585318925553,0.18252954676780908,-0.2921675167009332,-0.3252307709254385,0.13669180428390432,0.13984729607095994,0.13053975618887242,-0.11413647551866273,0.0023002185131533273,-0.21755432094704474,0.3217472169078267,0.10879735192248878,0.11999844786389258,-0.07145560532420273,-0.17665426557410605,01
20,1,inf_parietal,-0.04006991392232204,0.1537127215175931,-0.2595627166110467,0.09011724824712616,-0.08600055209799706,0.15663847239863193,0.027851502792108445,-0.14375596184029776,0.06558101550771651,0.03164094559981962,-0.1127415203354227,-0.0016442534864817074,0.044901721852648194,-0.28950619194505955,0.3247771178998299,0.021292128010230244,01
21,2,inf_parietal,-0.17578511822031462,-0.005104736228251767,0.1561071761237999,0.06446970572668917,-0.14141962176410264,0.0854316945030563,0.006992051545919226,0.08638871381581875,0.16920259379753494,-0.01880180306365752,-0.09115729624420993,-0.0973719537596444,0.1534273903213335,-0.06168910536788931,-0.07106842814415028,-0.06057676324623036,01
22,3,inf_parietal,-0.1300899086308948,0.17474889720345052,-0.10943007570886087,0.05468789547491326,-0.008222145451101571,-0.2578109746206296,0.14261137938650492,0.1188280900434654,0.16709903582566066,-0.2210474309771905,-0.06907617204881167,0.11541206078885413,-0.027257943150458774,0.2783420117443189,0.01679710254747211,-0.2491537776231589,01
23,4,inf_parietal,0.07575404185926532,0.09008355463594553,-0.18941642036760145,0.02232876868660795,0.12535627333147548,-0.2421913114449581,0.11390435801026187,-0.015013482466943538,-0.08092173528151304,-0.07360439315771047,0.02077361581506395,0.11994778679463487,-0.13673330683027748,0.2143210390039662,0.07976572962787187,-0.12449216392682436,01
