,Participants,Masks,Rotate Direction,Rotate Direction_,Correlation
1271,15,motor,207,99,0.31529562396439803
1272,15,motor,45,153,0.2597400019289446
1273,15,motor,45,207,0.3149385450794086
1274,15,motor,45,45,-0.884321650731478
1275,15,motor,45,99,0.31228160857048826
1276,15,motor,99,153,0.26980195017861763
1277,15,motor,99,207,0.273410163901908
1278,15,motor,99,45,0.3248026502197353
1279,15,motor,99,99,-0.8559351448759824
1280,15,v1,153,153,-0.8574638104298394
1281,15,v1,153,207,0.2883986105814028
1282,15,v1,153,45,0.22852082826973413
1283,15,v1,153,99,0.2965849763842613
1284,15,v1,207,153,0.2838291029839084
1285,15,v1,207,207,-0.8282479100111846
1286,15,v1,207,45,0.2199450711882439
1287,15,v1,207,99,0.27208452891537194
1288,15,v1,45,153,0.20997980151594586
1289,15,v1,45,207,0.22177963743992082
1290,15,v1,45,45,-0.8089018786676279
1291,15,v1,45,99,0.33237585713866846
1292,15,v1,99,153,0.2973290728999385
1293,15,v1,99,207,0.24447934652519965
1294,15,v1,99,45,0.3393792110684901
1295,15,v1,99,99,-0.8395023397196326
1296,15,sup_parietal,153,153,-0.8591579918607313
1297,15,sup_parietal,153,207,0.2900230261594222
1298,15,sup_parietal,153,45,0.24458651288459207
1299,15,sup_parietal,153,99,0.29628419551762675
1300,15,sup_parietal,207,153,0.22652605961267872
1301,15,sup_parietal,207,207,-0.8501553509232038
1302,15,sup_parietal,207,45,0.2511578558857278
1303,15,sup_parietal,207,99,0.3126434860987425
1304,15,sup_parietal,45,153,0.2045249103415814
1305,15,sup_parietal,45,207,0.2718887914782295
1306,15,sup_parietal,45,45,-0.8105837747615265
1307,15,sup_parietal,45,99,0.2266209672343087
1308,15,sup_parietal,99,153,0.32737166681674545
1309,15,sup_parietal,99,207,0.24026434746717618
1310,15,sup_parietal,99,45,0.27039643360581755
1311,15,sup_parietal,99,99,-0.816660966232678
1312,15,inf_parietal,153,153,-0.8661820838748863
1313,15,inf_parietal,153,207,0.2883537689976583
1314,15,inf_parietal,153,45,0.24279777443565065
1315,15,inf_parietal,153,99,0.2705590289222405
1316,15,inf_parietal,207,153,0.27578131652817983
1317,15,inf_parietal,207,207,-0.8684972177483972
1318,15,inf_parietal,207,45,0.32277000161273106
1319,15,inf_parietal,207,99,0.24660541292797855
1320,15,inf_parietal,45,153,0.25003200535836767
1321,15,inf_parietal,45,207,0.27591206520968653
1322,15,inf_parietal,45,45,-0.8698246716458642
1323,15,inf_parietal,45,99,0.34910575313077463
1324,15,inf_parietal,99,153,0.23449220352504957
1325,15,inf_parietal,99,207,0.2925421192615017
1326,15,inf_parietal,99,45,0.3106529069197184
1327,15,inf_parietal,99,99,-0.8522031596242707
1328,15,v5,153,153,-0.8132124132875744
1329,15,v5,153,207,0.2841435976110792
1330,15,v5,153,45,0.22341652846267063
1331,15,v5,153,99,0.24559060850542386
1332,15,v5,207,153,0.3588786267239716
1333,15,v5,207,207,-0.7576381830155994
1334,15,v5,207,45,0.20125394699848748
1335,15,v5,207,99,0.2338017849704891
1336,15,v5,45,153,0.23724964662878534
1337,15,v5,45,207,0.2195473110645213
1338,15,v5,45,45,-0.7578121436006109
1339,15,v5,45,99,0.27814801751321566
1340,15,v5,99,153,0.26002845021597654
1341,15,v5,99,207,0.23930038163817197
1342,15,v5,99,45,0.2809229637934672
1343,15,v5,99,99,-0.7787151918252811
1344,16,premotor,153,153,-0.9082296002644101
1345,16,premotor,153,207,0.3155471288170224
1346,16,premotor,153,45,0.3023942661182357
1347,16,premotor,153,99,0.26530550072625353
1348,16,premotor,207,153,0.29865550515250994
1349,16,premotor,207,207,-0.8898010908252548
1350,16,premotor,207,45,0.23435929898284025
1351,16,premotor,207,99,0.3079448680878487
1352,16,premotor,45,153,0.2949793773812531
1353,16,premotor,45,207,0.2956913925402468
1354,16,premotor,45,45,-0.8930753112568035
1355,16,premotor,45,99,0.33272015912517094
1356,16,premotor,99,153,0.3069463342844345
1357,16,premotor,99,207,0.23444379443375313
1358,16,premotor,99,45,0.35064322806973414
1359,16,premotor,99,99,-0.8911033900595295
1360,16,motor,153,153,-0.8911183030733513
1361,16,motor,153,207,0.30163345125966906
1362,16,motor,153,45,0.28882600169289185
1363,16,motor,153,99,0.2684413086365859
1364,16,motor,207,153,0.3075021528288856
1365,16,motor,207,207,-0.8728567943108965
1366,16,motor,207,45,0.24351766919210147
1367,16,motor,207,99,0.27166508583903937
1368,16,motor,45,153,0.3060870651227542
1369,16,motor,45,207,0.28694658143649554
1370,16,motor,45,45,-0.8742843920302064
1371,16,motor,45,99,0.2972386677728152
1372,16,motor,99,153,0.29504262028789235
1373,16,motor,99,207,0.2209920835041448
1374,16,motor,99,45,0.3103316437494932
1375,16,motor,99,99,-0.8630843645178934
1376,16,v1,153,153,-0.8564278220412922
1377,16,v1,153,207,0.3521451061339047
1378,16,v1,153,45,0.2520894527797487
1379,16,v1,153,99,0.2090644402594641
1380,16,v1,207,153,0.3782078877428813
1381,16,v1,207,207,-0.8667985066422518
1382,16,v1,207,45,0.20804879369263457
1383,16,v1,207,99,0.30187489750427277
1384,16,v1,45,153,0.23415607402228075
1385,16,v1,45,207,0.2679395899990258
1386,16,v1,45,45,-0.8094792150148555
1387,16,v1,45,99,0.30509458677347745
1388,16,v1,99,153,0.23053008936369107
1389,16,v1,99,207,0.2543775020730983
1390,16,v1,99,45,0.2926211323757264
1391,16,v1,99,99,-0.8344425800395961
1392,16,sup_parietal,153,153,-0.8562614265008781
1393,16,sup_parietal,153,207,0.23723649437431904
1394,16,sup_parietal,153,45,0.2289243579699007
1395,16,sup_parietal,153,99,0.3088060260260183
1396,16,sup_parietal,207,153,0.24190288140530045
1397,16,sup_parietal,207,207,-0.848809888728651
1398,16,sup_parietal,207,45,0.2922398827902921
1399,16,sup_parietal,207,99,0.21001234632711563
1400,16,sup_parietal,45,153,0.2501496423221978
1401,16,sup_parietal,45,207,0.31026776428430836
1402,16,sup_parietal,45,45,-0.8631109764692565
1403,16,sup_parietal,45,99,0.32214018971263325
1404,16,sup_parietal,99,153,0.31854300223675847
1405,16,sup_parietal,99,207,0.18068441960678017
1406,16,sup_parietal,99,45,0.31540582964069686
1407,16,sup_parietal,99,99,-0.8499378367736787
1408,16,inf_parietal,153,153,-0.8749443620605465
1409,16,inf_parietal,153,207,0.3277530028071802
1410,16,inf_parietal,153,45,0.24569243845952335
1411,16,inf_parietal,153,99,0.2523948168652087
1412,16,inf_parietal,207,153,0.3133707011179585
1413,16,inf_parietal,207,207,-0.8822502483350835
1414,16,inf_parietal,207,45,0.25609835316185053
1415,16,inf_parietal,207,99,0.25028279443922313
1416,16,inf_parietal,45,153,0.26925122414567737
1417,16,inf_parietal,45,207,0.24436674791962856
1418,16,inf_parietal,45,45,-0.8577772817176277
1419,16,inf_parietal,45,99,0.35160377194116954
1420,16,inf_parietal,99,153,0.26868996557450986
1421,16,inf_parietal,99,207,0.23308862070314168
1422,16,inf_parietal,99,45,0.3532418719070741
1423,16,inf_parietal,99,99,-0.86518253125345
1424,16,v5,153,153,-0.8791362057260191
1425,16,v5,153,207,0.31507788672269343
1426,16,v5,153,45,0.2138400030389375
1427,16,v5,153,99,0.2531339676657544
1428,16,v5,207,153,0.3572228894056366
1429,16,v5,207,207,-0.8712515385363341
1430,16,v5,207,45,0.2792014265666324
1431,16,v5,207,99,0.23795477633007533
1432,16,v5,45,153,0.21875339087954965
1433,16,v5,45,207,0.3217683938844673
1434,16,v5,45,45,-0.8776098335826534
1435,16,v5,45,99,0.3354606747261051
1436,16,v5,99,153,0.27657469663758605
1437,16,v5,99,207,0.2858678129360003
1438,16,v5,99,45,0.3032717837096838
1439,16,v5,99,99,-0.8813406687147365
1440,17,premotor,153,153,-0.899544056620353
1441,17,premotor,153,207,0.30912079344830284
1442,17,premotor,153,45,0.2715022502613292
1443,17,premotor,153,99,0.2946784694527497
1444,17,premotor,207,153,0.2905260997086532
1445,17,premotor,207,207,-0.889156293041957
1446,17,premotor,207,45,0.30075754085025674
1447,17,premotor,207,99,0.27956108118358886
1448,17,premotor,45,153,0.2941241314123264
1449,17,premotor,45,207,0.2736382769113065
1450,17,premotor,45,45,-0.9172614878277527
1451,17,premotor,45,99,0.31987306290797807
1452,17,premotor,99,153,0.32597076782779844
1453,17,premotor,99,207,0.2553732084895256
1454,17,premotor,99,45,0.3394872811822556
1455,17,premotor,99,99,-0.8959877201802556
1456,17,motor,153,153,-0.8674158215007038
1457,17,motor,153,207,0.31873822384457073
1458,17,motor,153,45,0.2766233838198143
1459,17,motor,153,99,0.2809766473414632
1460,17,motor,207,153,0.2835245652773667
1461,17,motor,207,207,-0.8799109005447363
1462,17,motor,207,45,0.2840556233101571
1463,17,motor,207,99,0.2769911271863655
1464,17,motor,45,153,0.27345566425034384
1465,17,motor,45,207,0.2350111444351215
1466,17,motor,45,45,-0.8888353324807787
1467,17,motor,45,99,0.3282962166133299
1468,17,motor,99,153,0.3213618046366233
1469,17,motor,99,207,0.24903509646856925
1470,17,motor,99,45,0.31453085321597485
1471,17,motor,99,99,-0.9011282640433191
1472,17,v1,153,153,-0.8865068537591176
1473,17,v1,153,207,0.3951223085913772
1474,17,v1,153,45,0.20262533125789464
1475,17,v1,153,99,0.24543117458052705
1476,17,v1,207,153,0.3406684230868304
1477,17,v1,207,207,-0.8814030063434122
1478,17,v1,207,45,0.24313668703956853
1479,17,v1,207,99,0.32229092944144666
1480,17,v1,45,153,0.2525398885443361
1481,17,v1,45,207,0.2005905086394587
1482,17,v1,45,45,-0.8466886781384526
1483,17,v1,45,99,0.3106263692363846
1484,17,v1,99,153,0.30919294196256797
1485,17,v1,99,207,0.32067408268979497
1486,17,v1,99,45,0.2527124457536863
1487,17,v1,99,99,-0.8830082045288976
1488,17,sup_parietal,153,153,-0.8508356485073831
1489,17,sup_parietal,153,207,0.32589545717899826
1490,17,sup_parietal,153,45,0.2738659066732124
1491,17,sup_parietal,153,99,0.24228093527212732
1492,17,sup_parietal,207,153,0.2548691928677629
1493,17,sup_parietal,207,207,-0.8509324022141881
1494,17,sup_parietal,207,45,0.26536311845069
1495,17,sup_parietal,207,99,0.30627683702286457
1496,17,sup_parietal,45,153,0.28299766703015056
1497,17,sup_parietal,45,207,0.3012462823796649
1498,17,sup_parietal,45,45,-0.8595340350790038
1499,17,sup_parietal,45,99,0.25044386479296954
1500,17,sup_parietal,99,153,0.28226578692180804
1501,17,sup_parietal,99,207,0.23394030138892846
1502,17,sup_parietal,99,45,0.2711283000722006
1503,17,sup_parietal,99,99,-0.8708922812574826
1504,17,inf_parietal,153,153,-0.8893503257812108
1505,17,inf_parietal,153,207,0.3060386231526386
1506,17,inf_parietal,153,45,0.28435794976509754
1507,17,inf_parietal,153,99,0.2756971070490809
1508,17,inf_parietal,207,153,0.2513841201213592
1509,17,inf_parietal,207,207,-0.862116768115869
1510,17,inf_parietal,207,45,0.33423189504414497
1511,17,inf_parietal,207,99,0.27883262478072407
1512,17,inf_parietal,45,153,0.28159437927864195
1513,17,inf_parietal,45,207,0.26641346652077935
1514,17,inf_parietal,45,45,-0.8810550659167447
1515,17,inf_parietal,45,99,0.29984365211817726
1516,17,inf_parietal,99,153,0.3144379587022218
1517,17,inf_parietal,99,207,0.26545117504285587
1518,17,inf_parietal,99,45,0.2762673237594027
1519,17,inf_parietal,99,99,-0.8751280421024528
1520,17,v5,153,153,-0.7998879496543989
1521,17,v5,153,207,0.23650856100066298
1522,17,v5,153,45,0.20365305337362444
1523,17,v5,153,99,0.3094257005420838
1524,17,v5,207,153,0.12130207491250045
1525,17,v5,207,207,-0.8243399342028515
1526,17,v5,207,45,0.26864442761829754
1527,17,v5,207,99,0.3284647742494816
1528,17,v5,45,153,0.26834060142151006
1529,17,v5,45,207,0.2285971595368579
1530,17,v5,45,45,-0.7895688403788828
1531,17,v5,45,99,0.25591932257331074
1532,17,v5,99,153,0.30406243215477735
1533,17,v5,99,207,0.31031660124594795
1534,17,v5,99,45,0.20709899142039767
1535,17,v5,99,99,-0.8365837111348364
1536,18,premotor,153,153,-0.904888260002725
1537,18,premotor,153,207,0.3543348527149724
1538,18,premotor,153,45,0.2844165018010147
1539,18,premotor,153,99,0.2956769569023107
1540,18,premotor,207,153,0.33605019326546476
1541,18,premotor,207,207,-0.9072300431705186
1542,18,premotor,207,45,0.27026537914627724
1543,18,premotor,207,99,0.23992397292425355
1544,18,premotor,45,153,0.26151466856241495
1545,18,premotor,45,207,0.2681493165712795
1546,18,premotor,45,45,-0.9109438280863631
1547,18,premotor,45,99,0.35296987910645616
1548,18,premotor,99,153,0.31388744859777884
1549,18,premotor,99,207,0.2553511696889324
1550,18,premotor,99,45,0.33243445473555744
1551,18,premotor,99,99,-0.8984284946647587
1552,18,motor,153,153,-0.8958663438274153
1553,18,motor,153,207,0.35939044875890724
1554,18,motor,153,45,0.25928182900314345
1555,18,motor,153,99,0.2771055162781766
1556,18,motor,207,153,0.30996666433007536
1557,18,motor,207,207,-0.8926748962168536
1558,18,motor,207,45,0.2653747278724844
1559,18,motor,207,99,0.2655088739727694
1560,18,motor,45,153,0.27957471053766125
1561,18,motor,45,207,0.23731102747427849
1562,18,motor,45,45,-0.906800049136489
1563,18,motor,45,99,0.34896639627457393
1564,18,motor,99,153,0.27299619058399044
1565,18,motor,99,207,0.271644821298342
1566,18,motor,99,45,0.3417713377738323
1567,18,motor,99,99,-0.8877254120313347
1568,18,v1,153,153,-0.8717029027258933
1569,18,v1,153,207,0.3542554037086134
1570,18,v1,153,45,0.2562167084379533
1571,18,v1,153,99,0.2650073367751369
1572,18,v1,207,153,0.3318247628728753
1573,18,v1,207,207,-0.8381589302110646
1574,18,v1,207,45,0.21054942087833095
1575,18,v1,207,99,0.23785095236987583
1576,18,v1,45,153,0.23565337294668068
1577,18,v1,45,207,0.2396016386529324
1578,18,v1,45,45,-0.8513065563804321
1579,18,v1,45,99,0.341573043393824
1580,18,v1,99,153,0.27316425905071057
1581,18,v1,99,207,0.2617507094401036
1582,18,v1,99,45,0.3198794448639663
1583,18,v1,99,99,-0.8324104077266365
1584,18,sup_parietal,153,153,-0.8621844418334932
1585,18,sup_parietal,153,207,0.3213680257864574
1586,18,sup_parietal,153,45,0.24810827527740453
1587,18,sup_parietal,153,99,0.2608480027866778
1588,18,sup_parietal,207,153,0.25020483107318764
1589,18,sup_parietal,207,207,-0.8418596722271297
1590,18,sup_parietal,207,45,0.19526465460810666
1591,18,sup_parietal,207,99,0.24653524813535863
1592,18,sup_parietal,45,153,0.2640759520770982
1593,18,sup_parietal,45,207,0.244014790616445
1594,18,sup_parietal,45,45,-0.8907118926682864
1595,18,sup_parietal,45,99,0.38388888417811606
1596,18,sup_parietal,99,153,0.30838191753587485
1597,18,sup_parietal,99,207,0.18405918765929835
1598,18,sup_parietal,99,45,0.4223614123181502
1599,18,sup_parietal,99,99,-0.866681472539155
1600,18,inf_parietal,153,153,-0.8804132306081376
1601,18,inf_parietal,153,207,0.3291827031723532
1602,18,inf_parietal,153,45,0.2681049648096224
1603,18,inf_parietal,153,99,0.27998382646555786
1604,18,inf_parietal,207,153,0.3192652155167077
1605,18,inf_parietal,207,207,-0.8990974903134157
1606,18,inf_parietal,207,45,0.2390783505577584
1607,18,inf_parietal,207,99,0.27903276709850866
1608,18,inf_parietal,45,153,0.2700237940834599
1609,18,inf_parietal,45,207,0.2879275134923741
1610,18,inf_parietal,45,45,-0.893845111160837
1611,18,inf_parietal,45,99,0.3083635777146427
1612,18,inf_parietal,99,153,0.2927950023337387
1613,18,inf_parietal,99,207,0.2506683673008854
1614,18,inf_parietal,99,45,0.33090179529056984
1615,18,inf_parietal,99,99,-0.884993650642402
1616,18,v5,153,153,-0.8697315978386102
1617,18,v5,153,207,0.3156180177841736
1618,18,v5,153,45,0.25742363795522033
1619,18,v5,153,99,0.2409984752935948
1620,18,v5,207,153,0.30374561851140397
1621,18,v5,207,207,-0.8820377990623304
1622,18,v5,207,45,0.274845465255741
1623,18,v5,207,99,0.27760749923259537
1624,18,v5,45,153,0.23761288052056373
1625,18,v5,45,207,0.27474812413676747
1626,18,v5,45,45,-0.8561051296440153
1627,18,v5,45,99,0.3217773803186741
1628,18,v5,99,153,0.262435759303411
1629,18,v5,99,207,0.30631491520232024
1630,18,v5,99,45,0.2516503048025859
1631,18,v5,99,99,-0.8587590293906896
1632,19,premotor,153,153,-0.8942143225996653
1633,19,premotor,153,207,0.31725496720538415
1634,19,premotor,153,45,0.35777849233575004
1635,19,premotor,153,99,0.2990993806527414
1636,19,premotor,207,153,0.3245420151047318
1637,19,premotor,207,207,-0.9166636484882813
1638,19,premotor,207,45,0.23469539511801585
1639,19,premotor,207,99,0.2832878615482743
1640,19,premotor,45,153,0.3556281663259617
1641,19,premotor,45,207,0.25112929438022225
1642,19,premotor,45,45,-0.9162702290284602
1643,19,premotor,45,99,0.27690947421341183
1644,19,premotor,99,153,0.2833051118613928
1645,19,premotor,99,207,0.2781568031830418
1646,19,premotor,99,45,0.30409510055284006
1647,19,premotor,99,99,-0.9085034353116828
1648,19,motor,153,153,-0.886991185277483
1649,19,motor,153,207,0.3080040929607018
1650,19,motor,153,45,0.3442889140785282
1651,19,motor,153,99,0.2899736144383032
1652,19,motor,207,153,0.30977869471429215
1653,19,motor,207,207,-0.910570694515856
1654,19,motor,207,45,0.1918531256122322
1655,19,motor,207,99,0.297512528810432
1656,19,motor,45,153,0.33937464234182596
1657,19,motor,45,207,0.21129115320919767
1658,19,motor,45,45,-0.902847828905691
1659,19,motor,45,99,0.3075329698738925
1660,19,motor,99,153,0.29894416998910245
1661,19,motor,99,207,0.30071288933844326
1662,19,motor,99,45,0.313943307995707
1663,19,motor,99,99,-0.8987408465274331
1664,19,v1,153,153,-0.8499988522297047
1665,19,v1,153,207,0.3132739931270422
1666,19,v1,153,45,0.2997529786595573
1667,19,v1,153,99,0.28967739706592127
1668,19,v1,207,153,0.27881899649626674
1669,19,v1,207,207,-0.8669106493745811
1670,19,v1,207,45,0.264547364700218
1671,19,v1,207,99,0.25601434332702877
1672,19,v1,45,153,0.29557738592306104
1673,19,v1,45,207,0.25017602234589326
1674,19,v1,45,45,-0.8627372281032488
1675,19,v1,45,99,0.2679855895276237
1676,19,v1,99,153,0.3313451425578893
1677,19,v1,99,207,0.20832662818780195
1678,19,v1,99,45,0.3024016701425172
1679,19,v1,99,99,-0.8853750070959964
1680,19,sup_parietal,153,153,-0.8633679602601859
1681,19,sup_parietal,153,207,0.3141588870759564
1682,19,sup_parietal,153,45,0.2900341268358293
1683,19,sup_parietal,153,99,0.289787310494473
1684,19,sup_parietal,207,153,0.2945593069403782
1685,19,sup_parietal,207,207,-0.8966443202499413
1686,19,sup_parietal,207,45,0.23619857992246207
1687,19,sup_parietal,207,99,0.24316106040803132
1688,19,sup_parietal,45,153,0.31761101962728955
1689,19,sup_parietal,45,207,0.24510743268505053
1690,19,sup_parietal,45,45,-0.8828796268344378
1691,19,sup_parietal,45,99,0.27590793235285094
1692,19,sup_parietal,99,153,0.2915992211207684
1693,19,sup_parietal,99,207,0.25664354277335555
1694,19,sup_parietal,99,45,0.27358121810593306
1695,19,sup_parietal,99,99,-0.8553573539473198
1696,19,inf_parietal,153,153,-0.8670910581552832
1697,19,inf_parietal,153,207,0.30645082668007506
1698,19,inf_parietal,153,45,0.31271702910062643
1699,19,inf_parietal,153,99,0.30893978229688096
1700,19,inf_parietal,207,153,0.2938194694160143
1701,19,inf_parietal,207,207,-0.8959537021617852
1702,19,inf_parietal,207,45,0.19813163492207123
1703,19,inf_parietal,207,99,0.2689393771934398
1704,19,inf_parietal,45,153,0.30640210793626343
1705,19,inf_parietal,45,207,0.2132997630727072
1706,19,inf_parietal,45,45,-0.8879060581603507
1707,19,inf_parietal,45,99,0.323867723034335
1708,19,inf_parietal,99,153,0.2598480746183424
1709,19,inf_parietal,99,207,0.23802526872790725
1710,19,inf_parietal,99,45,0.38890304646843926
1711,19,inf_parietal,99,99,-0.8869890605679462
1712,19,v5,153,153,-0.8856992447108845
1713,19,v5,153,207,0.41023491773445003
1714,19,v5,153,45,0.2416069725665807
1715,19,v5,153,99,0.26792731257128277
1716,19,v5,207,153,0.3419525139050282
1717,19,v5,207,207,-0.8828877304766148
1718,19,v5,207,45,0.2187332751791996
1719,19,v5,207,99,0.2894345216570322
1720,19,v5,45,153,0.273068230168096
1721,19,v5,45,207,0.22108248248144852
1722,19,v5,45,45,-0.8749568396741287
1723,19,v5,45,99,0.32646633550137993
1724,19,v5,99,153,0.3231057107544021
1725,19,v5,99,207,0.16908603517410442
1726,19,v5,99,45,0.3601334925377665
1727,19,v5,99,99,-0.8784281004006731
1728,20,premotor,153,153,-0.9032787447747141
1729,20,premotor,153,207,0.3005585286881846
1730,20,premotor,153,45,0.29760702495064734
1731,20,premotor,153,99,0.32726790971251396
1732,20,premotor,207,153,0.2735501343298298
1733,20,premotor,207,207,-0.916935209205158
1734,20,premotor,207,45,0.2574354158471135
1735,20,premotor,207,99,0.3026995632030599
1736,20,premotor,45,153,0.32899885009073493
1737,20,premotor,45,207,0.24096311027866255
1738,20,premotor,45,45,-0.9229045245185985
1739,20,premotor,45,99,0.32528569829159654
1740,20,premotor,99,153,0.3074098089012959
1741,20,premotor,99,207,0.2848468274384514
1742,20,premotor,99,45,0.3415628211558994
1743,20,premotor,99,99,-0.9057067136566899
1744,20,motor,153,153,-0.8725662345573592
1745,20,motor,153,207,0.32688953384053226
1746,20,motor,153,45,0.2508460312062236
1747,20,motor,153,99,0.30355157062247085
1748,20,motor,207,153,0.2834969338442843
1749,20,motor,207,207,-0.9046968025783634
1750,20,motor,207,45,0.23322726544284672
1751,20,motor,207,99,0.3016500035017186
1752,20,motor,45,153,0.2979504976336993
1753,20,motor,45,207,0.22507821022090108
1754,20,motor,45,45,-0.905790882467451
1755,20,motor,45,99,0.3206784537352978
1756,20,motor,99,153,0.3073065951025642
1757,20,motor,99,207,0.25242816556821335
1758,20,motor,99,45,0.3634981186485143
1759,20,motor,99,99,-0.9030212144978069
1760,20,v1,153,153,-0.8398753956836991
1761,20,v1,153,207,0.25872935362036575
1762,20,v1,153,45,0.2852678627137112
1763,20,v1,153,99,0.3368412425462042
1764,20,v1,207,153,0.30311969640991726
1765,20,v1,207,207,-0.8566104267585692
1766,20,v1,207,45,0.2098910656168471
1767,20,v1,207,99,0.2429206074427283
1768,20,v1,45,153,0.289970727069086
1769,20,v1,45,207,0.2076903668094262
1770,20,v1,45,45,-0.835915855320626
1771,20,v1,45,99,0.30750875243947373
1772,20,v1,99,153,0.28843592717146016
1773,20,v1,99,207,0.25972684344812264
1774,20,v1,99,45,0.3202223708464908
1775,20,v1,99,99,-0.8574447243786705
1776,20,sup_parietal,153,153,-0.8624863965700773
1777,20,sup_parietal,153,207,0.3448630312121692
1778,20,sup_parietal,153,45,0.24871617790309444
1779,20,sup_parietal,153,99,0.28108361791318714
1780,20,sup_parietal,207,153,0.35518739450629655
1781,20,sup_parietal,207,207,-0.8981238129079148
1782,20,sup_parietal,207,45,0.2437281291923917
1783,20,sup_parietal,207,99,0.24150795707231817
1784,20,sup_parietal,45,153,0.25431244236333217
1785,20,sup_parietal,45,207,0.25046796483775513
1786,20,sup_parietal,45,45,-0.8568266061571284
1787,20,sup_parietal,45,99,0.31403620229860046
1788,20,sup_parietal,99,153,0.22610008571735027
1789,20,sup_parietal,99,207,0.25265726052735726
1790,20,sup_parietal,99,45,0.3662799775493848
1791,20,sup_parietal,99,99,-0.8788326690250226
1792,20,inf_parietal,153,153,-0.9042877999052414
1793,20,inf_parietal,153,207,0.33410569058818806
1794,20,inf_parietal,153,45,0.28801855842290247
1795,20,inf_parietal,153,99,0.3417840041312996
1796,20,inf_parietal,207,153,0.33683995618775125
1797,20,inf_parietal,207,207,-0.9023482188523768
1798,20,inf_parietal,207,45,0.22638799072193536
1799,20,inf_parietal,207,99,0.23128390929632572
1800,20,inf_parietal,45,153,0.2762465722369236
1801,20,inf_parietal,45,207,0.25447833700757855
1802,20,inf_parietal,45,45,-0.904645310279061
1803,20,inf_parietal,45,99,0.329086738859951
1804,20,inf_parietal,99,153,0.32151828076335376
1805,20,inf_parietal,99,207,0.22133349359484109
1806,20,inf_parietal,99,45,0.3644787897168983
1807,20,inf_parietal,99,99,-0.902345612796656
1808,20,v5,153,153,-0.8218716971447115
1809,20,v5,153,207,0.22718366662762257
1810,20,v5,153,45,0.20267508126794442
1811,20,v5,153,99,0.3846034550012149
1812,20,v5,207,153,0.34520962130300115
1813,20,v5,207,207,-0.8659890612690797
1814,20,v5,207,45,0.22067751383246806
1815,20,v5,207,99,0.2217249642622111
1816,20,v5,45,153,0.2245812771577867
1817,20,v5,45,207,0.3094090969514829
1818,20,v5,45,45,-0.8099066507735184
1819,20,v5,45,99,0.23156575617440253
1820,20,v5,99,153,0.25642030587612075
1821,20,v5,99,207,0.2865211579992446
1822,20,v5,99,45,0.3271747059807058
1823,20,v5,99,99,-0.8050004773970977
1824,22,premotor,153,153,-0.9152172745661629
1825,22,premotor,153,207,0.3430173342157209
1826,22,premotor,153,45,0.29046933266025987
1827,22,premotor,153,99,0.30532976793386385
1828,22,premotor,207,153,0.3265367977872946
1829,22,premotor,207,207,-0.9060718372355164
1830,22,premotor,207,45,0.28824732022333927
1831,22,premotor,207,99,0.2575259227490153
1832,22,premotor,45,153,0.31011761219667044
1833,22,premotor,45,207,0.2830480612415409
1834,22,premotor,45,45,-0.9089941700459561
1835,22,premotor,45,99,0.3209295013564555
1836,22,premotor,99,153,0.2734727812085678
1837,22,premotor,99,207,0.28099503492058175
1838,22,premotor,99,45,0.3240732294975739
1839,22,premotor,99,99,-0.9186064553238017
1840,22,motor,153,153,-0.9038666273004001
1841,22,motor,153,207,0.28532415563565244
1842,22,motor,153,45,0.2754861250088905
1843,22,motor,153,99,0.307744644640984
1844,22,motor,207,153,0.30591433181670036
1845,22,motor,207,207,-0.9095698201402145
1846,22,motor,207,45,0.27326681670793995
1847,22,motor,207,99,0.28468212755056804
1848,22,motor,45,153,0.26296341908572024
1849,22,motor,45,207,0.300849214396228
1850,22,motor,45,45,-0.9047365163655581
1851,22,motor,45,99,0.3285039471873729
1852,22,motor,99,153,0.2925094359755782
1853,22,motor,99,207,0.30123233552116596
1854,22,motor,99,45,0.3209602325554203
1855,22,motor,99,99,-0.9178739970991412
1856,22,v1,153,153,-0.8852472803438456
1857,22,v1,153,207,0.2801375563529982
1858,22,v1,153,45,0.2061481308609307
1859,22,v1,153,99,0.3511770213770298
1860,22,v1,207,153,0.36436452731988345
1861,22,v1,207,207,-0.8770367955889407
1862,22,v1,207,45,0.21620172703494334
1863,22,v1,207,99,0.24635864696050008
1864,22,v1,45,153,0.25018763438366987
1865,22,v1,45,207,0.2499497045645302
1866,22,v1,45,45,-0.878899413995088
1867,22,v1,45,99,0.3909679993308365
1868,22,v1,99,153,0.22866495626770586
1869,22,v1,99,207,0.20630126059751466
1870,22,v1,99,45,0.4326205909807467
1871,22,v1,99,99,-0.8899464126167389
1872,22,sup_parietal,153,153,-0.8701280300271929
1873,22,sup_parietal,153,207,0.2624615886040952
1874,22,sup_parietal,153,45,0.25592338030890494
1875,22,sup_parietal,153,99,0.346943533816762
1876,22,sup_parietal,207,153,0.28453418904088285
1877,22,sup_parietal,207,207,-0.8645596452155521
1878,22,sup_parietal,207,45,0.34063603183649205
1879,22,sup_parietal,207,99,0.18578969238488585
1880,22,sup_parietal,45,153,0.2493437909506243
1881,22,sup_parietal,45,207,0.29996644228976643
1882,22,sup_parietal,45,45,-0.8791188955781786
1883,22,sup_parietal,45,99,0.30591258237537733
1884,22,sup_parietal,99,153,0.27132657622986756
1885,22,sup_parietal,99,207,0.27830636272148024
