,Participants,Masks,Rotate Direction,Rotate Direction_,Correlation
640,07,inf_parietal,153,153,-0.8574178630983176
641,07,inf_parietal,153,207,0.2563498047114965
642,07,inf_parietal,153,45,0.3692420785008209
643,07,inf_parietal,153,99,0.25187487834999955
644,07,inf_parietal,207,153,0.28382973921009413
645,07,inf_parietal,207,207,-0.8481873180131516
646,07,inf_parietal,207,45,0.24418040417871628
647,07,inf_parietal,207,99,0.23644471090210625
648,07,inf_parietal,45,153,0.28682717700414256
649,07,inf_parietal,45,207,0.29251514225998954
650,07,inf_parietal,45,45,-0.8703856430634098
651,07,inf_parietal,45,99,0.32528722260815446
652,07,inf_parietal,99,153,0.2859672777730014
653,07,inf_parietal,99,207,0.2506315136283907
654,07,inf_parietal,99,45,0.3045871376986735
655,07,inf_parietal,99,99,-0.8766250988959559
656,07,v5,153,153,-0.8224820072700475
657,07,v5,153,207,0.2130029563726837
658,07,v5,153,45,0.22640096779165766
659,07,v5,153,99,0.2696968182761131
660,07,v5,207,153,0.26716331556929257
661,07,v5,207,207,-0.8193887521928094
662,07,v5,207,45,0.29981530438984816
663,07,v5,207,99,0.2758787895601683
664,07,v5,45,153,0.2874897329898449
665,07,v5,45,207,0.23461619490558294
666,07,v5,45,45,-0.8284710208677601
667,07,v5,45,99,0.21632244192660657
668,07,v5,99,153,0.22320494922527861
669,07,v5,99,207,0.3241904163946082
670,07,v5,99,45,0.2583715366520112
671,07,v5,99,99,-0.8499503409866811
672,08,premotor,153,153,-0.873798076078572
673,08,premotor,153,207,0.3128457013093756
674,08,premotor,153,45,0.2269545480931699
675,08,premotor,153,99,0.30986562779980387
676,08,premotor,207,153,0.29661292250450577
677,08,premotor,207,207,-0.8969318353678438
678,08,premotor,207,45,0.2636999732320645
679,08,premotor,207,99,0.3229696846874622
680,08,premotor,45,153,0.24935207849958746
681,08,premotor,45,207,0.2895762092285071
682,08,premotor,45,45,-0.898065931367883
683,08,premotor,45,99,0.2912597336456641
684,08,premotor,99,153,0.3328038343939199
685,08,premotor,99,207,0.30032646376886885
686,08,premotor,99,45,0.3085933426307954
687,08,premotor,99,99,-0.9018372482880261
688,08,motor,153,153,-0.8803751311760405
689,08,motor,153,207,0.28488544969598567
690,08,motor,153,45,0.22740995772904637
691,08,motor,153,99,0.3256021076702171
692,08,motor,207,153,0.29950334334097134
693,08,motor,207,207,-0.884865098161516
694,08,motor,207,45,0.24937318942824105
695,08,motor,207,99,0.2719287077091185
696,08,motor,45,153,0.2559252535681473
697,08,motor,45,207,0.3134982721240378
698,08,motor,45,45,-0.8897397502422145
699,08,motor,45,99,0.27740709348088044
700,08,motor,99,153,0.35037009670182817
701,08,motor,99,207,0.23002405131680975
702,08,motor,99,45,0.3080423651282411
703,08,motor,99,99,-0.8752229387073586
704,08,v1,153,153,-0.8604169515826657
705,08,v1,153,207,0.3235964462493298
706,08,v1,153,45,0.1791713250639641
707,08,v1,153,99,0.3284685042176766
708,08,v1,207,153,0.3448914648297925
709,08,v1,207,207,-0.8809138911555687
710,08,v1,207,45,0.23751804968476536
711,08,v1,207,99,0.2649967072467576
712,08,v1,45,153,0.20553562932125502
713,08,v1,45,207,0.26568664884055826
714,08,v1,45,45,-0.8685504399702997
715,08,v1,45,99,0.35156821676470185
716,08,v1,99,153,0.32338235381784763
717,08,v1,99,207,0.22813329182419523
718,08,v1,99,45,0.3611417194367581
719,08,v1,99,99,-0.8817716418846309
720,08,sup_parietal,153,153,-0.8165182066837833
721,08,sup_parietal,153,207,0.24181058743946043
722,08,sup_parietal,153,45,0.25614951634512534
723,08,sup_parietal,153,99,0.31178335600711016
724,08,sup_parietal,207,153,0.24708481428356194
725,08,sup_parietal,207,207,-0.8621513914759262
726,08,sup_parietal,207,45,0.2545614776698008
727,08,sup_parietal,207,99,0.339963088902779
728,08,sup_parietal,45,153,0.2628978113408442
729,08,sup_parietal,45,207,0.23157344337997748
730,08,sup_parietal,45,45,-0.8476410182945864
731,08,sup_parietal,45,99,0.2541107366882977
732,08,sup_parietal,99,153,0.32630311258116673
733,08,sup_parietal,99,207,0.29318627158047394
734,08,sup_parietal,99,45,0.26389486208446106
735,08,sup_parietal,99,99,-0.8594194869427871
736,08,inf_parietal,153,153,-0.8657172458417761
737,08,inf_parietal,153,207,0.25693682044968735
738,08,inf_parietal,153,45,0.32813229686349826
739,08,inf_parietal,153,99,0.28326797719511243
740,08,inf_parietal,207,153,0.2643008638755293
741,08,inf_parietal,207,207,-0.8690974264486366
742,08,inf_parietal,207,45,0.2489962470933203
743,08,inf_parietal,207,99,0.32865964242637896
744,08,inf_parietal,45,153,0.3568816847063059
745,08,inf_parietal,45,207,0.2489404503866262
746,08,inf_parietal,45,45,-0.8943676267185481
747,08,inf_parietal,45,99,0.23049054566874821
748,08,inf_parietal,99,153,0.30461863970717273
749,08,inf_parietal,99,207,0.31515515475875944
750,08,inf_parietal,99,45,0.25897933751018576
751,08,inf_parietal,99,99,-0.8813690557959013
752,08,v5,153,153,-0.8156097511675182
753,08,v5,153,207,0.16437381314310723
754,08,v5,153,45,0.31226140199715013
755,08,v5,153,99,0.3086047244247787
756,08,v5,207,153,0.2445176188078769
757,08,v5,207,207,-0.7548406199406175
758,08,v5,207,45,0.20790110590984082
759,08,v5,207,99,0.2586033349045084
760,08,v5,45,153,0.26191400517754293
761,08,v5,45,207,0.281287766136458
762,08,v5,45,45,-0.8383027276891357
763,08,v5,45,99,0.26049595436426776
764,08,v5,99,153,0.35011148258358804
765,08,v5,99,207,0.24321782513335344
766,08,v5,99,45,0.24472771571227397
767,08,v5,99,99,-0.7794251897208871
768,09,premotor,153,153,-0.9062870448443965
769,09,premotor,153,207,0.28449011552497405
770,09,premotor,153,45,0.320983524407745
771,09,premotor,153,99,0.30328324700113174
772,09,premotor,207,153,0.28296610359141006
773,09,premotor,207,207,-0.9139919177440631
774,09,premotor,207,45,0.2775750927661655
775,09,premotor,207,99,0.3007050254695534
776,09,premotor,45,153,0.3261367169575182
777,09,premotor,45,207,0.2627648290972697
778,09,premotor,45,45,-0.8957267276327096
779,09,premotor,45,99,0.31117404312567637
780,09,premotor,99,153,0.3119786680144988
781,09,premotor,99,207,0.3080966807420258
782,09,premotor,99,45,0.30671553464756307
783,09,premotor,99,99,-0.9253842143736168
784,09,motor,153,153,-0.8811860230277928
785,09,motor,153,207,0.2790352160363233
786,09,motor,153,45,0.33082570769427866
787,09,motor,153,99,0.2686258660790399
788,09,motor,207,153,0.29786857156068
789,09,motor,207,207,-0.9093551031644219
790,09,motor,207,45,0.25687143673783985
791,09,motor,207,99,0.3321731380050895
792,09,motor,45,153,0.3251187778882981
793,09,motor,45,207,0.23167312481542968
794,09,motor,45,45,-0.8841997092433832
795,09,motor,45,99,0.3128530906972631
796,09,motor,99,153,0.28612933728464085
797,09,motor,99,207,0.3220776722863155
798,09,motor,99,45,0.2961532671888466
799,09,motor,99,99,-0.9200662325774129
800,09,v1,153,153,-0.8414329148534907
801,09,v1,153,207,0.31940455212404534
802,09,v1,153,45,0.24585657166898975
803,09,v1,153,99,0.2375505622041034
804,09,v1,207,153,0.3196015160448226
805,09,v1,207,207,-0.8605657938137093
806,09,v1,207,45,0.29038766294481144
807,09,v1,207,99,0.18877056886312082
808,09,v1,45,153,0.25794114545748814
809,09,v1,45,207,0.1812027834970773
810,09,v1,45,45,-0.8643781149203908
811,09,v1,45,99,0.4405412685438956
812,09,v1,99,153,0.2025468312461745
813,09,v1,99,207,0.2506131329915722
814,09,v1,99,45,0.4058771379837964
815,09,v1,99,99,-0.8740006778703016
816,09,sup_parietal,153,153,-0.8683638579069344
817,09,sup_parietal,153,207,0.29001453669456584
818,09,sup_parietal,153,45,0.26190348609986924
819,09,sup_parietal,153,99,0.3108667462464969
820,09,sup_parietal,207,153,0.2844385940045112
821,09,sup_parietal,207,207,-0.8636868662485045
822,09,sup_parietal,207,45,0.24594562202795706
823,09,sup_parietal,207,99,0.24375012715976643
824,09,sup_parietal,45,153,0.2939224182795594
825,09,sup_parietal,45,207,0.2433350974553458
826,09,sup_parietal,45,45,-0.8519606087303938
827,09,sup_parietal,45,99,0.312899780017754
828,09,sup_parietal,99,153,0.2887569873307376
829,09,sup_parietal,99,207,0.23079873787461344
830,09,sup_parietal,99,45,0.3214865695806025
831,09,sup_parietal,99,99,-0.8740500400734414
832,09,inf_parietal,153,153,-0.8790820333148986
833,09,inf_parietal,153,207,0.25707643822386583
834,09,inf_parietal,153,45,0.31876683873998635
835,09,inf_parietal,153,99,0.2936321164848662
836,09,inf_parietal,207,153,0.2827538839358789
837,09,inf_parietal,207,207,-0.8912144394427021
838,09,inf_parietal,207,45,0.2583892108538942
839,09,inf_parietal,207,99,0.29971797293408675
840,09,inf_parietal,45,153,0.26900117656704103
841,09,inf_parietal,45,207,0.27517760690248405
842,09,inf_parietal,45,45,-0.8783204618265836
843,09,inf_parietal,45,99,0.3110304001878282
844,09,inf_parietal,99,153,0.34905759357756294
845,09,inf_parietal,99,207,0.2767593425829684
846,09,inf_parietal,99,45,0.28016376101148727
847,09,inf_parietal,99,99,-0.9073810978517798
848,09,v5,153,153,-0.889244664149447
849,09,v5,153,207,0.26308766481413776
850,09,v5,153,45,0.21829590192388382
851,09,v5,153,99,0.3883446589506345
852,09,v5,207,153,0.2884707016611757
853,09,v5,207,207,-0.8612144507957646
854,09,v5,207,45,0.221876558944397
855,09,v5,207,99,0.3095847125660879
856,09,v5,45,153,0.22720496978784085
857,09,v5,45,207,0.3070605222050845
858,09,v5,45,45,-0.8317059867680741
859,09,v5,45,99,0.22555074258162816
860,09,v5,99,153,0.285349674296895
861,09,v5,99,207,0.24595169721500215
862,09,v5,99,45,0.2792074662198955
863,09,v5,99,99,-0.8827406947611178
864,11,premotor,153,153,-0.9046994877269234
865,11,premotor,153,207,0.3825764715837192
866,11,premotor,153,45,0.2756984909364797
867,11,premotor,153,99,0.28534787707059306
868,11,premotor,207,153,0.35795886149574907
869,11,premotor,207,207,-0.886445550297883
870,11,premotor,207,45,0.23945945900373478
871,11,premotor,207,99,0.25360511107705164
872,11,premotor,45,153,0.26924231471959403
873,11,premotor,45,207,0.2451514461333887
874,11,premotor,45,45,-0.893348321837238
875,11,premotor,45,99,0.3452054094772241
876,11,premotor,99,153,0.30842165822658435
877,11,premotor,99,207,0.23883775954009354
878,11,premotor,99,45,0.3292194708993099
879,11,premotor,99,99,-0.8830335341317983
880,11,motor,153,153,-0.8861935083768355
881,11,motor,153,207,0.33886948824690255
882,11,motor,153,45,0.2506815814113353
883,11,motor,153,99,0.29718233980836517
884,11,motor,207,153,0.3238286770726936
885,11,motor,207,207,-0.8753816721587254
886,11,motor,207,45,0.2716340305625906
887,11,motor,207,99,0.25654108141995835
888,11,motor,45,153,0.275101889309597
889,11,motor,45,207,0.29374021411970663
890,11,motor,45,45,-0.8850980696831265
891,11,motor,45,99,0.28866838822647023
892,11,motor,99,153,0.27271508091610597
893,11,motor,99,207,0.25253695783448543
894,11,motor,99,45,0.3225140117775575
895,11,motor,99,99,-0.8625725637024488
896,11,v1,153,153,-0.8497251097351214
897,11,v1,153,207,0.31149217624024833
898,11,v1,153,45,0.23258582720445503
899,11,v1,153,99,0.3273569033714304
900,11,v1,207,153,0.33567684274567
901,11,v1,207,207,-0.8265657021573841
902,11,v1,207,45,0.22305642973896952
903,11,v1,207,99,0.273841228568309
904,11,v1,45,153,0.2576221111913639
905,11,v1,45,207,0.26558431889587875
906,11,v1,45,45,-0.8580786102597989
907,11,v1,45,99,0.25211022754718254
908,11,v1,99,153,0.2830267137341554
909,11,v1,99,207,0.24472458693653162
910,11,v1,99,45,0.3419466219118684
911,11,v1,99,99,-0.8514014054299701
912,11,sup_parietal,153,153,-0.8274855075296831
913,11,sup_parietal,153,207,0.3498463657422304
914,11,sup_parietal,153,45,0.20876267768444234
915,11,sup_parietal,153,99,0.32047097198518915
916,11,sup_parietal,207,153,0.3127721513893035
917,11,sup_parietal,207,207,-0.8650866883647848
918,11,sup_parietal,207,45,0.21947661474209157
919,11,sup_parietal,207,99,0.26629609580297897
920,11,sup_parietal,45,153,0.2409468787936586
921,11,sup_parietal,45,207,0.22811531187919704
922,11,sup_parietal,45,45,-0.8542811365581071
923,11,sup_parietal,45,99,0.27263560668314285
924,11,sup_parietal,99,153,0.2796255807938736
925,11,sup_parietal,99,207,0.2663831094261727
926,11,sup_parietal,99,45,0.3379361782032497
927,11,sup_parietal,99,99,-0.8701984981291935
928,11,inf_parietal,153,153,-0.8765410504135461
929,11,inf_parietal,153,207,0.314603059432358
930,11,inf_parietal,153,45,0.2552692430696116
931,11,inf_parietal,153,99,0.30683914289511277
932,11,inf_parietal,207,153,0.28124093045206083
933,11,inf_parietal,207,207,-0.8684698181288707
934,11,inf_parietal,207,45,0.25953725830278523
935,11,inf_parietal,207,99,0.28098789810878066
936,11,inf_parietal,45,153,0.26245340046778093
937,11,inf_parietal,45,207,0.2765040376629891
938,11,inf_parietal,45,45,-0.8769526214564819
939,11,inf_parietal,45,99,0.29162567228482467
940,11,inf_parietal,99,153,0.3188199508226144
941,11,inf_parietal,99,207,0.26205749730258654
942,11,inf_parietal,99,45,0.30196475650447746
943,11,inf_parietal,99,99,-0.8772279004706269
944,11,v5,153,153,-0.8070262288652178
945,11,v5,153,207,0.34181439893786963
946,11,v5,153,45,0.20506137758759915
947,11,v5,153,99,0.2682464316138726
948,11,v5,207,153,0.3775826320564195
949,11,v5,207,207,-0.8303358768404694
950,11,v5,207,45,0.26064142910141574
951,11,v5,207,99,0.2675159591855931
952,11,v5,45,153,0.19712741839303566
953,11,v5,45,207,0.3616795605136158
954,11,v5,45,45,-0.8296740344877529
955,11,v5,45,99,0.2724562866409702
956,11,v5,99,153,0.18279323579673662
957,11,v5,99,207,0.15314704006498353
958,11,v5,99,45,0.3764748147825846
959,11,v5,99,99,-0.8717781346923811
960,12,premotor,153,153,-0.8956266784751918
961,12,premotor,153,207,0.33748630208294333
962,12,premotor,153,45,0.29655069289363445
963,12,premotor,153,99,0.2780370866134974
964,12,premotor,207,153,0.3112993922290599
965,12,premotor,207,207,-0.9042227069489612
966,12,premotor,207,45,0.28386926727277845
967,12,premotor,207,99,0.26841266349875353
968,12,premotor,45,153,0.27899876043212357
969,12,premotor,45,207,0.2573637964519895
970,12,premotor,45,45,-0.8964774274944374
971,12,premotor,45,99,0.3303304828841348
972,12,premotor,99,153,0.29798370327246076
973,12,premotor,99,207,0.27504032479191787
974,12,premotor,99,45,0.3294506114196042
975,12,premotor,99,99,-0.8986244023949002
976,12,motor,153,153,-0.8837489463815356
977,12,motor,153,207,0.32256724901100836
978,12,motor,153,45,0.2759637379558578
979,12,motor,153,99,0.2689025280538917
980,12,motor,207,153,0.30513773946155803
981,12,motor,207,207,-0.8811732807796948
982,12,motor,207,45,0.26554765244514844
983,12,motor,207,99,0.276835878068197
984,12,motor,45,153,0.28041901337046576
985,12,motor,45,207,0.240780873224612
986,12,motor,45,45,-0.8769286781540766
987,12,motor,45,99,0.3281726143044239
988,12,motor,99,153,0.2820820437200616
989,12,motor,99,207,0.2908356082003565
990,12,motor,99,45,0.29728654088348616
991,12,motor,99,99,-0.8789357413300116
992,12,v1,153,153,-0.8483392714768696
993,12,v1,153,207,0.32908047364001214
994,12,v1,153,45,0.21748565066673395
995,12,v1,153,99,0.27589580835335176
996,12,v1,207,153,0.3445191084203719
997,12,v1,207,207,-0.8576155714842297
998,12,v1,207,45,0.26843888953839024
999,12,v1,207,99,0.20789048780827096
1000,12,v1,45,153,0.2359455010978055
1001,12,v1,45,207,0.24340235530583157
1002,12,v1,45,45,-0.8409209125991051
1003,12,v1,45,99,0.35861974563060595
1004,12,v1,99,153,0.27982384095335106
1005,12,v1,99,207,0.21573389294421225
1006,12,v1,99,45,0.33263468440035404
1007,12,v1,99,99,-0.8698820563103868
1008,12,sup_parietal,153,153,-0.8445437692699995
1009,12,sup_parietal,153,207,0.30856227030815864
1010,12,sup_parietal,153,45,0.30651609427790383
1011,12,sup_parietal,153,99,0.2727057546756546
1012,12,sup_parietal,207,153,0.31153689528557643
1013,12,sup_parietal,207,207,-0.8546437971673606
1014,12,sup_parietal,207,45,0.25308990020560374
1015,12,sup_parietal,207,99,0.2286955520047117
1016,12,sup_parietal,45,153,0.3304769598184578
1017,12,sup_parietal,45,207,0.18004071482398243
1018,12,sup_parietal,45,45,-0.8315746977359663
1019,12,sup_parietal,45,99,0.2379275460715674
1020,12,sup_parietal,99,153,0.2579218833779636
1021,12,sup_parietal,99,207,0.27829843448701796
1022,12,sup_parietal,99,45,0.2643325916871795
1023,12,sup_parietal,99,99,-0.8833514196846471
1024,12,inf_parietal,153,153,-0.8770195014411869
1025,12,inf_parietal,153,207,0.3398585363357962
1026,12,inf_parietal,153,45,0.2703529158743896
1027,12,inf_parietal,153,99,0.2992479555400298
1028,12,inf_parietal,207,153,0.3406732662501023
1029,12,inf_parietal,207,207,-0.8891338761710186
1030,12,inf_parietal,207,45,0.25162175491936745
1031,12,inf_parietal,207,99,0.23572099079393566
1032,12,inf_parietal,45,153,0.332672894027939
1033,12,inf_parietal,45,207,0.21974341828036886
1034,12,inf_parietal,45,45,-0.8870695281208307
1035,12,inf_parietal,45,99,0.2825125620526635
1036,12,inf_parietal,99,153,0.26483524746335585
1037,12,inf_parietal,99,207,0.26021934850180684
1038,12,inf_parietal,99,45,0.3230921574380105
1039,12,inf_parietal,99,99,-0.8842660234514297
1040,12,v5,153,153,-0.8383450536930648
1041,12,v5,153,207,0.35336993906085123
1042,12,v5,153,45,0.23780380433636944
1043,12,v5,153,99,0.18694159040107847
1044,12,v5,207,153,0.3210449285162227
1045,12,v5,207,207,-0.8522540534791077
1046,12,v5,207,45,0.2910499132875958
1047,12,v5,207,99,0.29628934948272134
1048,12,v5,45,153,0.2357025887925263
1049,12,v5,45,207,0.24996189340257863
1050,12,v5,45,45,-0.8148908594681811
1051,12,v5,45,99,0.20006518815894841
1052,12,v5,99,153,0.2753006233812276
1053,12,v5,99,207,0.26725823757457845
1054,12,v5,99,45,0.24096507175110332
1055,12,v5,99,99,-0.8706534733315242
1056,13,premotor,153,153,-0.9005504531762282
1057,13,premotor,153,207,0.33386959425185425
1058,13,premotor,153,45,0.27936116110145465
1059,13,premotor,153,99,0.2967460901239389
1060,13,premotor,207,153,0.33452477373471307
1061,13,premotor,207,207,-0.8915596189692794
1062,13,premotor,207,45,0.31021850897217895
1063,13,premotor,207,99,0.23513518565756006
1064,13,premotor,45,153,0.28830086036171
1065,13,premotor,45,207,0.30103556574437385
1066,13,premotor,45,45,-0.9114951481730256
1067,13,premotor,45,99,0.32909917921783416
1068,13,premotor,99,153,0.27449849118702396
1069,13,premotor,99,207,0.25993250816114105
1070,13,premotor,99,45,0.30954002977448647
1071,13,premotor,99,99,-0.8985006568549628
1072,13,motor,153,153,-0.8865432561199896
1073,13,motor,153,207,0.30057451597160223
1074,13,motor,153,45,0.32036381497287414
1075,13,motor,153,99,0.2752931054379033
1076,13,motor,207,153,0.27887085968170755
1077,13,motor,207,207,-0.8932551971411608
1078,13,motor,207,45,0.26089501936203463
1079,13,motor,207,99,0.3024856551439689
1080,13,motor,45,153,0.33536301852000827
1081,13,motor,45,207,0.2710232710370049
1082,13,motor,45,45,-0.8965036819908971
1083,13,motor,45,99,0.27754586706360207
1084,13,motor,99,153,0.2873031900968289
1085,13,motor,99,207,0.25176271998046307
1086,13,motor,99,45,0.3072935847970001
1087,13,motor,99,99,-0.8912376589579762
1088,13,v1,153,153,-0.8648649074468746
1089,13,v1,153,207,0.32200431534273727
1090,13,v1,153,45,0.2638341240974485
1091,13,v1,153,99,0.29430224006177075
1092,13,v1,207,153,0.28990449626005454
1093,13,v1,207,207,-0.8407243031239522
1094,13,v1,207,45,0.29194539367789407
1095,13,v1,207,99,0.20386365252651967
1096,13,v1,45,153,0.29125864939445945
1097,13,v1,45,207,0.20599368541555377
1098,13,v1,45,45,-0.8412795891037077
1099,13,v1,45,99,0.33232821210518
1100,13,v1,99,153,0.3013226285955971
1101,13,v1,99,207,0.2445301087482256
1102,13,v1,99,45,0.2828795316704962
1103,13,v1,99,99,-0.8639099230465876
1104,13,sup_parietal,153,153,-0.8511657987800562
1105,13,sup_parietal,153,207,0.28749448112900544
1106,13,sup_parietal,153,45,0.27790579561283507
1107,13,sup_parietal,153,99,0.2734634454664904
1108,13,sup_parietal,207,153,0.34379011188524555
1109,13,sup_parietal,207,207,-0.8294944779054582
1110,13,sup_parietal,207,45,0.24862242902538872
1111,13,sup_parietal,207,99,0.23082550662120488
1112,13,sup_parietal,45,153,0.2481111253829174
1113,13,sup_parietal,45,207,0.21234553833482
1114,13,sup_parietal,45,45,-0.8469353469743537
1115,13,sup_parietal,45,99,0.3127623679943794
1116,13,sup_parietal,99,153,0.2745147039165003
1117,13,sup_parietal,99,207,0.2961239851800056
1118,13,sup_parietal,99,45,0.265237845035605
1119,13,sup_parietal,99,99,-0.8602772790423299
1120,13,inf_parietal,153,153,-0.8813381757995422
1121,13,inf_parietal,153,207,0.2950198135469896
1122,13,inf_parietal,153,45,0.2968988639435643
1123,13,inf_parietal,153,99,0.3247543713258719
1124,13,inf_parietal,207,153,0.2637389776540775
1125,13,inf_parietal,207,207,-0.8742271670751371
1126,13,inf_parietal,207,45,0.2815753957084609
1127,13,inf_parietal,207,99,0.2889377148854783
1128,13,inf_parietal,45,153,0.30799195966304593
1129,13,inf_parietal,45,207,0.24512010968292225
1130,13,inf_parietal,45,45,-0.8632149483548662
1131,13,inf_parietal,45,99,0.2590372958278389
1132,13,inf_parietal,99,153,0.30419483348284015
1133,13,inf_parietal,99,207,0.2821357617435987
1134,13,inf_parietal,99,45,0.26561729991508926
1135,13,inf_parietal,99,99,-0.8986026856518414
1136,13,v5,153,153,-0.8055925040161964
1137,13,v5,153,207,0.25869141117852135
1138,13,v5,153,45,0.3064860517703717
1139,13,v5,153,99,0.2970630239510397
1140,13,v5,207,153,0.31435100524983584
1141,13,v5,207,207,-0.8259253613624034
1142,13,v5,207,45,0.2551067947717637
1143,13,v5,207,99,0.25112686624368
1144,13,v5,45,153,0.24714368116576002
1145,13,v5,45,207,0.3005495319928114
1146,13,v5,45,45,-0.8093238431283822
1147,13,v5,45,99,0.2905884232200546
1148,13,v5,99,153,0.26748421005791956
1149,13,v5,99,207,0.2669850353530745
1150,13,v5,99,45,0.19576189040694364
1151,13,v5,99,99,-0.8752416466517388
1152,14,premotor,153,153,-0.8908381268813671
1153,14,premotor,153,207,0.22537549673451862
1154,14,premotor,153,45,0.28431675504180187
1155,14,premotor,153,99,0.36345848648656276
1156,14,premotor,207,153,0.25576801087692647
1157,14,premotor,207,207,-0.8900817654561919
1158,14,premotor,207,45,0.30295329995145265
1159,14,premotor,207,99,0.2641311292675461
1160,14,premotor,45,153,0.3002096689245285
1161,14,premotor,45,207,0.2899256091649175
1162,14,premotor,45,45,-0.9170337075794988
1163,14,premotor,45,99,0.301481749668735
1164,14,premotor,99,153,0.34134870212174595
1165,14,premotor,99,207,0.2751184610077087
1166,14,premotor,99,45,0.3034892317263834
1167,14,premotor,99,99,-0.898973339553444
1168,14,motor,153,153,-0.8744852259963474
1169,14,motor,153,207,0.25589776287467775
1170,14,motor,153,45,0.2634251731756351
1171,14,motor,153,99,0.35274908115440096
1172,14,motor,207,153,0.25953891362378956
1173,14,motor,207,207,-0.8765856313318927
1174,14,motor,207,45,0.27421929330003925
1175,14,motor,207,99,0.27350894816576937
1176,14,motor,45,153,0.3105547753696043
1177,14,motor,45,207,0.268422929388202
1178,14,motor,45,45,-0.904185061042954
1179,14,motor,45,99,0.2973255195552867
1180,14,motor,99,153,0.31145871250294277
1181,14,motor,99,207,0.23926191270898556
1182,14,motor,99,45,0.33087923455699464
1183,14,motor,99,99,-0.8969854624318425
1184,14,v1,153,153,-0.8757503056583917
1185,14,v1,153,207,0.2950912609162243
1186,14,v1,153,45,0.22926236414183815
1187,14,v1,153,99,0.3657762911394081
1188,14,v1,207,153,0.3185307810264171
1189,14,v1,207,207,-0.874072311680808
1190,14,v1,207,45,0.2703916377518585
1191,14,v1,207,99,0.2679310265596502
1192,14,v1,45,153,0.2553132147176902
1193,14,v1,45,207,0.30027401442332935
1194,14,v1,45,45,-0.8615181430713721
1195,14,v1,45,99,0.26334803681881414
1196,14,v1,99,153,0.3329707547143598
1197,14,v1,99,207,0.2520645426636991
1198,14,v1,99,45,0.28130043572536
1199,14,v1,99,99,-0.8855939578736234
1200,14,sup_parietal,153,153,-0.8523808739567063
1201,14,sup_parietal,153,207,0.26276046906860695
1202,14,sup_parietal,153,45,0.22510045686635063
1203,14,sup_parietal,153,99,0.41431125993678164
1204,14,sup_parietal,207,153,0.37213252048103346
1205,14,sup_parietal,207,207,-0.861958315845204
1206,14,sup_parietal,207,45,0.29713729436307024
1207,14,sup_parietal,207,99,0.1848837771067529
1208,14,sup_parietal,45,153,0.2500626275062737
1209,14,sup_parietal,45,207,0.3161403031148323
1210,14,sup_parietal,45,45,-0.871774815730985
1211,14,sup_parietal,45,99,0.22231971232609488
1212,14,sup_parietal,99,153,0.3115012105368393
1213,14,sup_parietal,99,207,0.15943959952907738
1214,14,sup_parietal,99,45,0.28897166995141
1215,14,sup_parietal,99,99,-0.8749459323044457
1216,14,inf_parietal,153,153,-0.8728471531345721
1217,14,inf_parietal,153,207,0.19200290777475454
1218,14,inf_parietal,153,45,0.30656442752846025
1219,14,inf_parietal,153,99,0.3528974444442098
1220,14,inf_parietal,207,153,0.2573818250200549
1221,14,inf_parietal,207,207,-0.8884818664867571
1222,14,inf_parietal,207,45,0.31858010647975005
1223,14,inf_parietal,207,99,0.24628274752742174
1224,14,inf_parietal,45,153,0.297849892964437
1225,14,inf_parietal,45,207,0.28554315940703245
1226,14,inf_parietal,45,45,-0.9005617901841714
1227,14,inf_parietal,45,99,0.3153046570715593
1228,14,inf_parietal,99,153,0.3593011994332932
1229,14,inf_parietal,99,207,0.27099668754915035
1230,14,inf_parietal,99,45,0.2639414162307372
1231,14,inf_parietal,99,99,-0.9022643420377987
1232,14,v5,153,153,-0.8333208022499525
1233,14,v5,153,207,0.23817654569600094
1234,14,v5,153,45,0.2520941519703481
1235,14,v5,153,99,0.3794966958441761
1236,14,v5,207,153,0.2988694017883948
1237,14,v5,207,207,-0.8383777561374092
1238,14,v5,207,45,0.2933727508770725
1239,14,v5,207,99,0.20424928545948873
1240,14,v5,45,153,0.2552260153092845
1241,14,v5,45,207,0.338237740893097
1242,14,v5,45,45,-0.8529230805948982
1243,14,v5,45,99,0.16239119323089368
1244,14,v5,99,153,0.37955657392580155
1245,14,v5,99,207,0.15377262014816462
1246,14,v5,99,45,0.2699105813761666
1247,14,v5,99,99,-0.8087385326705077
1248,15,premotor,153,153,-0.8861555725896384
1249,15,premotor,153,207,0.2806764265830135
1250,15,premotor,153,45,0.26638145096822313
1251,15,premotor,153,99,0.27681909493476764
1252,15,premotor,207,153,0.25308493040259616
1253,15,premotor,207,207,-0.8815724175787152
1254,15,premotor,207,45,0.2813693432844412
1255,15,premotor,207,99,0.33246681674550765
1256,15,premotor,45,153,0.23845763359534516
1257,15,premotor,45,207,0.29571801066692704
1258,15,premotor,45,45,-0.865126672889623
1259,15,premotor,45,99,0.2968072196366306
1260,15,premotor,99,153,0.2862093916382459
1261,15,premotor,99,207,0.3057355168818946
1262,15,premotor,99,45,0.3026571142546477
1263,15,premotor,99,99,-0.8686156750752978
1264,15,motor,153,153,-0.8748691291482402
1265,15,motor,153,207,0.27269055985096635
1266,15,motor,153,45,0.24573090381369816
1267,15,motor,153,99,0.2953197434758495
1268,15,motor,207,153,0.2453838106860019
1269,15,motor,207,207,-0.8806700595089882
1270,15,motor,207,45,0.2719121911374631
